max,min,CPF,ICRO,STO,Rand
19.0,4.0,0.2667,0.3333,0.1333,0.5333
19.0,4.0,0.4,0.2,0.1333,0.4667
19.0,4.0,0.2,0.3333,0.0667,0.5333
19.0,4.0,0.4,0.3333,0.2667,0.6
19.0,4.0,0.3333,0.3333,0.1333,0.4667
19.0,4.0,0.3333,0.6,0.0,0.5333
19.0,4.0,0.4,0.4,0.1333,0.5333
19.0,4.0,0.3333,0.4,0.0667,0.5333
19.0,4.0,0.2667,0.5333,0.2667,0.6667
19.0,4.0,0.4,0.4667,0.0667,0.4667
19.0,4.0,0.2667,0.4667,0.1333,0.6
19.0,4.0,0.3333,0.5333,0.1333,0.6
19.0,4.0,0.4667,0.2,0.0667,0.6667
19.0,4.0,0.5333,0.2667,0.1333,0.4667
19.0,4.0,0.4,0.2667,0.2667,0.4667
19.0,4.0,0.4,0.3333,0.2,0.5333
19.0,4.0,0.4,0.2667,0.0667,0.4667
19.0,4.0,0.3333,0.4667,0.1333,0.6
19.0,4.0,0.4,0.3333,0.0667,0.4667
19.0,4.0,0.4667,0.2667,0.2,0.5333
19.0,4.0,0.2667,0.4667,0.1333,0.4
19.0,4.0,0.2667,0.4667,0.0667,0.6667
19.0,4.0,0.4667,0.6,0.2667,0.8
19.0,4.0,0.3333,0.2667,0.2,0.7333
19.0,4.0,0.4667,0.4,0.0667,0.4667
19.0,4.0,0.4667,0.2667,0.0667,0.6667
19.0,4.0,0.2667,0.2667,0.0,0.4
19.0,4.0,0.3333,0.2667,0.1333,0.5333
19.0,4.0,0.5333,0.2,0.1333,0.6667
19.0,4.0,0.4667,0.4,0.0667,0.6667
19.0,4.0,0.3333,0.3333,0.0667,0.6
19.0,4.0,0.3333,0.4667,0.2,0.4
19.0,4.0,0.4,0.3333,0.0,0.6667
19.0,4.0,0.4667,0.2667,0.2,0.7333
19.0,4.0,0.4667,0.4,0.2,0.6667
19.0,4.0,0.3333,0.3333,0.1333,0.5333
19.0,4.0,0.4,0.4,0.0667,0.6
19.0,4.0,0.4667,0.6,0.0667,0.5333
19.0,4.0,0.2667,0.4,0.1333,0.4667
19.0,4.0,0.3333,0.3333,0.1333,0.6667
19.0,4.0,0.3333,0.4,0.2,0.6667
19.0,4.0,0.3333,0.1333,0.0667,0.8
19.0,4.0,0.2,0.3333,0.0667,0.5333
19.0,4.0,0.4,0.2,0.0,0.5333
19.0,4.0,0.4,0.5333,0.2,0.6
19.0,4.0,0.5333,0.6,0.2,0.5333
19.0,4.0,0.5333,0.5333,0.1333,0.4667
19.0,4.0,0.4667,0.4667,0.0667,0.6
19.0,4.0,0.4,0.3333,0.1333,0.6
19.0,4.0,0.4667,0.4667,0.2,0.4667
19.0,4.0,0.4,0.4667,0.2,0.6667
19.0,4.0,0.3333,0.4667,0.1333,0.6667
19.0,4.0,0.3333,0.4,0.0667,0.5333
19.0,4.0,0.3333,0.2667,0.1333,0.7333
19.0,4.0,0.4667,0.2667,0.1333,0.5333
19.0,4.0,0.2667,0.2667,0.1333,0.4667
19.0,4.0,0.5333,0.4,0.0667,0.6667
19.0,4.0,0.3333,0.4,0.1333,0.6
19.0,4.0,0.5333,0.2667,0.2667,0.5333
19.0,4.0,0.2667,0.4667,0.2,0.6
19.0,4.0,0.5333,0.4,0.2,0.5333
19.0,4.0,0.4667,0.4667,0.2667,0.7333
19.0,4.0,0.3333,0.2667,0.1333,0.5333
19.0,4.0,0.4,0.2667,0.0,0.6
19.0,4.0,0.4,0.5333,0.1333,0.5333
19.0,4.0,0.3333,0.5333,0.2,0.5333
19.0,4.0,0.4,0.3333,0.1333,0.6667
19.0,4.0,0.3333,0.4667,0.0667,0.4
19.0,4.0,0.3333,0.3333,0.0667,0.4
19.0,4.0,0.5333,0.4667,0.4,0.6
19.0,4.0,0.2667,0.4,0.2,0.5333
19.0,4.0,0.6,0.5333,0.2,0.5333
19.0,4.0,0.4,0.4,0.0667,0.5333
19.0,4.0,0.2667,0.2667,0.1333,0.4667
19.0,4.0,0.2,0.2,0.0667,0.2
19.0,4.0,0.4667,0.4667,0.1333,0.5333
19.0,4.0,0.2667,0.3333,0.2,0.5333
19.0,4.0,0.2667,0.3333,0.2667,0.5333
19.0,4.0,0.3333,0.2667,0.2,0.6
19.0,4.0,0.4,0.4667,0.1333,0.6
19.0,4.0,0.2,0.3333,0.0,0.7333
19.0,4.0,0.4667,0.4667,0.1333,0.7333
19.0,4.0,0.4667,0.4,0.2667,0.5333
19.0,4.0,0.3333,0.2667,0.0667,0.6667
19.0,4.0,0.3333,0.2,0.0,0.6
19.0,4.0,0.2667,0.3333,0.1333,0.4667
19.0,4.0,0.4,0.4667,0.1333,0.6667
19.0,4.0,0.3333,0.3333,0.1333,0.3333
19.0,4.0,0.5333,0.2667,0.0667,0.6
19.0,4.0,0.2667,0.4,0.1333,0.5333
19.0,4.0,0.5333,0.2667,0.2,0.6
19.0,4.0,0.4,0.4667,0.0,0.5333
19.0,4.0,0.2667,0.2,0.1333,0.4
19.0,4.0,0.4667,0.5333,0.0667,0.5333
19.0,4.0,0.5333,0.3333,0.0667,0.6
19.0,4.0,0.5333,0.5333,0.0667,0.6667
19.0,4.0,0.4,0.2667,0.1333,0.6
19.0,4.0,0.4667,0.4,0.1333,0.6
19.0,4.0,0.3333,0.5333,0.1333,0.4667
19.0,4.0,0.4,0.3333,0.2,0.6
19.0,4.0,0.4,0.5333,0.0667,0.5333
19.0,4.0,0.4,0.4,0.0667,0.7333
19.0,4.0,0.4,0.6,0.0667,0.5333
19.0,4.0,0.4,0.2667,0.2,0.6
19.0,4.0,0.1333,0.1333,0.1333,0.6
