max,CPF,ICRO,STO,Rand
449.0667,364.4318,375.9599,415.0826,406.2273
484.2863,414.8308,377.971,427.9198,425.39
466.18,382.6001,375.2275,400.8194,421.2434
447.3611,365.9551,374.9622,420.63,416.181
465.6973,365.2752,378.8635,421.0129,373.0048
414.3498,327.7396,324.5397,377.298,368.4665
428.8675,332.3764,339.9492,371.1152,384.9511
420.0881,332.7779,354.8199,368.6652,380.1126
461.2834,376.064,372.4263,435.2394,427.8998
471.5174,392.1863,393.7568,424.4082,427.8008
462.7815,377.5718,369.8452,397.9599,400.6473
450.5005,359.7087,336.4475,392.0933,401.6684
488.0391,394.9754,398.4437,437.9216,419.3132
406.3237,312.0786,306.9866,366.0881,363.0984
450.8984,362.8775,343.6915,407.4065,401.0787
451.1583,347.5275,377.3721,401.6955,406.0823
479.2349,352.9988,376.9844,410.9013,418.2601
457.0346,353.8111,373.4808,408.2116,388.0078
483.962,396.6503,391.0405,433.2371,417.0393
449.3293,362.7085,384.4811,418.7575,416.5142
431.3678,358.9432,364.2516,395.3555,384.214
475.7953,351.6045,374.1649,426.4302,421.6228
461.1836,361.4353,337.4083,405.6272,384.5988
462.6926,364.6441,380.1936,415.5632,428.2205
447.5104,394.575,382.4258,427.9484,399.5094
464.7556,400.9906,361.0515,413.8651,401.3623
431.1723,355.5935,342.5516,391.9188,375.5214
469.2374,385.475,393.3794,415.6671,426.0238
441.5029,351.8473,346.4956,404.8294,395.0728
480.5268,387.7345,375.8322,417.9836,417.9599
459.1972,381.1799,376.5178,413.8256,403.4418
404.3113,331.4871,339.1714,367.433,362.9807
440.8773,347.4943,372.3655,381.835,370.3786
461.6313,389.1223,376.5037,428.1515,424.5118
483.4018,383.9096,387.6146,419.4222,411.6679
413.3715,327.7818,337.7424,376.5573,365.8895
467.0706,392.5814,397.3272,421.3292,432.1692
496.3069,414.4105,407.8382,454.3474,457.0874
455.828,387.676,359.7277,413.2168,417.8174
493.9158,397.8944,389.4479,452.8513,425.1338
410.3316,318.4383,316.382,362.5106,366.7292
448.2866,361.86,373.7646,405.9237,391.7532
457.068,366.2478,363.4724,422.8966,418.1041
452.726,370.0954,363.4971,411.5344,377.7912
455.6156,371.4469,361.2354,418.2044,422.6308
452.1736,373.952,369.6694,396.3242,408.9269
412.5832,353.3193,324.1059,368.8364,387.726
470.8686,367.2512,378.0016,420.9677,428.6066
457.5435,365.9809,375.2776,406.423,417.9124
454.9964,356.2801,371.1704,416.9314,419.812
475.276,376.8859,392.4624,441.2765,424.1934
471.4069,398.5619,363.9351,429.3569,412.8614
477.778,392.7501,377.7942,437.8586,424.5246
483.5714,396.8958,377.9322,438.9211,435.7015
445.4294,376.9936,362.5211,409.437,420.344
464.8174,382.6188,358.0359,405.3438,411.0077
428.3606,358.2669,341.6746,404.0197,370.163
454.4604,359.4144,371.3314,415.6302,391.9118
452.2386,385.9664,366.0556,401.6133,413.9717
460.5521,365.9259,365.2355,404.9316,403.4503
434.6669,366.537,331.1833,397.1045,362.3645
463.6371,364.0385,381.5608,421.6463,425.9469
464.9013,355.4071,340.0976,415.2357,373.88
474.8857,408.3987,394.4512,433.6363,425.6604
477.6991,381.9599,407.3331,447.6569,435.1641
505.572,430.0208,406.9868,480.4928,479.0176
462.1035,359.6973,384.3783,422.3512,399.6033
480.7994,401.6021,399.9168,447.8974,442.1988
468.533,340.8196,397.1115,433.4181,372.826
473.8789,383.4606,387.5594,441.7711,438.7567
417.6347,347.2545,316.8111,370.2212,357.0393
508.9622,401.4713,404.5988,459.3284,467.2221
454.4002,384.236,372.6693,414.3808,406.5564
452.2742,373.7469,379.1782,414.2755,415.4101
414.3515,329.6015,334.3303,373.5067,369.8358
420.3548,335.5603,320.3161,370.2662,358.4447
475.4518,417.9365,399.5252,428.6265,449.5379
481.5553,398.9627,376.7618,440.7305,432.0546
454.7412,368.8341,351.741,418.5204,419.6126
463.4025,373.2821,363.5528,419.076,412.1497
458.7778,354.9314,357.3188,396.2081,399.7467
447.4917,374.505,361.342,413.3481,398.4637
467.5389,377.2068,364.7746,408.6295,406.995
416.9451,341.459,339.9929,383.5348,365.3973
466.7293,364.0174,361.8259,391.4154,383.7869
469.1616,402.0495,391.2093,432.3726,428.4309
464.2265,377.7619,374.1526,428.3045,409.2729
460.3134,389.0193,363.8036,422.6816,413.5958
459.3755,375.7489,385.4143,412.0953,415.2062
455.4913,377.7063,384.5263,426.7714,418.5012
456.8379,368.8755,379.2273,401.7661,419.2746
477.8865,388.6512,389.8585,439.9853,443.0922
466.1949,351.8747,374.9851,410.3834,430.8116
446.6505,368.0101,368.0207,408.442,419.1477
487.2183,402.9729,389.941,440.6767,428.0855
450.2466,367.8117,351.4618,419.6925,406.0786
439.4479,361.7853,378.5584,417.1765,414.8987
430.4005,369.8118,353.4124,394.19,393.5111
422.7623,332.7182,337.77,380.1121,391.0787
454.9381,390.7854,371.3755,420.2743,403.677
460.9048,378.118,385.4308,430.3819,426.1563
418.5751,330.2222,336.2325,375.3257,365.882
433.1122,330.9448,351.9317,399.4977,393.9824
470.7604,386.1597,385.5768,412.8505,420.2218
412.9698,327.5483,329.3091,382.9548,365.1773
458.6489,357.7549,376.9354,409.9224,393.0404
459.9622,398.5886,374.7056,428.7773,411.8163
450.4793,374.7865,334.6102,399.2873,390.2706
459.8389,376.5153,358.7163,418.5084,420.7386
422.5369,343.2214,335.1728,373.1602,366.9817
441.7005,355.6675,367.4209,368.1901,384.9727
441.2493,355.9158,329.8144,411.5693,396.9562
459.6202,374.1939,370.0048,428.1728,395.9342
461.2636,393.461,375.8883,414.0464,423.0804
455.3178,392.8847,383.6146,414.2031,416.3047
450.4927,361.9569,353.9967,405.9909,404.4315
