max,min,CPF,ICRO,STO,Rand
41.0,9.0,0.6562,0.375,0.0312,0.75
41.0,9.0,0.4375,0.5,0.1875,0.8438
41.0,9.0,0.375,0.4688,0.0,0.8438
41.0,9.0,0.4375,0.4375,0.0938,0.8438
41.0,9.0,0.2188,0.375,0.0938,0.8125
41.0,9.0,0.3438,0.375,0.0312,0.6875
41.0,9.0,0.25,0.5625,0.0,0.7812
41.0,9.0,0.4062,0.5,0.125,0.8438
41.0,9.0,0.3125,0.5,0.1875,0.8125
41.0,9.0,0.3438,0.4062,0.125,0.6875
41.0,9.0,0.5312,0.5312,0.125,0.8438
41.0,9.0,0.375,0.4688,0.0938,0.7188
41.0,9.0,0.3438,0.3125,0.1562,0.8438
41.0,9.0,0.4688,0.375,0.0625,0.9375
41.0,9.0,0.5,0.4688,0.0938,0.6875
41.0,9.0,0.4062,0.2812,0.0938,0.7188
41.0,9.0,0.375,0.4062,0.1562,0.75
41.0,9.0,0.3438,0.4062,0.125,0.8125
41.0,9.0,0.375,0.4375,0.1562,0.8125
41.0,9.0,0.3438,0.375,0.0938,0.75
41.0,9.0,0.2812,0.375,0.0312,0.8125
41.0,9.0,0.375,0.375,0.1562,0.8438
41.0,9.0,0.3438,0.25,0.0938,0.8125
41.0,9.0,0.5,0.4688,0.125,0.75
41.0,9.0,0.4062,0.4375,0.125,0.8438
41.0,9.0,0.4688,0.4688,0.1562,0.875
41.0,9.0,0.5,0.3438,0.0938,0.75
41.0,9.0,0.2812,0.5,0.0625,0.7812
41.0,9.0,0.4375,0.5625,0.0625,0.9062
41.0,9.0,0.5,0.5,0.0938,0.8125
41.0,9.0,0.25,0.4062,0.0625,0.8438
41.0,9.0,0.3438,0.4375,0.0938,0.8125
41.0,9.0,0.3438,0.4375,0.125,0.6562
41.0,9.0,0.4375,0.4375,0.0938,0.8438
41.0,9.0,0.3125,0.375,0.0625,0.8125
41.0,9.0,0.4375,0.4062,0.0312,0.5938
41.0,9.0,0.3125,0.4688,0.125,0.6562
41.0,9.0,0.3438,0.5625,0.125,0.875
41.0,9.0,0.3438,0.4375,0.125,0.8438
41.0,9.0,0.4688,0.3125,0.0938,0.9375
41.0,9.0,0.3438,0.4062,0.1562,0.8125
41.0,9.0,0.4062,0.4375,0.125,0.7812
41.0,9.0,0.5,0.5312,0.0312,0.875
41.0,9.0,0.25,0.4688,0.0938,0.7812
41.0,9.0,0.3438,0.4375,0.0938,0.8125
41.0,9.0,0.3125,0.5938,0.125,0.75
41.0,9.0,0.3438,0.4375,0.0938,0.6562
41.0,9.0,0.375,0.5,0.0938,0.875
41.0,9.0,0.4062,0.2812,0.1562,0.6562
41.0,9.0,0.3438,0.4062,0.0938,0.8438
41.0,9.0,0.3438,0.4375,0.1562,0.875
41.0,9.0,0.25,0.375,0.0312,0.7812
41.0,9.0,0.5625,0.375,0.0625,0.8438
41.0,9.0,0.4062,0.25,0.125,0.7812
41.0,9.0,0.4375,0.1875,0.0625,0.75
41.0,9.0,0.3125,0.4375,0.0938,0.8438
41.0,9.0,0.2188,0.375,0.0938,0.8125
41.0,9.0,0.5,0.375,0.0938,0.75
41.0,9.0,0.3438,0.3125,0.0,0.75
41.0,9.0,0.3438,0.4688,0.1562,0.75
41.0,9.0,0.2812,0.3438,0.0,0.75
41.0,9.0,0.375,0.4688,0.125,0.6562
41.0,9.0,0.2188,0.3125,0.0625,0.8125
41.0,9.0,0.4062,0.2812,0.125,0.7812
41.0,9.0,0.4688,0.375,0.0625,0.8125
41.0,9.0,0.4375,0.4688,0.0312,0.875
41.0,9.0,0.2812,0.3438,0.125,0.9062
41.0,9.0,0.3438,0.5,0.0938,0.9062
41.0,9.0,0.3125,0.5,0.0938,0.8125
41.0,9.0,0.4375,0.3438,0.0,0.8125
41.0,9.0,0.2812,0.4062,0.0625,0.7812
41.0,9.0,0.2812,0.5938,0.1875,0.6875
41.0,9.0,0.2812,0.4062,0.0625,0.7188
41.0,9.0,0.4375,0.4375,0.0938,0.8438
41.0,9.0,0.4062,0.4062,0.1562,0.8438
41.0,9.0,0.375,0.375,0.125,0.9062
41.0,9.0,0.4062,0.5312,0.0312,0.9375
41.0,9.0,0.5,0.4375,0.125,0.7812
41.0,9.0,0.4688,0.4688,0.0625,0.6562
41.0,9.0,0.2812,0.4375,0.0625,0.7812
41.0,9.0,0.3438,0.4062,0.0,0.75
41.0,9.0,0.5312,0.4375,0.0938,0.75
41.0,9.0,0.4688,0.5625,0.0312,0.875
41.0,9.0,0.5625,0.2188,0.1562,0.75
41.0,9.0,0.3438,0.5,0.1562,0.875
41.0,9.0,0.375,0.3438,0.0625,0.8438
41.0,9.0,0.2812,0.5938,0.0625,0.9062
41.0,9.0,0.5312,0.4688,0.0625,0.8438
41.0,9.0,0.25,0.4062,0.0312,0.8125
41.0,9.0,0.3125,0.4688,0.1562,0.6875
41.0,9.0,0.25,0.4688,0.0938,0.625
41.0,9.0,0.4688,0.3438,0.0625,0.6562
41.0,9.0,0.4062,0.4375,0.0625,0.5938
41.0,9.0,0.375,0.3438,0.0938,0.7188
41.0,9.0,0.5,0.5312,0.1875,0.6875
41.0,9.0,0.5625,0.4688,0.0312,0.6875
41.0,9.0,0.3125,0.4688,0.1562,0.8438
41.0,9.0,0.3438,0.375,0.125,0.75
41.0,9.0,0.3438,0.3438,0.0938,0.6875
41.0,9.0,0.375,0.4688,0.1562,0.75
41.0,9.0,0.3438,0.4062,0.0938,0.9062
41.0,9.0,0.3438,0.4375,0.25,0.6875
41.0,9.0,0.3438,0.375,0.0625,0.8438
41.0,9.0,0.3438,0.4375,0.0625,0.6875
41.0,9.0,0.4375,0.4688,0.0938,0.8125
41.0,9.0,0.2188,0.4688,0.0312,0.7812
41.0,9.0,0.4375,0.5625,0.0938,0.8438
41.0,9.0,0.25,0.4688,0.125,0.8125
41.0,9.0,0.4062,0.375,0.0625,0.9062
41.0,9.0,0.375,0.375,0.0625,0.875
41.0,9.0,0.4062,0.4062,0.125,0.8125
41.0,9.0,0.2812,0.4688,0.0625,0.8125
41.0,9.0,0.5312,0.4375,0.0625,0.7188
41.0,9.0,0.4375,0.3125,0.1875,0.8438
41.0,9.0,0.3438,0.3438,0.1562,0.8125
41.0,9.0,0.375,0.3125,0.0,0.6875
41.0,9.0,0.4062,0.4375,0.125,0.7188
41.0,9.0,0.625,0.4688,0.125,0.6875
41.0,9.0,0.1562,0.375,0.0625,0.75
41.0,9.0,0.3125,0.4688,0.125,0.8438
41.0,9.0,0.4375,0.5312,0.0625,0.75
41.0,9.0,0.375,0.375,0.125,0.7188
41.0,9.0,0.3438,0.3438,0.0625,0.8438
41.0,9.0,0.4375,0.4062,0.125,0.8125
41.0,9.0,0.3438,0.4062,0.0625,0.7812
41.0,9.0,0.4062,0.375,0.2188,0.9062
41.0,9.0,0.375,0.375,0.125,0.8125
41.0,9.0,0.5,0.4375,0.0625,0.7812
41.0,9.0,0.4375,0.3438,0.125,0.6875
41.0,9.0,0.4062,0.4375,0.125,0.7812
41.0,9.0,0.375,0.5625,0.0938,0.9062
41.0,9.0,0.5625,0.3438,0.1875,0.8125
41.0,9.0,0.3438,0.4688,0.0625,0.6875
41.0,9.0,0.5,0.4375,0.0625,0.8125
41.0,9.0,0.1875,0.3125,0.125,0.75
41.0,9.0,0.4375,0.4688,0.1562,0.75
41.0,9.0,0.2188,0.4375,0.0625,0.7188
41.0,9.0,0.4375,0.4375,0.125,0.7812
41.0,9.0,0.375,0.375,0.1875,0.7188
41.0,9.0,0.1875,0.4062,0.0938,0.7812
41.0,9.0,0.2188,0.4688,0.0938,0.7188
41.0,9.0,0.3125,0.375,0.1562,0.9062
41.0,9.0,0.3438,0.4375,0.125,0.8438
41.0,9.0,0.375,0.375,0.125,0.875
41.0,9.0,0.4688,0.5938,0.0938,0.8438
41.0,9.0,0.4688,0.5,0.0938,0.7188
41.0,9.0,0.375,0.3125,0.0938,0.625
41.0,9.0,0.4688,0.5312,0.0312,0.875
41.0,9.0,0.3438,0.4375,0.0312,0.8438
41.0,9.0,0.3125,0.3438,0.0938,0.625
41.0,9.0,0.3438,0.375,0.125,0.8438
41.0,9.0,0.4375,0.4688,0.125,0.7812
41.0,9.0,0.4688,0.4375,0.125,0.7188
41.0,9.0,0.25,0.3125,0.0625,0.5938
41.0,9.0,0.4688,0.4062,0.0312,0.8125
41.0,9.0,0.375,0.25,0.1562,0.6875
41.0,9.0,0.625,0.4062,0.0312,0.8125
41.0,9.0,0.5,0.5312,0.0625,0.75
41.0,9.0,0.5625,0.4062,0.0625,0.75
41.0,9.0,0.4062,0.5625,0.125,0.6562
41.0,9.0,0.375,0.4688,0.1875,0.625
41.0,9.0,0.2188,0.4375,0.0625,0.9688
41.0,9.0,0.375,0.4688,0.1562,0.7188
41.0,9.0,0.2188,0.5312,0.0625,0.8438
41.0,9.0,0.4062,0.3438,0.0625,0.8125
41.0,9.0,0.5625,0.4688,0.125,0.75
41.0,9.0,0.3438,0.4062,0.0,0.7812
41.0,9.0,0.5,0.5312,0.0625,0.7812
41.0,9.0,0.3438,0.5,0.125,0.7812
41.0,9.0,0.25,0.375,0.2188,0.7188
41.0,9.0,0.25,0.4062,0.0938,0.6875
41.0,9.0,0.3438,0.5,0.0938,0.6875
41.0,9.0,0.375,0.3125,0.0312,0.6875
41.0,9.0,0.3125,0.4062,0.1562,0.9688
41.0,9.0,0.4062,0.375,0.125,0.7812
41.0,9.0,0.5312,0.4062,0.125,0.7188
41.0,9.0,0.4688,0.2812,0.125,0.6875
41.0,9.0,0.3125,0.375,0.0625,0.8438
41.0,9.0,0.3125,0.4688,0.0938,0.8438
41.0,9.0,0.4688,0.4375,0.0312,0.7812
41.0,9.0,0.375,0.4375,0.0938,0.7812
41.0,9.0,0.375,0.375,0.0938,0.8438
41.0,9.0,0.4062,0.5938,0.0938,0.7188
41.0,9.0,0.5312,0.5312,0.1562,0.8438
41.0,9.0,0.5312,0.3438,0.0312,0.8438
41.0,9.0,0.4062,0.4688,0.125,0.7188
41.0,9.0,0.5312,0.4062,0.125,0.875
41.0,9.0,0.3438,0.5,0.0,0.875
41.0,9.0,0.5,0.375,0.0625,0.875
41.0,9.0,0.4375,0.5312,0.1562,0.8125
41.0,9.0,0.2812,0.2812,0.0938,0.7188
41.0,9.0,0.2812,0.4375,0.0625,0.8125
41.0,9.0,0.4688,0.5,0.0625,0.8438
41.0,9.0,0.3438,0.4688,0.1562,0.7812
41.0,9.0,0.4688,0.375,0.0625,0.8438
41.0,9.0,0.4062,0.3438,0.0938,0.8125
41.0,9.0,0.375,0.3438,0.0,0.7188
41.0,9.0,0.4688,0.4062,0.0625,0.8438
41.0,9.0,0.4062,0.4688,0.125,0.7812
41.0,9.0,0.375,0.4375,0.125,0.6562
41.0,9.0,0.375,0.4062,0.1562,0.6562
