max,CPF,ICRO,STO,Rand
427.5711,346.8382,305.073,372.1737,334.3015
400.9047,309.6979,281.1168,334.5975,345.8833
418.9932,320.229,311.8449,349.6552,367.1251
476.5373,372.6795,347.7435,389.3148,416.5541
445.344,313.9676,334.827,391.3994,386.9051
466.95,374.9064,344.2849,391.4232,402.1633
438.5518,322.8309,299.2199,332.2662,365.5294
440.1025,361.4465,295.3065,380.529,378.9716
471.6277,384.8942,353.4651,401.9851,418.5774
422.1745,290.3954,325.1157,356.9365,358.9271
423.1673,335.9065,298.6843,346.1264,354.9613
434.5751,339.0815,306.0317,375.9373,374.6749
401.278,320.4215,290.4285,329.0858,342.364
489.0953,404.6429,357.1105,397.5677,412.6607
464.6261,367.8501,318.7907,382.488,380.4325
467.7478,361.312,333.3294,386.7028,394.7697
444.227,329.7882,326.4604,384.5143,388.3243
447.4349,358.249,319.2474,382.2243,381.7901
467.9647,379.6102,336.7006,396.9374,387.9679
459.2985,342.9199,321.9878,362.7717,353.6597
474.3944,396.9463,328.553,384.7821,381.7923
412.293,290.7141,291.6446,345.1512,371.8095
438.1404,352.8845,335.5346,368.1016,379.4861
429.9777,352.2951,315.6952,358.5813,350.8055
464.4447,366.1125,311.1021,393.7891,387.8434
424.6178,329.5067,307.9119,354.74,364.5746
464.5538,334.1585,312.0805,387.8355,386.3417
407.9299,340.7638,278.4012,344.0995,349.8182
407.4176,330.8705,298.2034,347.4844,362.6937
431.8939,332.9509,285.6231,358.0373,346.2561
402.5053,330.2152,276.0797,349.211,357.3398
442.7921,334.0895,302.2486,337.425,374.7728
453.0959,347.4761,320.5817,355.2386,406.1533
440.5393,327.9064,323.7089,357.5281,367.3887
446.4571,309.1139,319.3269,343.3858,372.8831
444.7394,331.3614,326.4297,369.5737,358.8341
441.6447,309.7938,319.2636,394.6865,362.3813
472.9192,378.8193,349.147,384.2586,409.8976
403.8673,311.4988,292.5093,348.2775,345.2673
425.3731,336.9983,300.5282,355.891,357.4749
