max,min,CPF,ICRO,STO,Rand
141.1779,79.8461,0.6696,0.6488,0.7831,0.8056
165.3474,107.2063,0.7,0.7066,0.7674,0.6313
153.1776,98.0606,0.5687,0.7268,0.7971,0.9146
197.9871,132.5513,0.6029,0.6496,0.8666,0.934
164.1876,103.7929,0.7308,0.7571,0.7959,0.8751
155.6385,97.1425,0.8602,0.8066,0.8779,0.8638
163.1594,98.6519,0.7264,0.7652,0.7333,1.0
157.9371,93.4316,0.5949,0.6204,0.6452,0.9624
178.8627,119.3369,0.6831,0.699,0.7199,0.7819
146.4753,94.717,0.7012,0.6541,0.7719,1.0
164.5647,102.9259,0.6991,0.7764,0.5982,0.8365
168.9582,101.4111,0.7493,0.6884,0.7074,1.0
155.6624,92.1219,0.68,0.6659,0.9518,0.8835
169.1323,105.4662,0.68,0.5574,0.5866,0.8988
164.1647,100.9055,0.6878,0.656,0.7423,0.9603
158.79,103.1326,0.6306,0.596,0.7851,0.96
153.3934,93.2638,0.4306,0.7742,0.7339,1.0
160.2934,101.4976,0.539,0.8279,0.7882,0.8814
177.2369,118.4632,0.706,0.8279,0.7987,0.742
199.2902,131.1497,0.6423,0.6643,0.684,0.9466
147.313,90.2087,0.7191,0.7726,0.658,0.7724
166.3674,104.8759,0.6983,0.7297,0.7435,0.945
180.4154,118.4448,0.5545,0.6353,0.769,0.9305
167.1676,100.5793,0.6189,0.7694,0.7531,0.7999
160.7414,100.317,0.6793,0.8189,0.8818,0.8872
163.4617,101.2459,0.6728,0.7608,0.7834,0.7894
179.531,109.6519,0.6165,0.7099,0.7758,0.95
156.781,90.2836,0.7937,0.7423,0.8143,0.8676
179.2124,116.2935,0.602,0.6034,0.8633,1.0
181.533,124.8579,0.6501,0.8322,0.6974,0.7692
155.3879,95.0854,0.5635,0.6405,0.7991,0.9939
176.5175,118.5317,0.648,0.7164,0.6973,0.8661
141.5106,86.6531,0.6727,0.643,0.849,0.8174
169.7353,106.504,0.4962,0.8427,0.8137,0.9338
150.7088,95.2434,0.7385,0.6715,0.7609,0.7854
191.1974,131.1392,0.5356,0.8811,0.7335,0.8137
182.6578,118.6795,0.7316,0.611,0.8826,0.8766
163.179,106.093,0.6448,0.5636,0.6901,0.8524
159.7463,100.1801,0.6121,0.6101,0.5821,0.8586
166.0632,106.8635,0.7014,0.7796,0.8951,0.7876
152.1808,88.2747,0.6541,0.7118,0.7525,0.9426
174.9135,112.4898,0.5999,0.6906,0.6038,0.9388
150.1911,89.0724,0.693,0.6919,0.7809,0.8186
171.3457,108.7624,0.6745,0.7618,0.6853,0.9468
148.5811,92.7698,0.7357,0.6849,0.6946,0.8569
162.3772,104.3183,0.6857,0.6379,0.7325,0.766
165.7247,98.9774,0.8146,0.7064,0.6645,0.8588
196.3425,131.5783,0.6885,0.7807,0.87,0.9038
