max,min,CPF,ICRO,STO,Rand
169.6933,107.3167,0.7689,0.6293,0.8989,0.8962
209.6153,137.3721,0.6735,0.696,0.7075,0.8546
168.1711,106.708,0.6309,0.648,0.9584,0.945
163.2426,104.2199,0.7967,0.6806,0.9406,0.858
212.1071,138.3717,0.745,0.6668,0.8448,0.9384
201.0435,130.3438,0.6254,0.6661,0.9099,0.8595
190.3014,127.2113,0.7212,0.8209,0.809,0.951
192.3267,122.0014,0.6936,0.7066,0.9631,0.9619
155.5687,91.8941,0.8184,0.6241,0.8762,0.8727
207.4885,134.7712,0.7663,0.7569,0.9277,0.9392
177.718,106.6319,0.7578,0.6909,0.9181,0.85
192.2919,131.2962,0.7032,0.783,0.9039,0.8343
181.4322,112.315,0.8261,0.614,0.8913,0.8336
199.7278,129.221,0.7896,0.6892,0.9395,0.9276
200.5269,133.1719,0.4971,0.7704,0.9393,0.9526
171.3073,104.1245,0.7275,0.6205,0.9306,0.8898
165.4058,97.6103,0.6614,0.6798,0.8657,0.8977
178.5938,110.2737,0.675,0.6266,0.891,0.8958
183.813,115.428,0.5637,0.6352,0.9038,0.755
175.966,115.2849,0.5635,0.623,0.9154,0.8913
172.4086,101.6981,0.6053,0.5988,0.7835,0.9244
184.9216,117.9843,0.8122,0.7407,0.88,0.8301
173.413,113.7554,0.7516,0.5271,0.9059,0.7844
174.1577,107.1693,0.6706,0.5816,0.9368,0.979
177.6287,113.9783,0.7613,0.5239,0.8562,0.9477
200.5904,127.6758,0.602,0.6312,0.7385,1.0
187.9156,108.0401,0.7718,0.6047,0.7603,0.8198
165.8046,96.6026,0.7709,0.7616,0.8698,0.8984
160.8441,93.4624,0.8062,0.7703,0.9677,0.7743
184.0374,110.0734,0.5979,0.5779,0.879,0.8646
184.2349,119.8367,0.6786,0.5936,0.8949,0.7959
192.2036,120.4625,0.5921,0.7336,0.8389,0.9148
143.5808,80.8712,0.6573,0.6175,0.9536,0.9093
188.5625,118.6253,0.7796,0.8038,0.8264,0.8679
177.1727,114.35,0.6987,0.7353,0.7489,0.8853
186.9348,120.8851,0.7228,0.6114,0.8861,0.7809
186.2426,121.7886,0.662,0.7529,0.8128,0.9584
170.5344,105.0134,0.7845,0.7803,0.7975,0.8135
198.014,114.4004,0.6279,0.5958,0.8589,0.7215
173.1408,107.9757,0.8204,0.6041,0.9052,0.9303
177.1538,103.3895,0.802,0.6328,0.7644,0.8843
221.1039,143.7601,0.7848,0.5506,0.8889,0.8944
179.5406,108.2447,0.6771,0.6258,0.8254,0.8128
174.7274,106.0496,0.7754,0.68,0.8316,0.7818
202.8584,130.2319,0.6615,0.6748,0.811,0.8287
166.6812,96.6292,0.5041,0.6272,0.8137,0.8574
177.8799,108.6694,0.6622,0.7565,0.9321,0.9312
196.046,122.0482,0.6358,0.6308,0.907,0.896
159.7257,94.0188,0.5866,0.5986,0.8915,0.8437
177.173,105.7344,0.6634,0.5493,0.8003,0.8849
197.4708,134.4428,0.6166,0.5985,0.9261,0.8402
170.5039,104.9377,0.7847,0.6652,0.7671,0.8945
173.094,102.6596,0.7446,0.7272,0.898,0.7429
185.7446,115.8282,0.7827,0.6714,0.8991,0.927
186.6663,118.3292,0.6106,0.7969,0.8739,0.8493
184.2095,115.195,0.6944,0.5536,0.8722,0.8755
182.0114,118.7368,0.6468,0.6776,0.8583,0.8971
166.7659,111.7498,0.7459,0.675,0.9051,0.8523
181.4714,117.7634,0.6295,0.7403,0.848,0.843
163.8172,105.5737,0.7183,0.616,0.8455,0.815
192.8195,130.2768,0.7746,0.7563,0.8503,0.9018
185.0288,121.1377,0.5495,0.5506,0.7843,0.7868
171.2586,101.5567,0.7217,0.7368,0.6876,0.8994
196.2923,126.1538,0.7206,0.6987,0.8185,0.8332
198.4785,129.3192,0.6343,0.6946,0.7504,0.8501
194.1555,125.6256,0.7539,0.6826,0.8716,0.8562
198.9548,130.1677,0.6238,0.5524,0.8784,0.8292
167.6645,103.4722,0.7765,0.5188,0.9619,0.8889
196.3856,113.6036,0.6805,0.5199,0.8549,0.8816
174.8872,105.7271,0.7472,0.6855,0.8235,0.8894
167.4792,100.9669,0.708,0.5874,0.7884,0.7953
172.4326,108.9034,0.5636,0.7411,0.6857,0.8774
178.8721,122.7107,0.5761,0.698,0.9282,0.9108
193.3804,131.4384,0.6263,0.49,0.8727,0.6141
183.1311,106.0398,0.6759,0.5795,0.8656,0.6664
184.5372,120.524,0.7789,0.6525,0.9421,0.9353
195.1082,116.1343,0.7158,0.7723,0.847,0.9261
178.8857,110.5991,0.641,0.6737,0.8079,0.9009
192.5614,121.9506,0.749,0.5775,0.8194,0.9234
175.3804,105.5847,0.6051,0.7962,0.7619,0.9298
161.1695,91.1857,0.6134,0.6975,0.7623,0.872
161.7824,97.0191,0.7818,0.6588,0.84,0.9183
175.9616,102.3069,0.6556,0.6678,0.8282,0.8803
165.8825,108.4795,0.5789,0.7712,0.8645,0.9218
212.0444,140.5364,0.7259,0.6541,0.8203,0.919
179.1969,110.2588,0.7247,0.7347,1.0,0.9402
