max,min,CPF,ICRO,STO,Rand
224.4552,128.9247,0.7905,0.811,0.9352,0.961
249.6263,160.5076,0.9171,0.819,0.9727,0.8903
237.7384,129.5193,0.8521,0.8124,0.8688,0.9218
222.4638,121.8456,0.7948,0.7755,0.9708,0.9708
245.1323,137.9953,0.8022,0.7067,0.9479,0.8735
214.8007,116.1406,0.8361,0.7998,0.95,0.9199
213.5611,118.9406,0.6782,0.747,0.9126,0.8769
206.042,115.846,0.8534,0.8952,0.893,0.9279
223.3803,130.5644,0.7911,0.7633,0.968,0.9532
251.8063,150.4037,0.7768,0.7515,0.9781,0.9629
230.6506,136.5354,0.862,0.7713,0.8223,0.8499
230.8772,140.3005,0.7757,0.7547,0.8663,0.9221
245.9127,146.4473,0.8091,0.788,0.9048,0.8494
202.0369,122.2157,0.8737,0.8103,0.916,0.9604
217.5631,129.1191,0.8291,0.752,0.9429,0.9273
237.8785,141.1864,0.8165,0.7904,0.957,0.9619
252.0398,158.787,0.7844,0.7827,0.9243,0.961
252.9513,145.0801,0.813,0.7738,0.9595,0.8446
242.3871,157.0426,0.7725,0.9027,0.901,0.9181
225.8381,129.9841,0.7799,0.8479,0.9564,0.9816
212.116,124.6383,0.7878,0.8144,0.9402,0.9433
232.6287,149.9533,0.8174,0.7966,0.9364,0.9113
234.8113,137.2811,0.801,0.7314,0.9486,0.9254
242.3051,144.1955,0.8322,0.8132,0.902,1.0
217.8895,119.5256,0.8377,0.7778,0.931,0.9483
220.9336,130.9983,0.8469,0.8031,0.8832,0.8727
222.2989,127.2221,0.7483,0.7782,0.9489,0.916
236.3875,132.9302,0.7456,0.8759,0.8618,0.9604
205.3481,120.7411,0.8191,0.7307,0.9139,0.8815
237.1747,148.8129,0.8135,0.7478,0.9779,0.9821
228.4722,131.4899,0.7323,0.812,0.8964,0.8818
200.7872,101.4644,0.8145,0.7723,0.8795,0.9396
212.5804,123.9816,0.7698,0.856,0.9072,0.9285
234.8908,125.867,0.8425,0.79,1.0,0.9752
235.044,135.8392,0.8885,0.8425,0.8373,0.9322
214.0071,118.1548,0.8138,0.8167,0.9168,0.9618
237.8242,133.8969,0.7449,0.8721,0.8912,0.9517
250.3625,158.1845,0.8513,0.8302,0.9747,0.9576
226.9543,138.6964,0.8382,0.7786,0.9065,0.9587
250.7261,149.2638,0.8151,0.8011,0.9532,0.9172
209.2017,117.9428,0.7858,0.7917,1.0,0.976
223.4596,125.7171,0.799,0.8223,0.9209,0.9329
218.283,122.5647,0.8091,0.7413,0.9557,0.8626
221.0112,125.6537,0.9016,0.7633,0.9646,0.9244
220.3671,124.7349,0.8065,0.7855,0.9048,0.9574
235.3621,137.6208,0.8157,0.7474,0.8149,0.9636
213.7449,111.3372,0.8205,0.7051,0.8514,0.9512
233.5493,132.0218,0.8466,0.759,0.8767,0.9533
223.5696,132.0754,0.7795,0.8074,0.9206,0.9598
261.3388,137.5153,0.8398,0.8007,0.9567,1.0
