max,CPF,ICRO,STO,Rand
707.8868,478.2858,405.2943,593.1298,554.3759
679.7215,391.9157,389.984,523.2874,594.9971
621.1865,378.8468,354.3415,486.3428,502.2966
676.8973,411.7837,438.0474,562.7951,581.1231
550.2888,357.3892,277.7658,447.6967,479.9284
607.2024,302.7407,303.4764,457.0121,451.4851
619.0933,442.0478,309.1146,463.0846,490.4848
605.7398,382.8263,333.3003,499.864,502.8859
706.1405,472.2649,433.1527,622.7763,639.2882
666.3239,425.2333,416.119,543.9395,527.5022
600.1947,348.3811,336.1304,468.5706,489.0456
631.3679,454.3,324.6558,491.0393,512.2076
667.4006,424.3575,455.4533,534.978,594.1601
653.835,391.4467,359.0827,517.5456,557.5184
616.9839,382.4639,323.8052,500.1165,480.5762
634.0813,439.4308,389.8476,496.3169,537.7976
641.1595,373.1952,357.8501,457.9402,497.6698
679.3431,401.4598,448.3613,539.7037,600.1987
627.895,420.9986,380.8798,523.4405,508.452
597.5146,411.7667,368.4971,485.4613,509.2971
648.7449,432.2688,390.7503,514.6476,565.2252
628.8167,469.385,436.8765,520.4974,567.6813
642.8487,390.9498,372.1502,516.5537,533.3249
648.6051,379.018,342.7651,544.1607,561.4809
625.2146,387.7154,317.8925,506.9082,511.8171
583.0152,357.9448,365.6154,457.2484,473.7823
625.3166,369.9022,411.0596,501.8723,520.2879
609.662,350.8269,327.5969,487.1775,521.1565
660.0796,414.6495,367.0528,508.5705,549.7534
648.2877,374.7395,351.7362,534.9988,555.2077
595.5485,374.3207,328.6403,461.3222,508.3271
559.8366,363.0986,370.2763,438.0209,479.0749
647.3497,371.0335,367.3926,514.1415,552.6577
664.7164,391.3323,381.4132,554.298,583.7808
590.6591,396.2835,318.536,430.813,485.8801
654.7141,381.9365,359.255,516.4013,489.9945
611.485,370.2425,300.8633,461.8138,421.9644
599.2601,389.1436,334.6447,521.0188,518.7412
558.8879,378.6511,328.0624,433.2124,491.7087
659.1959,394.436,422.8136,545.8087,609.6709
644.1852,442.8074,424.5967,540.3141,590.1293
592.343,413.6725,317.4235,488.8321,519.2311
621.1737,382.1208,362.4943,507.2948,501.8913
583.3182,380.8164,333.9676,490.528,469.9293
673.7687,461.062,422.2939,561.6808,597.571
606.7047,383.8228,290.9129,443.35,515.9877
596.6258,453.1041,418.6333,518.0425,511.6212
676.4229,481.9534,371.2333,557.0919,564.4076
590.868,321.9834,339.4069,493.3322,466.7383
678.027,451.9334,411.33,557.6374,591.1841
637.5034,371.2216,358.2926,521.4718,529.0531
665.3764,404.3693,391.8157,494.4719,555.2601
656.9935,420.0283,378.4333,552.2993,461.8586
593.3233,412.3464,366.8676,452.3211,511.6762
680.3666,462.1207,431.7147,596.0814,600.3586
641.0357,407.8168,391.9212,513.306,562.9598
591.0966,421.9172,319.7065,466.7292,513.6064
653.9248,416.4149,406.4601,519.8868,545.3752
648.2002,388.6621,350.6645,513.1346,555.9416
602.8409,410.3629,337.637,476.8631,484.0919
671.3118,486.9437,373.3788,520.9916,568.0886
580.1722,358.2703,334.6621,449.6169,459.9362
649.5214,370.3114,388.2916,490.5259,539.2251
627.3495,427.8579,397.3635,534.9651,528.1842
630.9773,372.8376,373.5286,514.1214,546.4373
609.5018,393.6831,387.7431,486.6211,501.8367
661.0423,416.0224,351.1699,545.2256,577.6939
626.9662,415.0709,374.5193,525.3659,516.4509
674.7127,457.654,389.6261,550.1441,594.494
668.959,469.5267,428.4238,547.7587,610.6304
608.581,333.3089,355.0471,481.9441,542.5268
619.256,420.2154,389.0209,509.6669,500.5051
633.5578,465.8041,436.0544,531.9093,585.5718
622.9192,421.462,338.1923,549.3823,567.3006
644.4409,455.7671,405.0935,565.762,526.9238
612.8239,442.7784,359.0058,504.1576,522.2116
623.5834,450.2863,368.0192,537.4392,562.6941
620.779,351.0661,373.9337,515.8751,502.3059
589.9823,378.2945,366.7297,513.6904,506.6895
585.8078,418.3739,290.6613,462.4815,474.5889
597.5724,370.856,346.6126,492.9,540.6418
631.4822,329.4184,341.413,504.2311,522.4957
629.0197,415.5589,350.5243,488.1957,509.7994
633.718,337.6567,314.5577,479.2489,521.595
651.9968,390.2217,381.0055,550.6786,587.6577
595.8965,362.6842,369.2724,466.4023,452.8096
636.0704,411.3969,348.0482,526.7041,507.2131
622.332,376.8862,388.5051,521.5282,560.1004
562.5742,416.233,346.2656,480.2331,494.1488
594.6012,376.2753,349.0882,495.0918,473.0314
636.8806,443.6083,400.3537,561.0859,556.9547
555.3437,309.3167,306.9073,440.4635,476.0749
632.8707,490.9947,370.8948,535.4942,547.7938
658.8083,457.7005,419.4151,519.313,581.0652
639.7596,446.7519,401.1257,555.2981,514.461
639.6505,383.1277,397.4894,507.6365,562.9707
615.6031,381.5542,323.3613,513.5112,547.4651
640.0803,385.6257,343.5534,503.9135,540.7122
635.7321,485.3405,459.7971,539.6838,494.4304
624.6238,443.3705,390.4838,554.2656,528.5928
676.6512,503.2206,460.5074,590.1721,639.8279
591.9974,406.8243,388.5852,487.1474,523.1398
621.4662,357.2117,404.2589,517.5471,532.8838
666.6597,444.212,398.1926,532.2278,575.177
631.7227,425.3753,392.205,535.4342,560.131
607.2879,355.9034,380.8876,502.726,509.2244
656.071,415.2025,384.696,568.486,590.2896
608.6951,428.3476,366.4833,524.6369,531.6096
656.1888,487.6805,379.8016,539.1121,606.096
587.3896,338.1574,278.8441,476.8286,440.945
601.5579,348.1264,338.433,508.1188,492.4241
643.552,396.0762,392.1242,517.0209,529.2651
633.5587,429.0632,451.1831,537.3641,517.0135
657.9224,438.8998,401.6841,538.4459,551.7879
664.2777,428.7382,375.922,511.1056,554.5483
655.8485,408.4245,370.2618,523.7158,549.1548
646.1136,462.5052,429.5281,537.217,558.8994
665.8231,453.9046,377.382,563.2182,545.3153
645.8178,424.0356,324.8068,531.5508,545.767
636.1181,471.7867,390.9244,544.2226,586.9311
656.2678,440.2301,408.9268,577.4468,586.4263
567.9785,379.0378,329.0127,439.1113,484.8052
600.6235,370.483,355.1477,484.4877,537.9105
675.0672,439.5586,406.5921,546.8386,577.1024
679.9856,384.9286,371.4197,540.9565,532.0283
647.2906,420.6058,332.0248,512.7577,545.2494
551.5727,332.3968,318.174,440.8725,452.6016
652.4518,422.8768,456.8087,552.7435,553.8222
680.4312,434.2083,345.3817,499.183,574.3345
662.3167,488.941,441.6303,567.9659,554.5347
650.2693,454.5816,406.5941,569.7826,554.2084
677.9433,467.4191,388.2092,562.1063,578.0316
701.5625,429.4552,383.7583,602.6002,582.994
670.2469,383.0663,368.8914,526.721,595.1307
633.6402,385.3757,401.9254,508.8717,530.0429
595.0689,404.1987,361.7937,447.3022,488.7469
653.871,393.1376,329.8556,526.1707,585.4072
663.3623,445.8288,371.0998,560.1456,551.4398
619.0902,435.1345,396.1821,503.9176,507.4358
620.9747,431.7981,376.346,519.3888,530.527
606.115,407.5309,423.6583,533.1435,521.5057
603.5088,378.7606,357.8336,475.2028,526.9281
610.1871,373.7267,325.7646,514.2595,514.6233
578.4292,339.6474,356.1337,440.6754,513.1589
619.5122,395.1995,330.1284,500.9253,502.5873
638.3152,425.4488,356.091,506.2059,556.4133
622.4974,355.3445,345.8691,534.2562,522.3266
653.5686,389.1848,328.0839,532.0229,546.221
632.116,439.6154,379.6269,527.6058,578.081
613.2429,406.4418,401.7345,456.3485,509.5054
609.5466,413.1957,337.2202,525.9226,550.9366
