max,CPF,ICRO,STO,Rand
459.7672,350.1155,357.985,392.3588,410.1395
440.2138,340.3158,325.7702,390.4204,370.2842
472.9641,356.469,363.2348,416.7501,402.312
494.7469,372.4889,414.4883,446.465,445.3549
462.7382,379.074,384.3478,418.8816,419.4793
426.8716,341.2051,325.75,382.9167,377.9499
421.5509,324.0084,349.573,369.6759,378.3011
443.4515,328.7238,343.3661,385.9064,373.9136
470.1966,350.6772,387.3183,408.8607,419.7708
487.9621,351.3135,363.9479,439.8904,429.0662
410.2682,301.5496,321.1742,365.142,377.8625
452.7468,358.5073,377.9326,414.6373,373.9486
402.038,315.8641,330.0151,379.771,356.7781
459.2333,336.9107,370.5741,401.1651,382.5951
464.7601,371.2992,385.3008,422.8698,420.7547
443.7404,334.1914,364.0654,407.9226,393.2633
436.9085,319.1824,343.6579,396.7599,398.1471
482.487,380.8896,395.0867,415.3588,444.5461
460.9281,351.8017,345.7546,429.3804,418.3463
477.3301,360.1975,359.3771,409.7334,425.0773
447.69,345.9656,341.4252,389.0574,388.3212
460.495,361.6172,380.3115,414.9725,407.8503
489.0702,354.2646,354.5689,411.0221,428.364
480.5516,350.6519,389.6424,430.81,410.9358
456.869,375.0362,362.2668,393.0569,386.4034
435.5741,356.8056,304.9942,389.9504,393.9174
496.5925,365.2074,357.3587,432.4493,443.5411
502.8799,414.6907,371.7798,454.5093,443.7301
459.4671,377.9887,374.9444,408.8229,390.5844
458.7331,343.5899,401.3283,424.2559,392.1119
480.4755,344.8542,407.932,442.0085,431.7447
455.9222,359.428,367.0918,409.2465,391.7483
442.0075,336.4486,350.4019,374.5724,380.7897
466.4808,369.5231,387.448,404.5388,425.0391
458.7158,338.1899,365.1697,418.3471,396.4931
472.6414,389.5894,380.0523,418.3523,427.7958
467.1704,378.3635,366.2104,419.7561,404.2299
461.9211,344.0741,333.6846,418.9417,414.5089
423.9536,305.7433,320.1678,372.4984,358.5005
425.7341,293.0522,354.1179,381.8501,397.2847
454.7346,325.9187,353.0904,413.2243,391.4203
452.4766,335.2195,373.4239,401.592,419.6823
499.0829,348.6458,362.0081,425.4065,418.826
461.1316,353.6901,384.411,414.3745,399.0844
434.7381,321.1058,317.4616,378.618,383.6458
428.5711,312.5609,360.2801,367.5238,382.8197
474.5125,347.4956,393.4406,421.2368,413.4496
423.2929,308.1972,338.4687,369.2116,360.2545
455.0897,351.9807,352.135,417.0606,397.7241
478.8629,377.4496,385.1864,406.4916,383.5252
473.9361,351.8863,384.6981,431.7556,426.2709
461.7354,343.1231,338.7699,403.4769,396.4015
461.7309,337.9853,327.4466,417.5437,378.9538
479.1985,391.3675,366.7721,413.2477,417.6974
455.1157,369.757,360.2152,414.1393,415.3217
427.8813,305.2781,333.3141,374.505,380.3132
455.8339,343.5052,344.8744,404.0408,388.3525
408.4967,327.71,320.5076,367.9616,369.6858
455.0543,351.9514,329.0466,390.5754,381.382
467.9812,384.7652,373.3724,414.7315,423.2958
439.6528,343.407,351.4038,391.1626,371.9136
452.0467,356.9726,363.5098,418.048,410.9491
438.6678,319.7734,358.7553,361.6866,368.722
425.7451,334.9035,352.7583,361.9054,383.4777
468.3634,318.8164,386.6459,415.0008,407.2894
424.0475,316.9477,353.3246,386.7857,377.4046
437.8769,333.0276,350.7404,356.0089,368.5008
454.5755,346.2479,345.9008,401.3356,370.601
443.505,355.6602,356.4133,394.6583,401.3328
421.2739,336.7602,322.624,363.9257,375.4376
484.4592,338.838,402.267,423.6373,427.4812
465.4752,374.5925,333.7181,392.4779,396.9296
439.4976,338.2335,371.4347,378.7837,386.3849
445.9533,333.6052,355.1534,386.4546,372.065
503.4338,379.7012,415.9886,449.279,448.4866
435.4229,347.2665,333.5701,378.7368,381.1102
480.0258,339.2178,350.0311,429.8565,421.3293
476.3879,353.4058,347.5776,433.4404,410.3572
464.1166,363.407,375.708,402.4115,422.0269
483.69,339.3487,350.6675,440.9874,381.6932
451.1989,334.9495,352.3285,412.3904,392.461
449.9126,343.2362,342.5284,398.4763,394.7517
442.1456,344.8241,346.1559,401.8411,377.0258
422.5521,315.8244,332.1566,379.958,351.2162
499.6301,392.1113,414.3716,401.5252,401.4686
396.7248,286.4367,330.9468,367.3443,361.7701
459.2129,376.3093,350.9498,407.5374,416.6976
456.1554,353.8487,385.7373,405.7318,422.4768
500.5575,345.1193,388.341,432.7119,426.8199
479.1505,364.4954,387.4519,420.5224,382.7394
483.3133,331.7358,342.6731,392.3176,394.932
445.8389,331.6669,357.8426,392.6299,385.1665
421.9139,304.8122,326.922,374.2745,365.1838
475.1026,347.7691,368.6196,414.9566,422.8469
445.8047,349.2674,342.3934,403.9683,399.5833
455.2462,356.6371,358.4635,402.5958,407.8267
476.8819,339.1418,384.3546,417.2676,411.737
425.3928,338.2555,320.0857,381.2854,352.677
483.2659,372.1878,375.9365,391.4347,413.0635
466.5705,382.4184,355.4607,431.2771,426.3374
470.8413,324.5503,372.3016,406.6116,400.3381
489.9684,383.6237,367.6259,412.2953,417.2332
460.2141,359.3366,397.338,424.2744,405.1819
463.8653,366.3849,360.554,414.2315,399.1048
442.1332,348.9159,329.9438,395.1236,374.5122
490.9503,365.6834,395.3982,451.0805,434.2945
468.3989,354.0663,363.2251,408.631,403.4425
440.5334,321.4276,344.3899,393.282,381.5706
454.8959,339.0326,355.6349,391.463,406.7979
462.1925,347.9052,357.8998,406.0912,364.3522
428.0391,316.9058,337.2255,378.4317,385.0144
454.7233,320.7366,343.6726,389.7059,409.5901
426.6638,343.9509,326.7358,381.2328,371.0997
442.1808,348.1698,345.9025,379.4675,380.2795
463.9007,362.8571,359.5947,390.3015,393.3384
444.4063,328.9751,357.2502,369.7168,381.7013
450.2909,335.7398,375.6518,415.2292,400.8964
446.3878,337.6541,370.4197,404.2428,409.2811
471.1475,360.5926,385.2158,418.8116,433.7617
480.8702,365.6537,396.5033,419.9691,433.73
431.7403,301.8312,335.4017,384.0095,380.9349
462.7976,372.4757,391.2077,405.5252,433.1037
451.9607,300.9387,317.9031,388.6652,378.7674
467.7108,365.3095,373.0023,415.1089,392.249
444.1281,341.9552,365.9416,403.4621,387.978
486.0952,341.6213,359.7725,445.6147,419.6561
430.0487,306.6488,307.9667,365.9879,360.3891
446.7773,339.2503,348.6731,375.4148,377.3088
426.8763,322.5188,342.6469,361.0428,361.3637
436.4207,343.0009,363.9557,377.1647,370.0227
484.2319,393.9876,407.0212,451.8017,428.0794
490.7721,373.42,409.6015,454.1398,406.5145
421.4575,336.9004,350.2562,378.12,361.168
497.6651,325.8946,389.9489,437.3798,431.8524
457.7233,361.6656,335.7522,391.0347,400.4753
455.8563,337.3056,357.4626,401.9662,356.043
463.212,356.418,355.3599,398.1671,411.6396
471.0963,332.152,402.3518,431.1974,383.3983
461.0005,333.5511,375.0164,421.5747,411.6931
460.3502,347.6162,366.2455,405.5877,390.0757
464.4086,348.4949,368.441,405.0748,392.4016
453.7411,368.6776,373.4453,402.8158,394.9227
421.6077,314.361,339.8889,366.768,361.3811
477.6289,365.7173,363.9161,435.8148,417.7475
482.6824,400.8809,372.7975,448.5572,420.9574
461.1957,358.4651,381.8085,407.9676,397.4121
488.053,368.6368,387.3302,414.3862,434.1254
440.8708,364.4115,358.0348,378.8847,391.2232
473.0124,338.5035,386.0403,429.4346,424.6454
486.6225,366.3045,413.0025,445.1838,427.1934
449.0854,333.3414,331.2154,400.011,395.4958
473.0816,379.0996,353.4404,412.2928,398.3531
508.2109,368.3389,419.86,465.3712,453.4519
478.0901,360.7394,397.7584,412.0512,422.5804
454.724,339.0564,351.7662,404.2492,400.1359
464.9935,333.4554,351.8344,424.3939,403.8602
472.0552,350.3893,396.9813,401.9094,414.0093
458.387,339.6469,356.1668,421.8357,378.311
446.587,348.7831,341.9482,381.0433,403.8631
