max,CPF,ICRO,STO,Rand
481.5668,333.397,336.4019,411.9875,391.975
456.8356,328.1857,372.7902,332.9793,393.5405
519.5162,350.0955,366.4697,390.3569,403.5902
476.9726,352.3747,319.8283,349.3573,407.827
422.2886,246.2933,290.8909,360.2451,371.9782
471.3723,260.386,359.8829,354.1003,359.7517
451.7838,279.556,287.6,350.5145,368.6236
397.23,268.6267,261.9665,278.897,351.6034
457.2834,310.1344,297.0877,306.9995,360.686
491.4048,304.4986,300.4183,366.1487,345.3624
421.7901,257.4174,307.5825,325.7116,355.2638
450.9111,319.7785,345.4935,343.4826,354.1504
426.4026,301.675,319.2517,317.869,322.7351
418.68,304.8804,291.8739,278.0403,332.3375
456.0888,274.76,335.6173,352.9195,402.1796
456.987,325.8004,351.5428,385.988,366.8804
457.7094,268.2408,308.077,301.036,373.3289
467.1407,263.2743,377.3173,400.7278,391.5543
426.0187,300.5235,327.5803,328.4166,334.5866
485.8457,281.7849,356.4211,368.2767,367.8731
486.2867,325.7907,298.1054,371.679,382.0427
470.6906,328.6648,352.9082,357.6658,367.2606
432.7774,293.5125,344.3067,332.5978,360.7104
457.1176,265.25,347.9241,297.9333,382.9849
462.3254,278.1942,347.8548,362.3006,386.4766
520.2371,363.5296,343.2135,383.4776,395.6778
415.8518,329.5475,322.0955,341.4167,354.9525
483.7105,333.2214,387.5605,387.6709,410.3957
445.5197,256.5337,307.4125,333.8074,386.6393
417.8426,242.4204,297.3265,323.2395,352.2377
462.2042,292.4573,333.4963,307.0779,396.4982
442.0431,303.2886,331.6002,293.0605,368.7518
422.7665,246.248,280.387,310.0735,327.9408
426.6985,282.8052,317.5959,328.7306,306.8528
445.1834,251.8114,363.2146,352.0178,346.3853
504.5612,364.9314,343.7301,393.1336,379.6148
467.1594,340.0047,320.0358,355.1141,403.6784
416.8545,279.0197,322.2323,301.7592,324.1846
474.8105,241.2338,345.8885,317.6009,341.1396
404.0822,221.6732,329.7296,315.6301,319.0893
423.8571,245.2802,336.5499,332.0699,366.5471
437.6376,251.0911,352.5976,354.1396,353.7358
476.3819,284.7192,328.2766,378.6115,387.5891
475.7295,256.8815,330.0561,348.4104,381.3344
445.4385,307.6054,274.3474,291.3295,376.1089
455.962,288.2016,281.4494,363.7025,362.8083
432.8696,275.4706,330.6696,353.0171,376.242
480.9312,288.3484,359.7315,335.2481,382.3917
435.7875,308.9758,310.535,319.5452,337.2431
480.4629,262.1988,334.8712,352.5459,356.6999
430.0929,240.5057,270.4728,292.5173,310.7471
470.0529,276.3891,289.8924,314.4167,379.7224
464.246,344.6777,367.5749,382.9314,371.3964
430.1386,332.205,340.0823,328.023,347.0194
479.0131,291.2994,362.7989,335.7052,365.1626
474.8155,321.7613,338.6265,350.2446,412.4191
432.169,323.9975,305.5734,317.0416,335.4923
