max,min,CPF,ICRO,STO,Rand
156.9763,94.8857,0.7252,0.7823,0.9752,0.9205
146.7986,90.6935,0.758,0.8091,0.8442,1.0
164.7384,106.3958,0.5956,0.6265,0.9264,0.944
164.0718,104.5307,0.798,0.7628,0.8435,0.9028
169.3123,104.5338,0.8144,0.72,0.8951,0.9542
159.3023,97.1191,0.7277,0.7004,0.9451,1.0
161.5104,95.2823,0.6372,0.5963,0.8258,0.9534
165.3636,101.6246,0.643,0.7093,0.8649,0.9063
181.215,114.5979,0.6862,0.667,0.9344,0.884
159.5392,96.2488,0.6354,0.6456,0.8489,0.8406
184.8869,125.0956,0.7195,0.809,0.8469,0.8154
202.8195,146.1251,0.8375,0.687,0.9297,0.83
156.7639,92.6985,0.6825,0.5969,1.0,1.0
172.1331,111.1301,0.7213,0.571,0.8856,1.0
170.1738,108.128,0.6963,0.7507,0.9552,0.8819
166.7447,102.435,0.6019,0.5968,1.0,0.8806
163.3183,95.5762,0.8117,0.5367,0.8773,1.0
183.6074,120.5381,0.7357,0.594,0.9464,0.9372
158.0105,94.7949,0.6011,0.7978,0.9053,0.8064
168.8346,109.5194,0.7414,0.795,0.8458,1.0
140.7701,79.9651,0.6716,0.7253,0.9267,1.0
151.7793,98.4142,0.7383,0.7627,0.9078,0.905
160.2359,98.7942,0.8043,0.5958,0.9529,0.8358
147.7708,87.9741,0.7648,0.6785,0.9217,1.0
133.3027,76.1614,0.8381,0.6213,1.0,0.9474
159.2934,100.4288,0.7301,0.7299,0.9098,0.8017
173.5591,118.6211,0.7215,0.662,0.8355,0.88
158.4441,95.0702,0.7224,0.7463,1.0,0.863
161.4181,103.9604,0.753,0.7104,0.8827,1.0
166.3532,108.6938,0.7476,0.8176,0.9094,1.0
179.2032,114.7505,0.7835,0.7144,1.0,0.867
162.7061,104.9618,0.6156,0.764,0.9374,0.9432
162.3635,105.0328,0.663,0.6937,0.9447,0.9362
154.8475,91.4571,0.7035,0.5428,0.8489,0.9196
153.3961,96.843,0.7542,0.6135,0.8177,0.9067
182.8007,120.7902,0.7204,0.7343,0.9312,0.7806
181.1614,115.8162,0.7655,0.693,0.9316,0.884
196.2544,130.8096,0.5782,0.554,0.905,0.8943
184.4559,122.7634,0.6933,0.7407,0.9291,0.8414
170.6523,108.38,0.6991,0.6932,0.8705,0.9162
171.5415,112.8319,0.6776,0.5601,0.9088,0.8796
166.5816,101.4531,0.8266,0.6512,0.9497,0.9566
171.3332,109.6146,0.672,0.7708,0.9616,0.9266
200.3165,135.3135,0.5868,0.7896,0.9599,0.9286
179.7755,121.2516,0.6306,0.6787,0.9503,1.0
148.049,90.3674,0.7138,0.6682,1.0,0.944
182.7236,118.5231,0.7108,0.7539,0.9696,0.9201
155.5272,96.2012,0.6929,0.5739,0.9552,0.9264
182.5366,123.8175,0.6776,0.7418,0.993,0.8766
158.617,94.3074,0.8678,0.7776,0.9192,0.9626
162.4672,108.8866,0.8071,0.8047,0.8928,0.9054
163.9014,106.3501,0.6631,0.6282,0.9123,0.8771
177.5489,116.0015,0.7792,0.7856,0.9619,0.9021
168.0475,111.2758,0.5278,0.8126,1.0,0.9346
181.5352,117.7195,0.6822,0.6832,0.8987,0.9298
175.0851,114.0668,0.7961,0.6909,0.9384,1.0
161.5764,101.9936,0.5923,0.7314,0.9617,0.8733
147.3931,92.8701,0.7858,0.7501,0.7969,0.9473
161.2883,96.9929,0.7519,0.6973,0.9446,1.0
174.7462,106.9671,0.7215,0.5638,1.0,1.0
170.6826,109.3228,0.6507,0.7245,1.0,0.8004
204.1146,136.6279,0.7578,0.645,0.8498,1.0
150.2526,88.8282,0.5221,0.6985,1.0,0.946
164.6878,104.9053,0.5967,0.6458,0.9152,1.0
186.7589,118.8953,0.7728,0.6724,0.8907,0.9362
174.539,115.1038,0.7894,0.6864,0.9078,0.9275
173.64,103.5012,0.5603,0.5918,0.9847,0.8708
170.6788,109.5575,0.7035,0.8042,0.9326,0.8042
165.6806,106.0229,0.6006,0.7169,0.9602,0.9195
184.2688,126.3006,0.7077,0.6063,0.768,0.8226
159.1868,96.4378,0.8027,0.779,0.9401,0.9322
157.2993,97.0532,0.8052,0.7107,0.9611,0.9611
178.3356,116.8308,0.8049,0.7746,0.9395,1.0
171.048,111.3926,0.6746,0.7544,0.8617,0.9326
155.4557,99.2967,0.6065,0.6763,0.9225,0.9353
144.2623,91.1424,0.6479,0.8198,1.0,1.0
161.3656,98.346,0.7914,0.7085,0.9419,1.0
161.5882,97.4082,0.7885,0.6907,0.8158,1.0
157.3569,95.8854,0.7224,0.7118,0.8572,0.8322
155.5908,100.3721,0.8479,0.7502,0.9093,0.8755
171.3946,114.019,0.6309,0.6857,0.9331,0.8519
137.8044,82.461,0.7047,0.6499,0.9292,1.0
155.6827,93.441,0.7135,0.7268,0.9212,0.9277
150.8003,86.3313,0.7914,0.7009,1.0,1.0
154.115,92.2126,0.7015,0.7161,0.8209,0.7889
184.1371,120.3138,0.7827,0.5953,0.9238,0.928
173.7055,110.791,0.7514,0.7209,0.985,0.9365
161.491,101.8686,0.6846,0.7038,0.9019,0.9246
172.0195,111.9898,0.5485,0.8479,0.855,1.0
171.1285,109.649,0.6514,0.8071,0.9047,1.0
171.6754,103.8754,0.7516,0.7512,1.0,0.9264
157.6955,100.2244,0.6839,0.6727,1.0,0.7944
160.8368,98.3741,0.6871,0.6507,0.8398,0.8845
157.3887,95.2912,0.638,0.7139,0.9139,1.0
177.5495,115.1735,0.7275,0.6168,0.8806,1.0
156.7102,99.0735,0.647,0.6915,0.9121,1.0
169.4498,111.0606,0.6421,0.755,0.9491,0.9009
171.1223,106.4123,0.649,0.7396,0.7168,0.8637
171.6645,106.535,0.687,0.7632,0.8014,1.0
186.9192,111.4844,0.6898,0.6485,0.8753,0.8686
158.4075,94.3192,0.7685,0.6055,0.9237,0.9308
157.562,94.9286,0.7174,0.6673,0.8514,1.0
