max,min,CPF,ICRO,STO,Rand
268.9398,185.7301,0.6119,0.7965,0.7814,0.8639
260.1359,161.4048,0.5302,0.5089,0.727,0.9122
249.3815,143.348,0.4412,0.537,0.8189,0.7782
246.3546,145.5905,0.5852,0.5888,0.7728,0.8868
242.0973,154.8887,0.6758,0.6374,0.7683,0.8718
268.2476,171.2863,0.4933,0.5487,0.7011,0.8441
269.9696,177.2378,0.5929,0.6026,0.7769,0.9481
247.1996,158.5472,0.5001,0.5795,0.8095,0.8642
247.3994,147.2337,0.7161,0.607,0.7633,0.953
236.6565,146.3102,0.5152,0.6146,0.8022,0.9422
270.9614,176.1271,0.6315,0.6047,0.7604,0.9287
229.9082,146.5296,0.6757,0.6702,0.8991,1.0
241.546,151.0166,0.6221,0.5376,0.84,1.0
248.2739,157.812,0.6615,0.5908,0.8212,0.8869
255.176,168.3354,0.6531,0.6979,0.8549,0.8941
242.4979,141.6373,0.6733,0.6985,0.7688,0.9278
261.0226,167.7644,0.7864,0.5744,0.7741,0.9113
272.839,184.1683,0.7096,0.5995,0.7346,0.9513
252.1925,154.1319,0.5612,0.5086,0.7914,0.9149
247.7809,157.0628,0.6815,0.5549,0.7601,0.9545
226.2455,140.3978,0.6361,0.6926,0.8234,0.971
224.6633,140.4624,0.7424,0.629,0.8738,0.9033
263.3145,172.8768,0.6382,0.5863,0.8096,0.8659
245.8491,159.3566,0.5514,0.627,0.8505,0.9163
238.1312,151.6299,0.6876,0.5189,0.7759,0.9366
254.1779,156.4552,0.6914,0.7237,0.8327,1.0
241.9478,157.5434,0.6059,0.5515,0.7631,1.0
243.2406,144.4065,0.5419,0.5978,0.7395,0.7933
254.7385,160.5724,0.5123,0.6097,0.794,0.888
252.5422,149.9729,0.6194,0.6544,0.7712,0.8159
279.9451,175.9353,0.7174,0.6122,0.8123,0.8305
236.0749,158.4926,0.6078,0.5525,0.9171,0.9379
238.4199,145.8747,0.6934,0.6685,0.8308,0.9707
273.3986,182.6525,0.472,0.6048,0.8425,0.9113
251.6738,152.6891,0.5491,0.542,0.8273,0.8698
245.0021,150.9634,0.6978,0.6458,0.8155,0.9582
290.208,198.6093,0.6022,0.6067,0.8094,0.9025
283.8777,186.4211,0.6752,0.6638,0.8203,0.8712
264.8601,172.4756,0.6607,0.6305,0.8304,0.9553
269.7317,178.3274,0.598,0.4877,0.7985,0.8019
266.951,170.976,0.6198,0.562,0.8658,0.8606
250.024,163.4845,0.62,0.5139,0.8343,0.9498
290.6744,190.3822,0.5896,0.6779,0.8495,0.9019
248.8535,163.5522,0.6755,0.776,0.7594,0.977
273.5216,176.5895,0.6657,0.6238,0.8321,0.7902
239.05,147.6948,0.499,0.6749,0.6707,0.9357
240.4487,153.848,0.6351,0.6308,0.8318,0.8446
258.1738,166.0701,0.5862,0.5243,0.7732,0.8752
262.0931,164.1963,0.5135,0.6032,0.6743,0.7691
261.8784,174.5567,0.6417,0.6468,0.7544,0.9624
275.852,171.1433,0.5215,0.5079,0.7723,0.8133
247.1116,150.8596,0.5355,0.5439,0.6862,0.976
264.5916,158.1756,0.6165,0.6011,0.7652,0.934
258.5531,164.6413,0.6933,0.6303,0.7764,0.9061
254.0952,160.7369,0.7483,0.7374,0.8309,0.9403
284.4476,178.7528,0.6093,0.5966,0.8761,0.8514
249.2003,162.9334,0.6053,0.6315,0.8222,0.8993
242.7718,151.0205,0.6392,0.4841,0.77,0.8587
248.3041,158.5232,0.6608,0.614,0.8738,0.9746
247.6537,162.5434,0.598,0.613,0.8633,0.838
243.68,158.3355,0.6015,0.6982,0.8245,0.902
239.8643,157.919,0.5165,0.6456,0.8984,0.8749
260.278,160.0016,0.6019,0.6631,0.7886,0.8723
280.5409,179.5256,0.6432,0.6887,0.8285,0.8948
259.5977,168.981,0.6303,0.5405,0.8114,0.8504
273.9566,168.3492,0.5553,0.6374,0.7248,1.0
239.0695,146.3356,0.6619,0.6449,0.7473,0.8309
267.852,169.2371,0.7348,0.5117,0.7622,0.8937
253.4185,166.9788,0.5664,0.5954,0.7663,0.9149
225.166,146.3621,0.6476,0.641,0.8364,0.9114
251.9807,175.0884,0.6074,0.5628,0.7648,0.9394
248.9046,150.6935,0.5436,0.491,0.8408,0.8737
249.6506,155.0413,0.6157,0.5539,0.7378,0.8816
249.219,166.7926,0.6081,0.5379,0.7556,0.8973
243.3201,144.6736,0.5689,0.4973,0.7141,0.7861
251.6243,156.9854,0.7107,0.6197,0.7367,0.8161
251.0317,154.8162,0.5998,0.609,0.8502,0.9434
272.297,177.7989,0.5753,0.6028,0.7621,0.8321
266.3204,172.1304,0.5761,0.6277,0.7899,0.9429
241.2572,158.314,0.588,0.5291,0.8551,0.9433
256.4893,166.8193,0.5901,0.6975,0.8727,0.9107
241.4512,144.0993,0.6027,0.642,0.8939,0.9714
284.3254,182.814,0.5993,0.6999,0.8052,0.9296
260.6284,153.2593,0.6368,0.5628,0.6679,0.9567
263.2482,173.6676,0.5635,0.5945,0.7434,0.9612
254.2657,157.843,0.6857,0.497,0.9546,0.8833
271.7194,171.9371,0.7246,0.5434,0.8049,0.9513
270.1397,172.9634,0.6426,0.6559,0.8224,0.9161
254.0639,167.4636,0.6433,0.6505,0.8137,0.8337
273.3192,177.8152,0.522,0.515,0.8407,0.9162
229.2036,136.5991,0.6039,0.6352,0.7035,0.9217
246.5317,152.0431,0.6422,0.7554,0.8051,0.9154
250.3476,150.6184,0.6148,0.5262,0.7404,0.9407
246.9226,155.5654,0.5163,0.5506,0.8589,1.0
258.3592,163.6642,0.5709,0.5147,0.8367,0.7968
274.3646,176.1821,0.623,0.4326,0.877,0.8591
264.4621,166.1974,0.6393,0.5753,0.8209,0.955
239.0653,152.1165,0.5403,0.495,0.7558,0.7975
277.2607,187.2469,0.6716,0.5543,0.7867,0.7804
240.9439,154.3033,0.759,0.6845,0.7777,0.8874
257.3072,155.6159,0.6393,0.6264,0.848,0.9021
259.4147,155.8894,0.5943,0.6486,0.7914,0.8011
279.506,178.4732,0.6921,0.558,0.9028,0.7907
256.9097,162.0915,0.7185,0.6754,0.9033,0.9254
254.5801,157.7431,0.5686,0.3827,0.7754,0.8677
227.2274,146.4154,0.8286,0.6277,0.8943,0.9325
218.1456,135.0578,0.5577,0.7066,0.7366,1.0
274.331,155.9468,0.6403,0.6147,0.7747,0.9227
249.1492,158.9698,0.6382,0.6799,0.8005,0.8359
250.8378,160.2298,0.6482,0.6246,0.7397,0.9157
253.137,168.188,0.6555,0.702,0.8292,0.916
248.9141,152.5343,0.713,0.5707,0.8763,0.9021
265.6833,167.0159,0.6285,0.6374,0.8041,0.9657
255.1353,168.1234,0.6612,0.5736,0.8406,0.9549
250.5435,149.3042,0.6457,0.6439,0.8688,0.9563
234.8329,140.2938,0.6461,0.5726,0.779,0.9107
238.2948,156.4379,0.6248,0.6051,0.8503,0.9196
270.6851,178.8621,0.7524,0.556,0.8752,0.8524
248.9638,154.2282,0.7423,0.5246,0.8945,0.8716
277.3514,181.8305,0.6916,0.7151,0.8199,0.9566
279.3919,171.3217,0.6074,0.6617,0.8237,0.8967
241.999,146.1697,0.6204,0.644,0.8085,0.8249
265.0794,175.0977,0.6326,0.5236,0.9035,1.0
278.0563,166.7649,0.5362,0.4992,0.7523,0.8997
264.7435,153.5781,0.6091,0.5556,0.8195,0.917
233.8115,141.5622,0.5475,0.635,0.7508,0.9327
253.5468,153.4292,0.6767,0.6371,0.7992,0.915
249.6705,159.7901,0.6431,0.5839,0.8988,0.8906
259.9202,161.0471,0.5899,0.61,0.7614,0.8649
262.2595,167.093,0.6248,0.5993,0.6879,0.8089
257.6831,161.2275,0.5926,0.6623,0.849,0.9452
250.163,151.7509,0.618,0.7284,0.8457,0.9584
235.4126,145.3837,0.5402,0.5066,0.7571,0.9257
245.3022,149.8564,0.6047,0.5854,0.8164,0.9228
252.4862,151.3374,0.6525,0.7273,0.8356,0.9467
257.674,152.8416,0.5736,0.6536,0.8007,0.9322
262.3847,153.8922,0.5886,0.5555,0.6652,0.9488
262.5775,158.615,0.6256,0.5897,0.826,0.8445
262.708,165.0356,0.6049,0.694,0.7626,0.9193
237.6608,158.4795,0.6049,0.5947,0.8488,1.0
248.6201,149.0075,0.6662,0.7012,0.8724,0.8371
253.7934,162.4872,0.6486,0.5909,0.8984,0.8568
239.7212,149.4781,0.6051,0.6368,0.7259,0.9254
258.177,160.7462,0.6529,0.4904,0.6858,0.8687
263.4665,169.7194,0.6601,0.5708,0.8334,0.8544
253.8313,163.9024,0.6495,0.5276,0.8595,0.845
259.991,160.6428,0.5893,0.5345,0.769,0.8942
236.2324,148.7509,0.5639,0.6661,0.9048,0.8628
267.7389,163.8303,0.6722,0.6309,0.8027,0.9669
277.8178,168.1482,0.6472,0.516,0.8177,0.9291
256.4845,162.498,0.5977,0.5123,0.8579,0.9036
252.1217,169.0792,0.6193,0.6879,0.7687,0.803
242.1572,151.0455,0.6338,0.5929,0.836,0.9097
254.327,154.6308,0.5367,0.5473,0.8348,0.8924
277.7439,180.6339,0.6703,0.7423,0.8005,0.9261
234.2789,146.1574,0.5749,0.4635,0.7866,0.9165
288.3529,170.8377,0.6446,0.5685,0.716,0.8212
284.6878,186.1366,0.6103,0.7223,0.8284,0.8697
247.6062,156.2772,0.572,0.6071,0.7472,0.926
275.143,170.1451,0.6146,0.6376,0.8266,0.9003
255.273,154.0756,0.6808,0.6451,0.8523,0.9685
242.7171,153.4332,0.5645,0.6236,0.7278,0.8947
273.2604,165.8313,0.6628,0.6628,0.7662,0.8616
221.3703,141.3762,0.6178,0.5969,0.8895,0.9113
282.824,180.6173,0.4742,0.6353,0.7101,0.822
251.2532,156.4669,0.5878,0.5904,0.8181,0.8448
276.3812,173.7226,0.6097,0.5301,0.7423,0.903
255.232,145.3487,0.5564,0.5029,0.8468,0.879
265.7635,178.8626,0.6115,0.6496,0.8254,0.8848
245.408,149.9226,0.4456,0.3284,0.8603,1.0
255.5336,158.8644,0.6774,0.6356,0.7891,0.869
253.285,147.8805,0.5455,0.5993,0.7941,0.8849
257.2899,160.0533,0.5714,0.5697,0.7606,0.8342
257.2815,169.5078,0.5321,0.7059,0.7716,0.9531
245.2114,160.3857,0.6387,0.6292,0.7593,1.0
259.343,155.9878,0.5934,0.6371,0.879,0.9518
267.7352,181.8038,0.6768,0.6465,0.7561,0.9149
240.8692,142.2237,0.6035,0.5868,0.8237,0.9104
252.577,165.1369,0.6005,0.5167,0.8221,0.8679
270.7172,176.8744,0.6036,0.4764,0.8316,0.9529
256.1416,155.6094,0.5948,0.5179,0.763,0.7949
231.7287,139.8126,0.5195,0.5132,0.8786,0.8958
267.7885,181.425,0.5944,0.7814,0.7982,0.9151
253.7216,162.0761,0.6203,0.519,0.8555,0.8457
250.0127,164.973,0.5546,0.5792,0.8596,0.8907
221.0252,135.4463,0.6598,0.7142,0.8375,0.9257
281.9855,186.6971,0.7244,0.6867,0.8443,0.9154
257.0187,171.9591,0.5808,0.6155,0.782,0.9679
241.9025,158.891,0.6093,0.5576,0.8156,0.9158
250.6723,157.7885,0.7221,0.6497,0.7885,0.951
251.5054,160.675,0.5945,0.7053,0.7628,0.8909
266.7934,175.2035,0.6805,0.4887,0.7067,0.8981
268.6193,167.6113,0.6156,0.6036,0.8147,0.8221
252.8951,161.3663,0.7354,0.6373,0.827,0.9671
