max,CPF,ICRO,STO,Rand
606.3379,369.9233,343.8032,421.6136,440.9964
605.6057,387.2444,370.4864,473.7378,495.7763
629.9192,494.2455,411.4622,499.1233,511.5627
621.3151,365.2971,357.9349,471.9851,497.1661
600.4067,399.1187,405.0626,507.7474,470.5334
675.8217,436.3628,424.296,522.2811,510.5355
617.601,397.2583,311.3779,461.6924,480.5943
623.9506,420.7468,394.0567,476.0462,490.2071
591.0971,431.0082,325.8809,469.6068,496.2844
569.0874,380.2686,324.9907,430.5642,399.4404
578.5123,369.1439,334.8325,441.7042,440.7784
589.3822,374.4749,350.2294,443.7696,476.1474
585.1133,373.6768,354.0003,502.5859,519.6336
586.7206,383.3693,342.3997,477.4872,503.9414
641.5482,400.4088,296.1856,468.337,488.3502
565.9622,353.7801,305.8187,431.3896,422.0866
625.7275,384.4981,351.9795,422.4853,478.7281
661.3596,405.8484,383.9726,509.6661,533.8167
649.1279,432.5496,373.6982,487.0085,479.5258
607.9789,409.999,399.5104,474.8617,518.9172
639.2084,454.1985,372.8242,496.7649,519.4871
649.7136,461.7678,344.8256,521.7748,499.116
582.174,384.1171,369.5314,466.4671,461.6886
584.4098,372.7903,345.0872,447.73,497.6172
595.1801,393.432,370.0062,489.4556,484.9147
597.9885,451.1127,381.14,461.5238,457.8486
606.0746,394.2962,366.0094,463.0227,494.6554
584.0303,380.5668,361.7145,471.2789,470.5441
611.3042,394.0481,348.0414,489.5455,458.0278
589.5416,368.6475,328.2255,460.7875,488.2586
557.8737,417.2578,328.4127,431.8552,460.7694
610.7462,385.7733,351.0414,465.371,487.3967
592.9417,369.6827,341.8813,423.0142,438.0215
624.2005,420.6127,425.8388,507.6506,518.4712
658.3028,403.3336,397.3243,522.8039,532.841
561.1598,392.2866,309.7849,427.1317,458.5654
625.1766,432.6663,382.1435,528.7918,533.399
586.4767,364.28,340.8217,444.8868,467.1245
613.0118,371.3222,308.1776,467.2737,500.7735
593.2629,402.7368,376.6395,484.584,511.5079
538.1275,377.1242,322.868,406.3641,434.9591
547.7757,333.7355,282.8156,406.2812,433.2057
619.2145,380.4253,369.6105,476.8496,463.5297
543.8027,338.2944,305.9478,385.0574,401.5544
618.9047,479.1823,364.5094,494.9879,499.4527
631.1697,385.2358,355.2265,482.9097,478.1674
603.1246,403.6687,344.2001,447.4224,462.0637
600.4632,445.3603,382.4063,491.9353,514.5921
575.8832,376.3436,314.3842,439.3894,448.2976
669.9737,464.9347,392.9583,577.6634,560.5314
634.4814,368.1829,351.1668,511.3971,542.4045
567.0534,356.7136,334.7656,446.148,470.1841
593.1663,343.6221,312.7427,439.3486,473.884
579.8608,346.2875,337.1973,446.5031,454.4915
555.3977,336.3612,294.5128,401.9709,413.8343
629.8211,445.9806,371.6356,511.2273,510.3617
565.1468,443.5338,339.1003,446.3193,455.3602
628.4821,331.0747,363.5457,491.8805,514.0977
556.7592,353.9103,313.9927,398.2083,470.3169
664.7742,445.8041,411.7598,528.9548,526.0928
598.668,457.3387,347.7003,504.8374,491.4027
620.1489,400.2661,354.3549,471.5135,503.3572
614.7412,420.8591,328.8621,483.503,499.6109
603.7426,362.4163,344.0717,418.9955,442.4967
603.5342,411.297,363.6011,477.2406,478.0876
554.4524,341.4974,318.3409,425.3072,447.3625
595.5345,386.4835,339.8043,487.0988,508.9233
608.4858,395.5864,315.4908,480.9243,502.1463
624.0242,431.9771,342.7633,450.6159,473.0625
556.3101,363.0713,330.5592,440.3899,468.5286
600.1866,421.6992,310.5457,454.8979,478.8035
548.5943,328.3835,281.96,406.503,412.5151
578.7306,369.4924,334.3345,461.9018,499.475
597.4342,360.042,325.5087,422.5662,468.3011
669.848,454.0157,433.3307,545.935,563.4358
572.8665,360.2488,318.7163,471.5815,475.1852
585.423,414.5887,345.6764,467.5945,487.9289
652.1005,437.6529,386.9037,499.7389,517.1417
536.6465,361.3433,338.4224,404.8956,440.8965
581.2468,364.3949,320.2018,415.2562,437.6062
606.7852,388.6969,352.5584,484.4627,485.1621
611.1932,416.6781,354.0602,505.1386,467.1042
596.9178,324.3772,303.354,408.4352,466.4568
644.3278,472.8103,416.4459,544.0138,550.6147
639.7573,430.8949,364.5302,482.2304,499.5896
608.6514,406.7912,329.6591,442.218,459.0408
560.6529,359.2954,316.9736,454.7061,439.5211
634.9962,392.7997,405.7979,495.6687,513.6475
606.3851,411.601,330.5695,471.2798,477.0328
591.5921,408.5879,357.8939,485.0975,530.4096
624.2338,440.2113,371.6982,478.3774,494.7943
576.4562,363.0716,301.9459,444.27,428.3753
600.9711,383.3437,395.6924,425.7888,442.3141
573.8448,424.096,367.6149,457.0033,470.6633
606.4756,393.4347,339.9135,463.0116,489.3781
564.6493,328.4806,371.886,436.7205,471.5908
623.0325,448.452,366.572,503.9394,541.2954
540.6264,346.5056,302.6297,402.4669,425.4725
657.5574,420.8238,407.5518,478.7062,543.5264
658.3634,421.5028,356.0487,503.4265,518.6234
648.3214,406.2256,426.4681,516.4046,516.6824
604.2575,362.3612,366.2716,497.4935,505.735
611.2009,374.6538,327.0891,430.7219,462.4244
597.7477,355.1348,330.388,437.5728,457.5074
568.4341,377.1642,332.1528,459.3189,472.6569
584.86,414.1439,344.8683,445.0868,452.3215
594.4213,363.4703,368.4549,446.7064,435.1268
566.7505,407.0579,284.8394,420.7695,436.9574
617.6793,382.4768,339.926,452.283,455.8603
617.2829,372.3997,275.2749,454.7246,444.1318
556.7187,348.4838,325.3883,434.9898,445.6665
603.8698,402.2451,395.687,423.6736,440.4344
585.2817,387.0776,356.7973,436.2277,481.2372
588.0169,329.0405,318.0114,384.3341,436.2965
591.1375,420.7795,337.816,428.6102,458.295
580.0926,350.5494,304.2569,461.0681,448.2835
583.8202,397.9801,306.8246,412.8392,417.0199
564.1864,350.9161,361.804,420.5101,457.0458
575.8988,337.5714,326.811,429.9209,436.5793
579.7004,388.7969,365.6315,444.1737,465.5968
587.1934,443.1195,380.2504,485.6324,511.3308
613.6205,387.2034,355.065,471.7229,472.8943
626.8152,347.3071,362.7893,481.135,504.5754
547.8794,363.1606,344.5033,410.2406,458.9458
576.9735,356.7,356.7363,433.0187,480.337
588.6184,405.3677,366.7385,501.6106,498.9443
614.7985,408.191,313.5,507.9733,485.426
641.6127,465.7649,387.4961,521.4654,539.5085
568.1309,350.2525,322.805,414.684,417.6907
653.7043,419.7274,365.7503,485.0468,509.5313
601.327,410.8809,359.3498,451.6386,500.294
548.4584,304.8312,360.1361,434.5265,443.8891
616.6861,403.9305,414.0764,516.177,519.3912
665.9305,374.7417,351.2294,482.3544,528.6256
612.6524,406.3934,329.688,461.5742,465.846
649.8084,433.3299,395.1864,495.9506,505.6266
617.5063,365.0114,358.151,475.9672,492.1693
572.7269,381.2306,328.3107,430.559,458.2243
605.6446,376.9599,323.126,439.7838,453.5675
635.2038,367.2153,382.887,471.4714,474.9645
610.9523,437.9054,346.4783,447.9311,510.3726
573.5629,321.9767,315.1098,490.2041,495.3998
594.1942,370.8179,347.3427,474.077,496.0221
606.2464,392.9685,343.8839,478.5951,501.6784
570.1911,395.6555,356.1603,461.9699,475.9553
645.5462,387.3946,417.262,490.5727,526.6317
638.9038,410.175,374.039,531.3426,511.4806
662.4656,463.416,353.6644,508.9011,553.9378
622.2168,418.643,323.1711,495.7761,519.8915
602.3369,344.7807,334.221,461.0938,472.9168
664.5273,454.3683,381.7586,505.099,534.278
569.7228,390.1293,363.3753,420.3145,432.9392
660.0354,440.6046,374.703,498.5746,547.7019
604.8524,434.0153,345.853,476.4231,497.8185
559.882,335.5119,294.1287,411.5081,418.0079
592.5186,415.7317,339.4638,458.3312,447.4388
692.4586,465.9894,347.5018,529.8747,566.3778
604.909,385.2211,340.48,475.8402,506.1173
626.5917,426.5411,364.1242,460.455,440.7012
573.3878,407.761,322.1978,446.9012,468.5331
593.7198,391.6514,366.392,488.9399,517.477
598.3132,382.8212,348.0779,419.2328,463.9926
616.3073,379.2423,393.917,454.5303,483.6926
594.9895,389.2845,383.5691,462.7224,467.7232
621.9869,399.139,343.026,444.3217,474.6981
603.0069,433.6899,364.8748,486.8923,489.9488
598.2326,386.7588,314.0805,443.2417,444.827
548.6667,367.2571,319.6165,426.169,434.1535
574.9115,384.0572,292.4991,454.4627,475.9685
657.7358,441.0123,416.6168,503.6181,521.952
569.8585,369.3928,342.5527,441.8708,428.943
597.9627,353.872,327.6181,411.6165,413.2129
593.4872,375.3899,386.6794,422.4443,446.4735
604.8658,372.6211,329.5621,453.5697,462.3069
603.7532,420.6834,316.1605,497.2382,464.1209
599.0084,418.4533,310.5807,479.0358,493.1663
633.4437,400.0967,407.2097,501.8765,500.7052
598.9249,396.1029,356.4832,465.4525,476.7012
623.697,451.4189,394.8973,505.74,506.8746
588.1898,375.4597,296.0672,430.0714,430.5892
624.4072,437.3791,341.4443,511.9231,525.1527
649.1336,414.3908,338.1204,472.5716,524.769
643.8001,436.8826,350.1752,478.3474,490.5101
