max,min,CPF,ICRO,STO,Rand
235.1376,145.2375,0.6725,0.5563,0.7649,0.9086
232.7521,142.8661,0.7713,0.6937,0.8586,0.8659
214.7636,131.5517,0.762,0.7607,0.8087,0.7667
223.4517,125.0292,0.7727,0.7549,0.9023,0.9535
230.4281,132.7736,0.6643,0.7189,0.8754,0.8857
220.1525,127.9749,0.7542,0.703,0.7764,0.9237
223.4035,120.0191,0.7561,0.6868,0.8547,0.93
266.5,167.19,0.7345,0.6713,0.7803,0.9271
251.3836,154.1636,0.7138,0.5595,0.811,0.8274
223.2421,122.5753,0.757,0.704,0.8009,0.892
227.0566,130.0537,0.7097,0.7766,0.7869,0.8737
255.273,152.8811,0.7084,0.7291,0.8104,0.9326
221.7398,127.7286,0.7556,0.6814,0.8659,0.9275
226.045,131.8306,0.7553,0.6447,0.7941,0.8736
233.428,124.403,0.6799,0.6244,0.8556,0.83
220.3766,126.4607,0.6772,0.6484,0.8363,0.9667
253.3537,145.9876,0.647,0.6904,0.7622,0.7853
220.8863,127.2605,0.7599,0.6567,0.8308,0.8939
238.3,131.9885,0.6518,0.7516,0.8265,0.726
213.3595,116.2143,0.7481,0.6326,0.8263,0.8955
212.4016,116.5502,0.7692,0.6928,0.8375,0.9364
223.0756,125.606,0.7111,0.6573,0.8004,0.7909
235.7804,142.5405,0.7382,0.6835,0.8652,0.8776
239.4556,144.3994,0.7835,0.665,0.9071,1.0
207.5815,115.7985,0.7342,0.6135,0.8867,0.9081
212.9467,128.5985,0.7479,0.7048,0.884,0.9124
248.2467,153.3041,0.7207,0.5094,0.8544,0.812
232.4691,131.8425,0.6541,0.5896,0.7751,0.8775
238.2407,142.3939,0.6956,0.6578,0.7442,0.8716
208.61,120.1786,0.8478,0.6673,0.9207,0.9012
204.4207,113.3468,0.7615,0.7019,0.7915,0.896
245.5689,149.5116,0.7243,0.6194,0.8347,0.9211
222.3628,128.1427,0.7945,0.5881,0.8874,0.8828
226.4153,128.5489,0.7336,0.627,0.8566,0.9325
223.34,128.3722,0.7727,0.6364,0.8086,0.9186
235.7112,143.5374,0.7468,0.6201,0.7254,0.8758
237.4483,131.1846,0.6897,0.7266,0.8454,0.8709
226.5113,138.8109,0.7317,0.6443,0.8297,0.8428
226.3684,133.4371,0.767,0.6731,0.6912,0.9152
251.902,148.5413,0.6638,0.7258,0.7833,0.8418
234.6208,147.6844,0.7196,0.6239,0.8703,0.9531
232.6285,140.2764,0.7101,0.5778,0.8113,0.906
244.9477,133.4622,0.8218,0.7548,0.7324,0.9556
217.4131,111.349,0.7601,0.629,0.7505,0.8606
226.4063,120.5789,0.7067,0.6506,0.7975,0.8975
221.8172,135.3335,0.7344,0.7945,0.8456,0.9653
227.8853,138.0053,0.7745,0.6217,0.7746,0.7032
226.835,131.2062,0.7613,0.5729,0.8182,0.9145
257.8278,142.664,0.7089,0.6504,0.8113,0.7804
234.7594,137.6794,0.703,0.5248,0.8369,0.8786
233.0927,130.1094,0.7679,0.7778,0.8268,0.9077
205.7379,112.0979,0.7217,0.7034,0.8238,0.9318
216.906,123.3258,0.7973,0.6009,0.8604,0.919
250.227,155.4102,0.7641,0.7196,0.8716,0.9022
231.6642,127.8952,0.6897,0.6123,0.6844,0.8568
229.4444,136.6021,0.7503,0.6296,0.8126,0.9525
238.3135,135.7556,0.6895,0.6322,0.7063,0.8469
225.3914,133.7228,0.7909,0.6904,0.7826,0.8402
222.6233,126.1923,0.6658,0.7423,0.8157,0.7954
222.7062,125.7999,0.7394,0.6607,0.7789,0.9067
236.8581,144.4204,0.6555,0.7197,0.8748,0.9272
237.3805,136.8847,0.6314,0.6381,0.8713,0.8517
244.7277,150.7322,0.6273,0.6518,0.7077,0.8692
215.8908,119.9236,0.7699,0.668,0.7027,0.8762
219.6384,131.3405,0.6726,0.6303,0.8325,0.9567
230.9815,140.8563,0.7654,0.6614,0.9036,0.9859
243.3055,144.1003,0.6707,0.7638,0.8586,0.8688
219.0796,131.2205,0.6644,0.658,0.8348,1.0
230.2656,137.3347,0.7398,0.6021,0.8901,0.9436
252.3964,143.6737,0.772,0.7255,0.8747,0.8295
243.0358,145.8506,0.7253,0.5706,0.6697,0.9864
236.0943,145.9685,0.7646,0.8745,0.8582,0.8792
227.7465,133.0766,0.7767,0.6516,0.7575,0.9515
220.0106,131.248,0.7076,0.5758,0.8536,0.9985
233.2191,145.7705,0.6641,0.7137,0.788,0.7781
224.1861,130.242,0.6922,0.5615,0.8718,0.7597
209.6204,119.7579,0.7417,0.6884,0.7938,0.9756
226.5305,130.268,0.6954,0.6176,0.884,0.88
201.8224,107.2199,0.8147,0.6337,0.8315,0.9266
223.4926,131.5885,0.7273,0.6575,0.8141,1.0
236.7708,150.9018,0.765,0.749,0.8335,0.7733
220.8193,131.1126,0.7296,0.5443,0.8117,0.9123
232.9937,128.0288,0.7884,0.7329,0.889,0.9311
234.2436,143.9664,0.7686,0.6908,0.8174,0.9002
208.8741,126.1909,0.8142,0.6572,0.8718,0.8733
243.4616,128.2285,0.6172,0.7114,0.862,0.8049
247.3594,139.2892,0.7137,0.7699,0.7696,0.8595
235.4526,128.2826,0.6509,0.5519,0.7497,0.9022
222.633,135.966,0.7958,0.6316,0.8857,0.8168
215.3835,120.5063,0.7229,0.6415,0.9008,0.9157
231.0301,139.7733,0.7118,0.6378,0.7958,0.9002
240.5797,140.7167,0.8159,0.7737,0.6986,0.8899
242.6682,135.1378,0.7547,0.5532,0.8256,0.9002
225.5876,136.5576,0.6996,0.6963,0.8898,0.7994
225.898,130.7834,0.6319,0.5873,0.7654,0.839
227.094,133.3238,0.6378,0.7228,0.8334,0.888
204.1674,120.8493,0.762,0.6785,0.9175,0.9495
211.5636,117.1353,0.72,0.7598,0.8397,0.9718
225.214,123.5744,0.7514,0.6888,0.7758,0.8779
212.4531,122.9527,0.7673,0.5946,0.8656,0.9632
247.5486,158.0615,0.6944,0.5904,0.7348,0.8172
225.9703,133.9893,0.6469,0.5634,0.7377,0.8677
224.4003,125.003,0.6681,0.7314,0.7345,0.9171
208.7234,119.0196,0.7757,0.7246,0.6976,0.9067
220.9,129.9605,0.7799,0.6603,0.7163,0.8362
220.2586,121.3897,0.6475,0.7099,0.6817,0.9542
242.746,145.8968,0.6174,0.5795,0.8568,0.9203
237.424,143.582,0.7232,0.5485,0.7736,0.8711
211.8662,117.9347,0.6891,0.6216,0.6614,0.9368
244.4475,154.3306,0.8319,0.5909,0.803,0.9426
237.4718,143.4434,0.705,0.7253,0.8226,0.9747
227.7441,128.4687,0.6468,0.6913,0.8606,0.8673
238.4742,123.405,0.7907,0.5895,0.7476,0.8629
220.3387,134.6326,0.7493,0.6184,0.8267,0.8764
218.2016,125.0736,0.7504,0.5776,0.8004,0.893
205.3428,112.4904,0.8209,0.757,0.7968,0.8696
210.4882,121.7298,0.8068,0.6868,0.8241,0.9242
239.5719,142.1982,0.6486,0.6849,0.8188,0.9342
228.5141,137.3443,0.6907,0.7312,0.8279,0.8919
234.2484,138.7989,0.7544,0.74,0.8065,0.9239
239.6991,147.3914,0.7817,0.6255,0.9151,0.8329
252.6741,151.1969,0.7881,0.6369,0.8249,0.8523
247.6424,145.889,0.6056,0.5991,0.8352,0.9156
239.2147,140.9486,0.7892,0.6562,0.7687,0.8253
234.4238,135.2539,0.6849,0.6441,0.7706,0.912
226.8947,135.8473,0.8438,0.5517,0.9132,0.8985
220.3656,128.7452,0.7556,0.7152,0.7994,0.8477
225.4725,132.9141,0.7658,0.722,0.7991,0.899
234.6041,136.3736,0.6962,0.5717,0.8777,0.8412
225.6466,122.6185,0.6342,0.7995,0.8522,0.8602
227.9829,134.4572,0.7993,0.7553,0.8612,0.9639
239.4251,136.6014,0.8009,0.7885,0.8245,0.934
239.4082,141.6436,0.6772,0.5882,0.8651,0.8679
219.4976,116.7038,0.7463,0.6731,0.7565,0.7539
246.3945,159.6929,0.7532,0.7366,0.708,0.7816
221.876,126.9327,0.6499,0.6483,0.8765,0.801
233.8828,131.5172,0.6683,0.7192,0.8999,0.8796
