max,min,CPF,ICRO,STO,Rand
220.0636,121.2137,0.8316,0.7393,0.9328,0.9551
241.1432,139.1721,0.7534,0.7636,0.8442,0.9656
268.7994,168.7663,0.6933,0.7569,0.8376,0.9701
212.8432,113.7053,0.7731,0.7413,0.8133,0.8302
214.517,119.577,0.6944,0.7926,0.8937,0.9416
212.1249,119.5791,0.751,0.6979,0.9026,0.917
241.4745,143.0127,0.7844,0.7505,0.7681,0.8745
239.6597,146.698,0.7319,0.7711,0.8546,0.9145
227.2579,135.1364,0.8164,0.7164,0.9071,0.8632
255.0789,152.3582,0.7388,0.7688,0.955,0.8574
228.296,132.3193,0.7541,0.7817,0.8175,0.9286
261.3495,149.9526,0.8077,0.7768,0.8886,0.826
229.7222,137.0793,0.7858,0.7613,0.8454,0.8601
249.4532,145.1161,0.7845,0.658,0.8578,0.9757
246.7844,144.2464,0.7578,0.7405,0.822,0.8921
207.7223,122.6445,0.662,0.8235,0.9354,0.8505
224.019,127.121,0.856,0.7938,0.8058,0.791
218.1782,121.1919,0.77,0.7482,0.8513,0.9511
237.4229,145.0117,0.7388,0.8334,0.895,0.8611
267.7922,164.2753,0.7141,0.7794,0.8721,0.8053
233.9315,132.1561,0.7524,0.7691,0.9019,0.9577
247.9886,147.0866,0.7691,0.7167,0.9045,1.0
236.9466,155.9503,0.7978,0.7165,0.8738,0.8986
252.2252,148.1402,0.7515,0.6834,0.8199,0.8637
207.0466,123.416,0.8065,0.8037,0.8637,0.9152
231.9402,143.5966,0.8846,0.796,0.8023,1.0
228.8561,139.6061,0.7805,0.7486,0.812,0.7785
221.1762,130.5995,0.8363,0.7377,0.825,0.9749
242.7009,144.4484,0.7678,0.6821,0.7851,0.9675
226.3528,114.6698,0.7243,0.7309,0.8943,0.9361
236.6912,132.7509,0.8002,0.7451,0.9076,0.8289
216.7591,131.6046,0.7995,0.755,0.9023,0.8978
232.5914,139.6612,0.8068,0.7244,0.8238,0.9535
210.9515,114.8788,0.6859,0.6328,0.8651,1.0
229.8467,124.3622,0.7794,0.7438,0.7353,0.9009
241.3884,129.736,0.655,0.7689,0.7609,0.9777
205.1925,116.857,0.6683,0.7076,0.8416,1.0
221.9033,128.2506,0.728,0.7972,0.895,1.0
241.1226,131.0663,0.7899,0.7027,0.8539,0.9146
230.2198,128.8975,0.8384,0.7793,0.8876,0.8695
220.5793,132.187,0.736,0.7568,0.9086,0.9187
240.4033,156.3327,0.7546,0.7692,0.8268,0.9342
243.0613,149.5676,0.7662,0.7568,0.901,0.9336
237.5173,131.5991,0.8171,0.7802,0.8863,0.8277
216.5142,109.2438,0.7839,0.7263,0.9035,0.8775
228.5674,133.9581,0.7019,0.7468,0.8736,1.0
225.7912,134.3772,0.7637,0.6758,0.8802,0.7835
235.8307,141.2202,0.6857,0.73,0.8782,0.9198
205.2235,112.5776,0.7719,0.6763,0.8767,0.8735
210.6568,123.7123,0.7655,0.7264,0.9031,0.8865
210.8813,119.7173,0.7646,0.6503,0.8668,0.84
240.1616,149.9841,0.8395,0.745,0.7786,1.0
236.8506,138.1916,0.7343,0.7612,0.9206,1.0
226.185,133.1712,0.7274,0.7597,0.9017,0.8427
226.8629,120.7429,0.795,0.757,0.8805,0.9003
221.1892,127.4343,0.7817,0.7194,0.8505,0.9035
238.8546,142.2393,0.7533,0.653,0.9493,0.8289
224.7291,138.7829,0.7073,0.7598,0.8679,0.7783
262.3372,164.5888,0.7378,0.7211,0.8581,0.8669
233.6853,143.7937,0.6432,0.7919,0.8842,0.9219
239.264,143.8968,0.7285,0.8112,0.8323,0.9717
242.0642,133.5426,0.7667,0.7069,0.8875,0.8031
215.2092,124.9616,0.788,0.7467,0.8466,0.9195
210.7531,131.1145,0.7401,0.7272,0.8064,0.9625
246.8706,146.1815,0.6961,0.8015,0.9076,0.8819
227.7075,125.278,0.7293,0.7887,0.9165,0.9059
234.616,133.1013,0.8027,0.763,0.9138,0.9087
235.6675,145.7871,0.7739,0.7884,0.8691,0.872
240.5308,137.0968,0.7935,0.7714,0.8326,0.7961
247.2823,141.3878,0.6738,0.7112,0.8001,0.8457
222.261,135.9863,0.672,0.7882,0.8503,0.9423
229.643,127.7805,0.737,0.7089,0.8782,0.9297
