max,CPF,ICRO,STO,Rand
614.8086,428.1397,369.824,458.3533,462.3448
611.6867,390.1133,342.1606,440.9468,470.2123
606.8763,400.2975,293.3853,426.7698,443.5415
594.3853,349.3413,325.0954,447.9071,482.941
678.8515,373.1405,383.7341,546.2983,529.6734
637.3845,471.8279,352.0646,492.0084,488.3849
608.6563,422.5639,371.4014,491.0019,465.461
629.3031,415.8514,346.4575,470.8593,509.3311
632.1582,388.565,306.6293,470.3724,498.5205
564.4931,331.2005,270.0699,377.6987,439.2065
602.3432,378.5696,362.7524,475.3803,483.4181
628.2631,481.6225,399.7912,548.7715,563.3693
593.0751,376.3861,311.9548,449.5198,478.0543
606.4692,387.6316,397.543,519.7173,487.1186
594.4148,395.4214,353.1104,470.258,474.2488
603.6314,362.8325,302.6331,448.0853,466.6681
716.5879,451.691,378.0048,527.6788,472.2027
609.9789,389.7506,336.751,443.6635,463.5815
590.1615,397.7318,326.3465,454.8923,430.0102
655.4354,438.4729,389.3208,512.7172,549.0886
647.8217,435.5352,379.3499,509.2703,505.1748
633.1164,421.436,395.8048,462.1676,479.8926
645.5103,447.976,354.7622,498.629,528.2783
600.073,397.804,308.4701,429.4589,414.1969
643.0186,417.9601,329.89,473.6489,480.1912
613.8446,382.6269,285.2775,449.3672,485.5178
603.625,420.1206,380.7519,491.6982,509.3742
602.6159,362.0313,266.4222,469.2386,480.3477
608.6892,392.7142,360.5456,446.8825,488.8579
623.0795,403.1501,360.3092,463.7259,463.9858
646.9341,428.8679,458.7335,567.8059,575.4769
575.3436,420.7552,350.0268,463.7283,476.2305
575.4624,383.3568,313.2314,454.409,471.818
612.7372,451.111,305.0637,470.7279,516.3592
632.1605,367.1074,327.5431,481.8475,481.1258
632.8372,443.8631,404.0914,498.828,528.1575
621.3787,459.2868,352.0905,495.303,524.9326
587.8615,388.9146,315.5373,418.9132,423.6736
660.2982,427.7048,388.677,533.5635,552.7041
625.5236,426.1031,314.5806,488.3681,487.4698
595.3582,369.4502,342.3602,454.8792,464.1565
586.6791,391.2002,359.8469,421.1848,437.5501
585.7604,402.7113,310.0674,428.2555,468.0429
630.7152,412.9304,319.0777,478.6374,481.7822
644.1122,397.3705,313.0745,463.7186,450.9758
