max,CPF,ICRO,STO,Rand
491.8195,349.7286,346.5042,425.1668,420.8965
435.2489,299.5627,344.6148,387.2032,375.1255
461.5008,323.381,368.3686,420.7827,385.3683
413.755,303.558,277.5482,342.9502,333.4782
468.9952,352.789,336.2999,400.0817,409.8698
446.4356,355.889,312.4165,397.0517,379.0564
434.6332,339.475,348.0233,383.3342,384.4874
447.9701,320.3395,332.0302,406.5106,376.4582
456.2133,321.9394,366.7686,401.2834,397.3646
439.2373,351.0457,305.361,399.4691,376.6652
395.2289,311.1338,288.2073,361.743,352.2949
423.2489,283.6841,333.8392,355.0777,359.8591
437.052,298.2462,326.6886,374.2324,388.5065
443.3098,314.8341,366.6155,375.6977,385.8962
464.3276,336.5872,368.1137,418.0813,425.1248
466.5737,340.2064,334.4262,422.6083,414.9077
452.5197,365.9632,364.4923,395.6156,380.4122
426.0204,299.4308,314.4303,390.1143,377.7094
481.3347,360.9728,326.1359,407.8578,397.9314
442.0141,304.4183,304.4758,380.8486,334.0412
463.7166,342.5921,388.3567,414.7384,356.1075
465.4239,340.4481,338.8204,416.0085,420.2677
453.5579,345.3946,360.3737,405.2214,398.0603
476.2051,363.1534,377.758,406.4049,412.5192
446.9647,297.9576,320.8505,388.8918,395.4533
435.9811,333.2703,306.918,395.2683,385.2493
462.7961,359.7363,387.352,422.5548,425.1154
469.369,335.6258,340.5829,424.6227,395.2644
400.6802,288.8292,254.2081,317.0882,345.9637
435.6708,351.6207,292.5132,369.2059,382.3454
442.4692,310.2925,326.7337,361.4755,387.5171
445.4931,332.5488,327.7528,406.5779,411.1654
453.8178,321.5473,341.7505,406.5736,394.415
435.2118,335.419,318.7267,355.7447,372.2931
416.0687,281.6495,272.6682,361.4655,373.1805
422.3483,334.3381,285.3426,390.9224,389.1507
438.8188,362.1227,345.2686,374.9944,368.4969
428.0648,308.9183,333.8909,378.3484,386.9297
461.7229,352.616,343.1566,404.0865,412.5183
439.0034,330.4523,321.6016,378.9634,347.6706
485.6716,343.8939,372.3279,426.1831,420.9102
420.7018,332.6301,297.0605,377.2235,351.0915
453.9827,374.8445,328.3391,400.4746,390.4311
455.4032,332.5818,339.5198,397.6682,369.7237
405.0003,275.3767,288.1669,346.7395,340.8851
421.4748,316.4703,335.3615,386.0503,379.0553
440.8246,319.2304,313.7301,392.9381,384.1231
