max,min,CPF,ICRO,STO,Rand
168.4614,108.0197,0.62,0.8183,0.7237,0.8187
169.5733,102.7838,0.708,0.6373,0.6402,0.8277
174.7,108.0031,0.7669,0.863,0.777,1.0
164.3212,102.0134,0.6688,0.7554,0.714,0.9522
171.7512,105.9227,0.733,0.6536,0.7295,0.7995
167.5376,108.196,0.5631,0.6243,0.8455,0.8548
171.5343,106.3233,0.6795,0.8436,0.9234,0.8944
148.797,89.8686,0.6674,0.6814,0.7871,0.7639
185.7654,121.1051,0.6003,0.6062,0.7945,0.8528
155.8706,91.7405,0.7166,0.5681,0.6787,0.7962
167.722,111.5282,0.5923,0.8036,0.6996,0.8655
163.1875,105.6354,0.6598,0.6795,0.8512,0.938
157.3926,94.5498,0.5624,0.676,0.7377,0.9571
152.7369,88.697,0.7311,0.7142,0.8714,0.846
173.3573,109.8446,0.4487,0.7768,0.6179,1.0
146.13,91.8145,0.5283,0.7647,0.7622,0.9008
184.0617,119.2931,0.6874,0.7598,0.6952,0.9394
155.4281,97.4739,0.7727,0.7106,0.5488,0.8064
156.1413,95.0291,0.71,0.6387,0.6801,0.8214
181.8137,120.0615,0.5208,0.7243,0.6603,0.7965
170.7604,103.7748,0.5547,0.5305,0.7549,0.7558
172.4991,112.9161,0.6376,0.8592,0.8457,0.8133
152.0451,89.4586,0.5201,0.6718,0.8978,0.9082
166.5672,108.7071,0.7023,0.7896,0.846,0.9614
159.5275,102.5663,0.5926,0.743,0.8145,0.8843
151.0456,94.9531,0.5184,0.7648,0.7057,0.8873
185.3801,123.5509,0.7164,0.8089,0.785,0.8592
175.3143,112.9204,0.6566,0.5859,0.828,0.8122
150.4296,90.6146,0.6821,0.5772,0.8133,0.7591
166.3457,97.3684,0.7089,0.5694,0.7601,0.9065
183.5017,121.5391,0.5776,0.6941,0.8128,0.9277
166.5066,105.4851,0.5823,0.6474,0.7357,0.8609
171.5758,115.1809,0.7594,0.659,0.8976,0.7723
187.1276,122.441,0.6738,0.7282,0.7665,0.7981
188.9917,125.6858,0.7347,0.738,0.7859,0.7669
163.0835,100.0694,0.5589,0.8058,0.7902,0.7911
154.3864,90.612,0.7592,0.6472,0.7118,1.0
188.3259,126.871,0.7234,0.7673,0.7588,0.8596
163.1548,104.6746,0.7152,0.8946,0.6256,0.9533
182.7455,115.3255,0.5823,0.7346,0.7422,0.9008
169.9675,106.9571,0.6875,0.7099,0.7315,0.9428
170.8164,108.5902,0.736,0.5788,0.8495,1.0
172.3076,112.6799,0.7203,0.8497,0.7344,0.9115
180.3366,116.5484,0.6179,0.7956,0.6894,0.8509
174.6053,116.0281,0.5562,0.6929,0.8428,0.9144
193.6496,126.5723,0.6726,0.683,0.7177,0.7199
169.1577,105.3867,0.6892,0.6164,0.8028,0.8828
152.4966,95.8599,0.6961,0.7472,0.7128,0.8624
142.8963,87.3705,0.5125,0.7502,0.8364,0.8399
163.4744,102.1025,0.6887,0.7663,0.7917,0.8147
