max,CPF,ICRO,STO,Rand
237.2599,146.1524,135.5701,189.4963,191.4261
289.2565,205.7085,185.4246,246.9614,227.1407
278.5255,180.9224,150.4335,232.9335,247.8476
334.789,166.856,147.2654,237.9944,248.6849
299.0137,208.701,160.6345,244.7072,235.3626
280.9157,157.0044,207.7671,258.1849,257.3565
273.25,142.6366,151.5674,220.5195,234.2301
265.8024,149.3649,148.2424,207.7316,232.5811
332.779,232.5408,193.5594,278.2575,245.6159
290.8088,182.4691,161.6153,220.5509,218.6559
284.1561,212.5669,201.9453,234.0435,244.2843
314.3093,199.2168,180.7145,249.7432,281.1062
267.3057,172.0599,152.9561,234.3173,218.8414
295.7722,199.2845,150.5538,234.0796,241.4417
272.9394,179.6187,139.7423,208.9273,215.4935
286.082,161.9208,156.7946,219.5197,210.7237
278.8233,149.5552,169.6434,234.824,231.4879
275.4257,170.6048,165.3616,232.0302,223.8985
320.2607,206.7736,172.662,265.5264,263.3699
352.4665,183.4693,189.9102,254.2958,262.3688
263.349,148.8562,161.1748,213.0841,210.916
267.6686,170.9984,149.9965,221.8895,226.7283
328.7049,167.5237,207.3825,271.1242,298.0551
302.7825,210.3943,196.645,247.0726,262.6815
281.4896,137.9808,153.8935,237.8482,248.5683
264.2801,162.8069,161.3433,214.7895,206.0511
322.1679,202.4356,149.615,242.2815,228.7513
256.5294,194.1944,175.3638,222.9541,208.3891
313.361,160.2077,164.8308,264.0917,261.211
295.4838,149.7667,184.0599,245.1762,257.4542
267.5465,148.2147,144.2827,219.405,223.2098
300.7737,151.6929,180.0995,231.435,254.7075
241.2805,144.2502,131.0599,190.6732,200.475
274.5116,115.6374,163.641,224.0387,241.2383
282.3771,175.0653,161.8642,215.0219,199.8698
335.1517,200.7993,224.7589,285.882,299.9968
308.4836,193.3932,166.8084,258.8932,251.3756
287.1077,181.1653,174.9116,222.8868,240.8711
283.6333,170.1578,188.2785,226.1808,242.4515
278.7577,163.7715,155.5786,224.2983,194.1607
281.5425,170.0823,142.9423,223.0532,236.1424
291.476,143.4941,172.5417,219.4419,249.1555
258.8331,165.904,141.0772,219.5875,215.314
