max,min,CPF,ICRO,STO,Rand
195.2965,131.2431,0.7506,0.6608,0.9088,1.0
196.7046,130.7917,0.7592,0.7187,0.9022,1.0
203.3912,127.27,0.8108,0.7013,0.7939,0.9498
185.8495,119.9662,0.6793,0.7077,0.847,0.8867
179.183,113.3165,0.7452,0.7268,0.8244,0.976
211.007,140.7571,0.8546,0.8052,0.8546,0.9434
199.9357,139.7649,0.808,0.6296,0.7546,0.8325
199.5709,128.5148,0.6473,0.6491,0.9368,1.0
186.2521,124.7379,0.8133,0.6864,0.9717,1.0
194.6899,130.2849,0.7753,0.7794,0.8755,0.9807
179.9796,124.6599,0.68,0.6257,0.7269,1.0
189.6706,127.463,0.7146,0.6866,0.9341,1.0
169.7186,110.1854,0.7094,0.6843,0.9009,1.0
182.873,113.0167,0.5976,0.5804,0.7829,0.8908
205.3956,141.7087,0.7465,0.6425,0.8396,0.9243
171.0606,110.7172,0.5674,0.9348,0.8688,0.9224
193.9027,125.6964,0.7334,0.7059,0.7863,0.8917
214.3053,142.843,0.5778,0.6041,0.8973,0.9557
203.5974,140.2763,0.7621,0.6679,0.8482,0.9509
198.4711,136.6551,0.7098,0.7589,0.889,1.0
204.1449,131.903,0.7314,0.6307,0.7875,0.9695
213.3917,142.5867,0.8715,0.7779,0.941,0.9694
186.8768,118.6159,0.812,0.7161,0.9292,0.9619
195.3222,132.4933,0.7745,0.6719,0.7369,0.9548
189.1571,119.3687,0.7446,0.7403,0.9112,0.9481
192.6401,132.1579,0.7329,0.7037,0.8615,0.8928
209.8742,119.718,0.7048,0.7349,0.8705,0.9134
180.8387,113.1514,0.6827,0.6501,0.7591,1.0
184.3397,125.352,0.7257,0.6462,0.8858,0.9499
181.3916,115.9538,0.7347,0.6143,0.8064,1.0
182.1185,114.8613,0.6846,0.646,0.7672,0.9001
197.1839,131.8954,0.7338,0.6471,0.8565,0.901
196.0192,130.1672,0.6848,0.5918,0.8023,0.9572
198.3696,119.5115,0.7041,0.5754,0.8835,0.9329
200.4306,135.8566,0.7555,0.7875,0.8702,0.9198
174.8535,114.8184,0.7205,0.7945,0.8588,1.0
212.5474,141.9083,0.7775,0.7168,0.9127,0.9034
