max,min,CPF,ICRO,STO,Rand
278.5879,158.4018,0.7825,0.8195,0.8756,0.9104
281.0967,150.9766,0.7594,0.6799,0.8955,0.8783
292.4924,173.3736,0.7316,0.7417,0.9048,0.8963
309.5665,189.1972,0.8148,0.7885,0.9206,0.9334
282.7813,159.5501,0.7383,0.7509,0.8998,0.9286
277.4684,157.1685,0.6866,0.7823,0.9221,0.8754
262.8524,141.6187,0.7806,0.7615,0.9033,0.9572
281.4233,153.2214,0.7011,0.763,0.9167,0.8668
295.5117,183.5152,0.7563,0.7534,0.8761,0.9675
302.4498,181.5154,0.7654,0.7497,0.9653,0.9657
263.9588,145.9295,0.7149,0.6929,0.8795,0.9249
274.0441,157.819,0.8217,0.7849,0.922,0.8751
243.0232,131.2088,0.7461,0.7549,0.9525,0.8714
281.8576,164.709,0.748,0.832,0.9343,0.8887
289.2568,173.3972,0.7349,0.7626,0.9305,0.8993
274.2476,156.2229,0.7732,0.727,0.8942,0.8473
267.8121,156.1932,0.756,0.7484,0.9116,0.9205
292.058,167.7501,0.7804,0.7901,0.8593,0.9858
282.6493,159.359,0.7064,0.6554,0.9501,0.9258
295.8926,188.4429,0.7445,0.7206,0.8849,0.9581
274.0922,161.9744,0.7487,0.6998,0.8696,0.9043
286.0612,161.2468,0.7337,0.7817,0.9204,0.8994
300.4829,177.5733,0.7997,0.7378,0.8568,0.9702
286.8193,175.0696,0.7804,0.7522,0.9426,0.9116
273.676,159.6172,0.8738,0.8147,0.8518,0.8434
272.9724,142.4609,0.7798,0.7843,0.9068,0.917
316.0427,198.8233,0.8353,0.71,0.9371,0.9635
305.9724,191.592,0.7883,0.739,0.8555,0.899
285.3686,169.6833,0.8074,0.7678,0.9001,0.7813
284.6437,163.4458,0.8259,0.7991,0.934,0.8463
286.7559,176.6597,0.7391,0.7824,0.928,0.9601
280.3189,167.8777,0.8252,0.7779,0.9647,0.9335
275.1735,163.2495,0.8459,0.7377,0.8866,0.9355
289.2727,166.4989,0.8101,0.7836,0.8848,0.9405
275.9812,158.6694,0.8243,0.752,0.945,0.8997
292.1935,172.3144,0.8044,0.7111,0.9299,0.9646
300.5868,166.9486,0.8048,0.685,0.9176,0.9006
291.7213,168.1642,0.7776,0.6644,0.9547,0.9299
271.0395,151.7079,0.8439,0.7327,0.9211,0.8598
256.8061,141.0807,0.6471,0.7193,0.8408,0.964
280.5882,161.2233,0.7711,0.7442,0.9007,0.8732
279.6877,162.8724,0.6792,0.7543,0.9053,1.0
312.1773,192.411,0.7515,0.7263,0.8582,0.9188
296.4267,169.3219,0.7493,0.7872,0.9037,0.9159
275.4104,157.6392,0.7417,0.7421,0.8676,0.9305
257.7293,144.0372,0.6941,0.8139,0.8908,0.8634
305.8057,172.9535,0.7342,0.7116,0.8479,0.854
259.9653,148.4882,0.6631,0.781,0.8466,0.9411
287.9733,160.1303,0.7027,0.7422,0.9586,0.8433
298.6247,182.5466,0.8274,0.7329,0.8605,0.8337
294.8842,171.5175,0.7202,0.7162,0.9586,0.9484
306.2799,171.8017,0.826,0.643,0.9145,0.8717
302.722,177.4223,0.6793,0.6488,0.972,0.7837
296.6069,174.8703,0.8107,0.7647,0.9261,0.9587
300.0963,165.2777,0.7929,0.7348,0.9453,0.8882
265.1858,150.1787,0.783,0.7947,0.92,1.0
286.9504,166.0397,0.7449,0.8182,0.8734,0.8971
256.9295,137.7901,0.78,0.7601,0.9097,0.9237
282.9783,168.5744,0.8016,0.7289,0.8814,0.8992
304.596,166.8544,0.8679,0.6955,0.9037,0.9443
274.9569,146.6096,0.7529,0.7336,0.8538,0.8174
272.3758,157.7411,0.7482,0.6821,0.9001,0.9428
293.361,168.7944,0.6641,0.7669,0.8246,0.9296
270.0589,145.8028,0.7471,0.7536,0.9024,0.9482
293.9077,169.4244,0.6859,0.7948,0.9127,0.932
269.9141,144.1928,0.7824,0.7051,0.9041,0.9058
295.3434,161.3397,0.6926,0.7282,0.7231,0.8547
290.2348,164.3743,0.7121,0.7481,0.9392,0.7751
273.9933,160.5951,0.8129,0.7706,0.9409,0.9614
252.5165,136.7053,0.8692,0.7716,0.862,0.8895
311.0543,183.2262,0.6573,0.7981,0.8795,0.9095
303.2292,179.15,0.7311,0.7239,0.8986,0.899
271.7831,157.1436,0.7691,0.8007,0.8834,0.8915
277.6794,163.4588,0.7037,0.7949,0.8794,0.7923
319.8915,182.335,0.691,0.7649,0.8762,0.8763
265.7327,153.4052,0.8194,0.7817,0.9064,0.9044
297.9753,182.7468,0.8663,0.7355,0.952,0.8835
291.064,169.1464,0.8523,0.7136,0.8813,0.9523
282.8553,174.989,0.7975,0.775,0.8859,0.942
302.6141,179.4024,0.7102,0.6883,0.9612,0.9185
280.9901,165.3928,0.7973,0.7936,0.9221,1.0
291.9768,162.9945,0.6287,0.7315,0.8482,0.8758
277.0029,152.6692,0.76,0.6949,0.8912,0.8776
269.5561,140.3835,0.7248,0.7308,0.9273,0.8807
313.9822,197.99,0.7114,0.7425,0.7675,0.8409
238.6173,132.8621,0.6858,0.7636,0.974,0.974
286.1312,164.9106,0.8453,0.7382,0.8748,0.9147
274.3848,166.5069,0.8507,0.7295,0.8604,0.9611
324.3101,199.5716,0.6576,0.6752,0.9027,0.9456
300.2253,180.3249,0.753,0.8028,0.9042,0.882
300.8472,191.864,0.815,0.7876,0.7973,0.9111
280.7054,154.8312,0.6753,0.7372,0.8696,0.8738
258.5183,143.4274,0.727,0.6883,0.8861,0.8347
299.0892,173.1476,0.7595,0.7608,0.8937,0.9016
280.4976,162.7382,0.7587,0.6582,0.9161,0.975
284.6197,168.0079,0.7811,0.7847,0.8568,0.9456
289.3324,175.4054,0.8191,0.8278,0.9187,1.0
263.9046,140.6656,0.6887,0.616,0.8705,0.8578
302.8222,186.5478,0.8088,0.777,0.8749,0.9043
280.2952,173.5273,0.7975,0.6521,0.9789,0.9078
298.8234,162.2864,0.6815,0.7402,0.8621,0.8668
300.5031,184.0374,0.8266,0.7698,0.828,0.9094
272.0131,166.0335,0.8065,0.7759,0.9139,0.9228
286.829,172.6063,0.7567,0.8177,0.9344,0.9026
278.1509,156.259,0.8196,0.7689,0.9272,0.9084
299.6582,182.8219,0.7685,0.7442,0.9206,0.8681
294.2822,167.1808,0.7406,0.6898,0.9109,0.888
281.9833,160.3731,0.704,0.7639,0.9093,0.9108
277.6534,163.0614,0.7668,0.7182,0.8716,0.9249
284.8311,167.2702,0.7887,0.8139,0.8996,0.7976
275.3381,148.4926,0.6809,0.6743,0.9075,0.9216
280.7687,171.6336,0.7884,0.676,0.8205,0.9552
260.0799,149.8245,0.8043,0.784,0.9289,0.9197
275.2881,162.889,0.8005,0.7838,0.9061,0.9672
296.8898,171.6063,0.8207,0.7513,0.8628,0.8624
277.7822,159.561,0.7766,0.75,0.8446,0.9605
281.8705,153.7359,0.7895,0.7391,0.9119,0.9153
273.8069,166.2884,0.7293,0.7455,0.9209,1.0
290.4238,175.4518,0.7255,0.7744,0.9133,1.0
302.322,183.6466,0.7354,0.7594,0.8445,0.949
280.4129,163.1332,0.6444,0.7105,0.887,0.9099
282.1874,156.9119,0.7677,0.7437,0.9023,0.9548
295.0645,170.7292,0.7284,0.7013,0.9313,0.9518
297.359,165.4069,0.7362,0.7294,0.9202,0.823
284.3997,164.3727,0.718,0.7178,0.9187,0.9194
307.5434,185.9148,0.761,0.6635,0.9178,0.9441
277.6557,150.3343,0.8077,0.7378,0.8749,0.805
300.8607,164.1104,0.7081,0.7333,0.8727,0.8675
264.4778,149.3502,0.7398,0.7114,0.8185,0.9033
269.0152,152.197,0.7402,0.7533,0.8695,0.9686
311.8338,185.3112,0.7602,0.735,0.9203,0.9011
302.6897,175.4087,0.7621,0.7427,0.9397,0.8841
246.9616,139.8332,0.8916,0.7299,0.9213,0.9317
308.8531,187.6828,0.8026,0.7697,0.9248,0.9045
308.4497,168.7234,0.7674,0.754,0.8693,0.9658
286.9149,155.8724,0.7264,0.7769,0.8767,0.8416
285.3242,173.7748,0.8201,0.8123,0.8949,0.9193
297.4398,169.9377,0.7873,0.7792,0.9014,0.8247
282.4517,165.7039,0.7624,0.7524,0.8801,0.8665
289.1903,157.6349,0.7347,0.7453,0.895,0.9231
280.2478,166.6831,0.8387,0.7689,0.9232,0.8645
277.8725,167.3563,0.7966,0.755,0.8867,0.947
275.339,153.9897,0.7102,0.7381,0.8951,0.8514
296.7225,170.5988,0.6831,0.7061,0.9249,0.9329
298.0751,177.1579,0.8324,0.7079,0.9749,0.9604
283.7123,162.0229,0.8089,0.7577,0.8886,0.8692
306.5329,181.151,0.7339,0.7799,0.9035,0.921
291.0753,154.5204,0.8329,0.8026,0.8959,0.9639
287.4028,169.0761,0.7534,0.7816,0.9027,0.9363
297.2071,169.7971,0.7855,0.7771,0.9007,0.8898
287.7728,167.8105,0.8168,0.7118,0.9189,0.9387
295.0174,170.7262,0.7747,0.6965,0.906,0.8258
309.7111,181.3375,0.6726,0.8065,0.9409,0.9156
301.9895,181.883,0.7066,0.7677,0.8685,0.9196
277.6812,169.0517,0.8099,0.7455,0.894,0.9552
283.9368,166.8524,0.7909,0.789,0.9091,0.9848
286.2329,168.2418,0.7948,0.7468,0.8279,0.8762
279.3897,164.131,0.7304,0.7275,0.9221,0.7875
289.8632,153.9271,0.7816,0.735,0.8194,0.9021
278.9514,173.3655,0.8144,0.7302,0.8975,0.873
307.1055,175.6779,0.6847,0.7936,0.975,0.9322
275.8583,163.5557,0.7171,0.7827,0.9125,0.9527
283.4832,153.2615,0.7372,0.7596,0.8452,0.9281
284.2305,172.879,0.7827,0.7352,0.8499,0.8456
260.5643,151.5319,0.8298,0.868,0.8835,0.963
283.7228,156.3406,0.7036,0.7823,0.8062,0.8324
281.9471,165.2173,0.8334,0.7826,0.946,0.959
307.7947,182.8314,0.7364,0.7872,0.9363,0.9356
277.9645,165.9277,0.8201,0.7372,0.9627,1.0
262.0863,143.23,0.8074,0.74,0.9588,0.861
279.1487,171.0288,0.6982,0.8257,0.9521,0.9307
313.5803,191.3117,0.7656,0.7106,0.887,0.8204
293.9262,177.95,0.7933,0.8336,0.9048,0.9757
296.8789,180.4886,0.8073,0.7396,0.9752,1.0
293.5095,166.6316,0.9065,0.7641,0.8562,0.94
279.0441,162.292,0.6752,0.7137,0.8879,0.917
251.666,140.9167,0.7777,0.7841,0.8972,0.921
293.7802,179.3546,0.7892,0.7761,0.8732,0.9064
296.6936,160.6388,0.7857,0.7401,0.9069,0.91
278.7381,167.9918,0.792,0.771,0.9801,0.9852
287.2105,164.7003,0.7986,0.7506,0.9411,0.9604
287.5907,172.2023,0.7791,0.6979,0.9286,0.8918
290.2928,163.4504,0.6963,0.692,0.8238,0.9252
270.354,152.9002,0.7014,0.7227,0.8285,0.9256
290.1823,175.9146,0.7404,0.778,0.9256,0.9468
277.0598,166.7529,0.8263,0.7757,0.8561,0.9689
284.7853,157.0091,0.75,0.7487,0.9141,0.8412
273.7788,161.3037,0.8036,0.7435,0.929,0.8516
293.183,173.853,0.744,0.744,0.9027,0.8941
271.0833,152.9979,0.7929,0.7486,0.8956,0.8938
300.8554,186.4589,0.6773,0.796,0.8225,0.9105
305.175,165.6912,0.8157,0.7487,0.9453,0.9394
272.1876,167.9898,0.7212,0.7514,0.8886,0.8623
278.8017,169.3076,0.8451,0.746,0.9476,1.0
275.1425,153.7273,0.7247,0.7429,0.9067,0.9108
293.2725,177.1526,0.8363,0.7405,0.8855,0.9372
305.5102,186.5793,0.8205,0.7758,0.8633,1.0
297.8077,172.4525,0.7011,0.6555,0.854,0.9609
281.0157,154.0247,0.8105,0.7566,0.9055,0.8188
310.2379,191.2775,0.8539,0.7697,0.9354,0.8458
292.9259,163.4451,0.6984,0.7818,0.9026,0.9488
297.8045,171.369,0.7258,0.6698,0.8338,0.8933
291.7451,169.9255,0.7819,0.7348,0.9033,0.8898
292.1645,174.3985,0.8526,0.7414,0.8758,0.9087
295.234,160.4974,0.7591,0.7315,0.8936,0.9064
290.0852,173.1305,0.7948,0.7135,0.8884,0.9388
254.027,129.0375,0.7819,0.6962,0.8448,0.9104
293.3412,176.5714,0.8208,0.7736,0.9665,0.8743
256.0166,145.6066,0.7347,0.7342,0.95,0.9536
307.7528,188.1777,0.8122,0.7633,0.8372,0.9015
306.1,186.2336,0.7764,0.6738,0.8381,0.845
301.6904,181.2189,0.7544,0.7684,0.9354,1.0
299.3611,170.1819,0.7074,0.7914,0.8519,0.9319
281.4177,165.8117,0.7338,0.7868,0.865,0.8737
284.4891,165.5055,0.7827,0.8269,0.9134,0.9604
306.0215,179.5124,0.7346,0.7053,0.8808,0.9551
275.1345,163.0745,0.8391,0.7826,0.9295,0.9465
307.0469,188.4109,0.8333,0.7366,0.9518,0.9397
280.575,160.1903,0.6681,0.7177,0.8986,0.851
318.2321,177.0624,0.7134,0.7177,0.9474,0.9483
304.0875,188.8656,0.7389,0.7971,0.907,0.9418
287.7384,164.6959,0.828,0.7666,0.9187,0.9317
276.632,165.3988,0.7732,0.7501,0.8403,0.9728
292.392,169.4564,0.7866,0.7771,0.9515,0.8257
279.8907,159.1157,0.7295,0.7414,0.8987,0.8607
254.8049,141.7165,0.8003,0.6807,0.8412,0.9454
265.7684,151.9014,0.8236,0.7794,0.9601,0.8946
292.0975,175.3294,0.7803,0.7155,0.925,0.877
276.7526,157.6283,0.822,0.8007,0.8488,0.9133
308.0716,181.87,0.6576,0.6897,0.9357,0.7616
293.6407,160.4359,0.7194,0.8247,0.89,0.9456
307.0615,175.4684,0.7783,0.7439,0.8667,0.885
310.62,188.8809,0.7523,0.7688,0.8933,0.9196
291.5583,166.3909,0.7632,0.7188,0.8902,0.9309
279.5604,150.2627,0.6688,0.7308,0.925,0.8382
276.1572,163.7495,0.9036,0.7753,0.9306,0.9071
279.5281,169.2678,0.7929,0.7628,0.9323,0.967
267.3624,159.4119,0.7822,0.6854,0.9241,0.9187
306.3341,188.5005,0.7256,0.7082,0.9612,0.8253
280.5416,160.5586,0.832,0.703,0.9291,0.8792
272.7058,154.2149,0.739,0.7275,0.8972,0.8739
302.7171,186.1335,0.7194,0.7669,0.8832,0.9435
261.8053,144.0606,0.7232,0.7817,0.9081,0.9379
259.769,149.1247,0.8086,0.7392,0.8276,0.865
290.8232,178.386,0.718,0.7524,0.9704,0.951
267.7089,154.7971,0.7597,0.6302,0.9287,0.8853
289.4202,166.8233,0.779,0.7709,0.9595,0.843
280.6953,160.1192,0.7843,0.7393,0.8523,0.8869
276.6096,151.6098,0.7173,0.7547,0.7939,0.8906
282.3267,161.0339,0.686,0.7498,0.792,0.9273
290.9483,168.5365,0.8185,0.7125,0.8548,0.9605
259.6848,152.3174,0.8813,0.7742,0.8695,0.8228
298.0511,166.3478,0.8341,0.7152,0.8724,0.9277
258.16,146.9292,0.7206,0.826,0.9542,0.9041
290.6836,183.0269,0.8094,0.7757,0.8312,0.8908
253.982,142.1788,0.8002,0.7564,0.8643,0.919
273.0761,135.976,0.7318,0.7196,0.842,0.9466
276.2063,161.6392,0.793,0.6483,0.8524,0.9415
301.9352,183.9277,0.8453,0.7751,0.9317,0.9298
298.9544,177.8887,0.6816,0.7723,0.9194,0.977
303.2667,188.3232,0.7293,0.7217,0.9333,0.9355
280.7156,152.9832,0.7349,0.7326,0.8726,0.9504
324.6496,182.19,0.7228,0.7672,0.868,0.987
277.6122,166.1997,0.8088,0.6899,0.9622,0.842
300.9773,188.5355,0.822,0.7425,0.9397,0.9505
263.2399,148.3566,0.798,0.7639,0.9407,0.9277
302.4905,180.0733,0.772,0.7476,0.7862,0.9095
287.093,171.6545,0.7988,0.7382,0.8467,0.8641
285.7688,175.2043,0.8347,0.7693,0.9108,0.8731
286.9117,167.952,0.7471,0.7429,0.9508,0.9466
283.7991,167.053,0.8145,0.7774,0.7988,0.9145
277.8083,155.853,0.7365,0.6966,0.9263,0.8971
266.6028,153.793,0.8454,0.7817,0.916,0.8815
298.87,173.6379,0.78,0.7246,0.8936,0.8731
287.597,175.7922,0.8157,0.7576,0.8301,0.8996
278.1192,171.251,0.8512,0.7365,0.888,0.9173
291.3752,177.1218,0.764,0.7037,0.885,0.9378
281.5665,152.9726,0.7394,0.7439,0.9424,0.938
282.7679,170.0425,0.7425,0.7967,0.9559,0.9155
287.8631,163.7601,0.8009,0.7858,0.8454,0.9236
270.8063,151.4098,0.8844,0.7764,0.8668,0.7774
285.0793,165.7537,0.8733,0.7449,0.9388,0.9572
283.8279,168.0152,0.7931,0.8272,0.8755,0.9135
280.4208,143.9175,0.7987,0.6961,0.8911,0.9445
288.6121,171.7994,0.6864,0.7373,0.8711,0.9174
281.7829,144.1083,0.732,0.8076,0.876,0.935
298.5793,178.8285,0.7978,0.8109,0.9742,0.9623
289.9738,173.2621,0.753,0.7686,0.95,0.8947
273.4764,156.9776,0.857,0.7778,0.9309,0.9079
283.0923,165.9088,0.7612,0.7761,0.9118,0.9122
313.7781,207.8569,0.8278,0.764,0.9189,0.9182
316.3408,195.0902,0.6619,0.6738,0.8652,0.9717
299.8194,177.7004,0.6946,0.8007,0.8319,0.8212
270.8641,157.0877,0.7806,0.739,0.9561,0.9299
271.9975,158.8443,0.8204,0.7349,0.9284,0.9258
281.431,165.1022,0.6976,0.7139,0.8942,0.8431
308.7749,180.5726,0.7422,0.7507,0.842,0.9141
288.2191,166.2428,0.7218,0.6874,0.8711,0.9323
276.3368,158.9917,0.7176,0.7781,0.899,0.8304
296.8973,175.3362,0.7309,0.7721,0.8868,0.9958
281.7789,172.3857,0.7304,0.7707,0.8419,0.9882
293.8366,172.2728,0.6948,0.7122,0.8722,0.9698
301.615,165.3778,0.7178,0.7352,0.8576,0.8982
269.2386,149.9901,0.8259,0.695,0.9617,0.9573
273.1208,163.987,0.8507,0.7427,0.9351,1.0
301.4712,183.377,0.7962,0.7666,0.8536,0.96
270.2739,154.7477,0.8112,0.7647,0.9592,0.8772
293.3522,174.0367,0.8324,0.7677,0.9461,0.985
275.3235,151.045,0.7194,0.7762,0.8766,0.829
302.5901,184.9383,0.7706,0.7786,0.8983,0.9128
284.1143,155.468,0.6579,0.735,0.8697,0.9117
289.0302,173.2905,0.7782,0.7551,0.8716,0.8515
286.1562,165.7577,0.7742,0.7469,0.8938,0.894
273.3933,159.4621,0.736,0.7956,0.8373,0.8992
255.9716,150.6201,0.8133,0.7183,0.9232,0.8992
290.6825,174.1155,0.8081,0.7455,0.8806,0.895
278.2586,153.7523,0.7758,0.7237,0.8922,0.8303
270.3313,161.9686,0.8259,0.8107,0.9334,0.9718
275.3595,150.3892,0.6573,0.6991,0.8303,0.8953
286.4622,164.699,0.7749,0.8148,0.881,0.9343
269.1004,150.7326,0.7096,0.753,0.888,0.8821
294.5621,158.805,0.6803,0.6992,0.8881,0.8882
289.6988,169.9813,0.6816,0.7672,0.8231,0.9399
305.8718,177.9867,0.7126,0.7123,0.8908,0.9002
304.2969,177.8043,0.6789,0.7628,0.7807,0.7715
279.4301,162.2599,0.838,0.775,0.91,0.8603
256.9176,148.1437,0.792,0.7915,0.9373,0.9425
280.482,169.6608,0.7898,0.7155,0.9324,0.8768
310.8445,192.5283,0.8519,0.7984,0.8866,0.8507
315.6493,195.849,0.7822,0.7907,0.8877,0.9126
275.0187,160.1327,0.8249,0.7793,0.8492,0.9557
303.2797,170.9337,0.6798,0.7034,0.9319,0.8372
281.1521,166.9004,0.8022,0.745,0.9733,0.9719
318.9328,199.0656,0.9189,0.7279,0.9397,0.9221
300.4427,190.396,0.8219,0.732,0.8413,0.8798
268.2657,146.0564,0.7872,0.7101,0.751,0.8469
298.9806,178.8853,0.8411,0.8222,0.9106,0.9182
272.3443,160.7967,0.7122,0.7678,0.8861,0.8023
290.5134,172.3149,0.7899,0.7686,0.9338,0.9016
310.4161,173.8204,0.7477,0.7245,0.8736,0.8703
291.7082,177.7324,0.7645,0.6625,0.9714,0.8944
289.6227,158.0578,0.7459,0.7694,0.9151,0.9335
263.2379,143.1443,0.7386,0.7832,0.9087,0.9049
285.5682,169.1749,0.7653,0.7599,0.9343,0.9813
287.7817,177.1785,0.7723,0.7386,0.8962,0.9454
294.199,173.6188,0.7861,0.7672,0.8865,0.9623
277.2802,161.2,0.7416,0.75,0.9012,0.9061
274.4233,147.1587,0.6962,0.7284,0.9085,0.9351
305.4839,179.8008,0.8172,0.7806,0.8965,0.8653
312.1338,187.4957,0.7352,0.7466,0.8468,0.9673
293.3748,160.0487,0.7918,0.7734,0.9567,0.8904
282.6218,156.7428,0.8133,0.7472,0.8764,0.9054
282.277,149.4748,0.7428,0.7091,0.9408,0.9322
274.6428,141.9517,0.6853,0.7195,0.9164,0.8867
293.761,170.492,0.6843,0.7635,0.8611,0.9775
285.3512,164.1973,0.8327,0.7499,0.8863,0.8564
303.8381,172.2859,0.7904,0.6418,0.858,0.8461
276.3763,154.3295,0.7707,0.7647,0.9021,0.9506
293.0659,177.6295,0.7464,0.8469,0.9378,0.879
280.3095,163.6279,0.8378,0.7385,0.8927,0.8864
312.6243,192.0669,0.6917,0.7177,0.8863,0.8501
290.8205,169.9295,0.7838,0.7505,0.9313,0.8796
270.1391,145.012,0.7102,0.6879,0.8469,0.8691
298.8098,176.3521,0.8343,0.7295,0.959,0.9392
