max,min,CPF,ICRO,STO,Rand
201.1865,137.5448,0.6347,0.6038,0.8751,0.7481
186.9342,123.5755,0.6408,0.6774,0.7154,0.8776
186.261,118.2027,0.6351,0.6608,0.8373,0.8783
159.0118,100.8267,0.7185,0.7142,0.6957,0.8355
160.3899,101.4883,0.5388,0.6323,0.6222,0.961
153.2333,97.1689,0.7507,0.8127,0.7464,0.9209
148.0737,90.4298,0.6706,0.6968,0.7882,0.7621
185.7101,120.7802,0.6029,0.4801,0.7552,0.8611
181.6483,114.5931,0.7085,0.6925,0.7155,0.8378
141.7638,79.5399,0.6443,0.8036,0.705,0.811
161.4493,105.8459,0.6156,0.8193,0.8582,0.792
174.221,105.8696,0.5682,0.6614,0.7102,0.8728
152.6805,96.2218,0.6514,0.8046,0.7406,1.0
157.6987,90.7611,0.813,0.5673,0.7271,0.8425
174.8975,115.8744,0.6482,0.5617,0.9353,0.8203
159.0726,100.1807,0.6639,0.716,0.8223,0.7917
165.6375,106.7408,0.5861,0.8982,0.8503,0.9123
156.601,94.7786,0.7319,0.672,0.6575,0.7484
145.2821,86.2872,0.6438,0.633,0.7422,0.8086
190.0367,128.9284,0.6871,0.7617,0.7315,1.0
166.6892,105.056,0.6304,0.5817,0.7495,0.9119
153.8561,89.6163,0.659,0.7654,0.8732,1.0
167.8188,104.9171,0.7824,0.6523,0.8025,0.9362
153.2186,92.5021,0.6779,0.5358,0.6908,0.7435
158.0669,96.8635,0.6648,0.8502,0.6939,0.9236
159.691,99.9504,0.7201,0.8204,0.7679,0.8978
159.1712,96.5477,0.656,0.4951,0.7424,0.8172
162.559,102.9576,0.7097,0.7384,0.8149,0.8013
168.3694,112.9359,0.5286,0.6854,0.7576,0.7832
166.0684,107.4315,0.6754,0.6612,0.6344,0.9562
186.2184,126.999,0.643,0.7507,0.9567,0.8406
167.0133,104.698,0.6557,0.5622,0.5844,0.8661
186.1311,128.2049,0.6268,0.5208,0.5916,0.6469
160.9327,102.2041,0.7228,0.6523,0.6661,0.881
178.0796,114.7419,0.6226,0.6309,0.5762,0.869
180.8378,118.8286,0.7827,0.6145,0.761,0.8174
167.1054,115.0773,0.6433,0.7431,0.7572,0.7354
145.3651,84.7129,0.7398,0.67,0.7259,0.9139
178.1238,115.3915,0.5554,0.7478,0.8173,0.7039
158.8713,101.9576,0.5656,0.5954,0.622,0.8008
188.0816,121.8149,0.6001,0.6407,0.7994,0.9537
175.6122,113.7636,0.6631,0.6872,0.8014,0.9645
155.8049,94.7624,0.7023,0.6346,0.6057,0.7961
164.0964,100.0609,0.6004,0.5987,0.7373,0.8375
173.2978,111.7104,0.4483,0.5442,0.746,0.9135
170.8936,113.1531,0.6363,0.7641,0.7635,0.896
164.9581,104.3445,0.598,0.5252,0.8702,1.0
150.953,83.7268,0.7439,0.7762,0.7167,0.9406
166.0347,103.322,0.6053,0.7651,0.7317,0.8385
165.8025,103.3457,0.7764,0.6701,0.8339,0.6963
146.7863,82.3896,0.6371,0.6444,0.8462,0.8875
167.7009,108.0897,0.5529,0.5828,0.6989,0.8924
166.7004,102.0847,0.5749,0.5912,0.8545,0.8763
174.8142,122.5658,0.6038,0.6529,0.8982,0.7617
161.0754,99.7397,0.6403,0.6448,0.8802,0.9595
191.5701,127.3738,0.6448,0.6701,0.8567,0.9212
154.8773,97.7043,0.5032,0.5828,0.8095,0.914
154.4681,92.1827,0.659,0.7617,0.7316,0.9028
150.4378,90.6838,0.4924,0.6251,0.8285,0.8062
165.6047,101.7408,0.6289,0.6506,0.6842,0.7493
160.728,101.7503,0.7636,0.6513,0.8113,0.7405
177.7662,112.3855,0.4865,0.6533,0.6298,0.8671
175.0768,113.3741,0.6852,0.7238,0.7923,0.956
149.3816,89.1183,0.6551,0.6973,0.8064,0.7909
171.3057,106.7897,0.5954,0.6157,0.6826,0.8394
163.7448,102.4838,0.6436,0.7434,0.6862,0.9291
185.6092,123.8972,0.7788,0.6192,0.6445,0.8761
166.4535,103.3716,0.7397,0.7608,0.6856,0.7232
173.5121,112.8556,0.6896,0.8115,0.7786,0.9513
164.7023,109.1227,0.661,0.6946,0.749,0.8785
156.2882,91.9854,0.5761,0.5978,0.8097,0.938
160.1745,92.5485,0.5635,0.7809,0.8183,0.926
162.7295,100.4571,0.6627,0.7,0.8852,0.8917
173.6183,110.971,0.6837,0.7374,0.6054,0.9177
166.9894,103.339,0.6778,0.6141,0.673,0.9253
163.9501,99.0401,0.7069,0.6488,0.762,0.7537
181.9814,124.2743,0.4673,0.7133,0.7389,0.8018
181.5867,118.3449,0.5913,0.6584,0.6256,0.7051
166.1576,103.5332,0.7286,0.7186,0.7077,0.8114
165.4024,103.7882,0.5964,0.6546,0.7861,0.9139
142.6359,82.8015,0.5031,0.7597,0.6734,0.9275
148.6119,89.3251,0.5031,0.7164,0.7279,0.797
175.3284,110.1516,0.6155,0.6349,0.8747,0.9184
169.9559,114.2962,0.5945,0.7449,0.7003,0.9041
167.9652,108.5718,0.6934,0.6239,0.8599,0.8815
173.7103,112.294,0.4762,0.7047,0.7065,0.8529
162.2426,97.1149,0.7576,0.6237,0.7906,0.8337
162.7504,100.4198,0.6955,0.6821,0.6703,0.8212
151.099,92.0121,0.6756,0.6099,0.7492,0.7254
163.7145,105.1118,0.6458,0.6512,0.8165,1.0
156.8351,95.6895,0.6884,0.7674,0.8376,0.8947
149.9479,85.0106,0.7094,0.8684,0.8548,0.6899
173.2898,110.2142,0.5798,0.7759,0.7876,0.6211
159.966,93.1603,0.6366,0.7313,0.9133,0.7761
170.5162,101.0739,0.5896,0.8074,0.8891,0.9284
170.5065,107.3714,0.7583,0.6551,0.8276,0.7356
148.75,83.635,0.7192,0.613,0.8682,0.7697
155.7087,95.2487,0.6324,0.5813,0.6833,0.8063
167.3199,105.6888,0.6475,0.6141,0.8451,0.8904
179.409,111.4566,0.5582,0.6772,0.938,0.9658
172.3994,105.0328,0.552,0.657,0.7672,0.7876
153.5026,98.2247,0.5469,0.8463,0.8508,0.9577
155.7137,95.7579,0.7111,0.654,0.8464,0.7693
150.0569,89.9123,0.7265,0.7172,0.7899,0.7339
174.1936,112.977,0.7809,0.6385,0.606,0.9026
151.8656,85.5877,0.5485,0.6985,0.7036,0.8629
159.1921,102.2933,0.6915,0.6339,0.7134,0.9457
170.9738,104.1241,0.5777,0.688,0.7282,0.9193
175.693,116.0207,0.7938,0.8133,0.7374,0.7082
147.345,87.0426,0.4856,0.668,0.7793,0.8462
165.8232,98.0481,0.6374,0.8242,0.7335,0.8668
165.0188,109.561,0.4784,0.8912,0.8228,0.9327
164.494,107.4789,0.7247,0.6832,0.8586,1.0
167.5929,102.5975,0.8379,0.6819,0.7425,0.7667
159.053,97.4697,0.4734,0.8085,0.733,0.973
175.0109,109.7437,0.8681,0.7039,0.7934,0.6797
144.1712,91.3237,0.7549,0.7073,0.5927,0.8035
169.9627,103.1029,0.6024,0.6468,0.6071,0.9676
154.0413,96.8052,0.661,0.798,0.8215,0.788
168.7638,104.1236,0.5086,0.6736,0.7352,0.8813
174.7656,106.6832,0.7033,0.6774,0.7673,1.0
148.8757,87.8717,0.5006,0.6955,0.7852,0.9444
165.599,104.3346,0.6111,0.5664,0.7546,0.9458
180.1283,124.3797,0.7235,0.7214,0.6222,0.8759
162.2419,106.1523,0.6425,0.7535,0.6433,0.8865
149.6462,95.5695,0.7703,0.5552,0.7618,0.9027
184.3138,120.6201,0.667,0.6,0.6931,1.0
183.2972,123.3052,0.6231,0.5277,0.7172,0.7003
181.2395,112.0471,0.5197,0.6799,0.929,0.7543
150.1664,90.2182,0.6825,0.63,0.6604,0.8298
149.7095,92.2714,0.5413,0.7287,0.694,0.8503
163.0047,102.112,0.7435,0.8209,0.7446,0.8683
183.3591,119.5371,0.621,0.7849,0.7712,0.9018
171.8516,111.5223,0.744,0.6291,0.5916,0.8007
162.2337,96.5174,0.6177,0.7198,0.7146,0.889
191.8766,129.4088,0.6475,0.6816,0.7853,0.7746
159.7456,102.0709,0.6765,0.6462,0.7801,0.8659
163.695,102.4252,0.6922,0.5956,0.8521,0.9284
179.354,119.0344,0.6271,0.5858,0.8372,0.9238
177.1991,110.8501,0.6569,0.6089,0.7475,0.7868
180.9879,124.882,0.6379,0.6944,0.7694,0.9204
143.5051,82.5979,0.6048,0.8331,0.7695,0.8652
177.0225,108.5594,0.6522,0.6354,0.7407,0.8735
170.2028,108.2612,0.6399,0.7861,0.6579,0.8636
155.6637,92.4845,0.5877,0.9282,0.9211,0.7362
161.9433,97.3872,0.6834,0.6351,0.8153,0.9268
155.7756,93.0855,0.5366,0.5429,0.7262,0.9439
170.3416,108.4364,0.6512,0.6799,0.82,0.7663
144.228,83.8289,0.7045,0.6277,0.6371,0.9123
145.6166,82.6468,0.6712,0.6299,0.7123,0.802
168.2068,111.2036,0.7845,0.6785,0.79,0.7691
179.0006,117.8672,0.6662,0.8529,0.8048,0.8817
174.1673,115.8354,0.7433,0.789,0.777,0.9474
165.9735,105.2547,0.6104,0.5479,0.7572,0.944
169.492,110.4572,0.599,0.7577,0.7383,0.9563
161.0498,96.6347,0.7037,0.5951,0.7417,1.0
151.7751,102.0098,0.6931,0.6309,0.7461,0.9312
152.6768,95.7164,0.7203,0.6231,0.8069,0.7496
188.4807,126.2798,0.6035,0.8108,0.7089,0.8767
171.524,111.9916,0.8607,0.7342,0.8127,0.8757
200.8981,140.8465,0.8369,0.7022,0.6945,0.8909
184.8923,113.8646,0.5473,0.7039,0.7403,0.9643
175.2812,116.3029,0.7043,0.6496,0.8066,0.9241
163.0087,104.3626,0.6742,0.6331,0.7474,0.8489
154.8916,94.3289,0.8336,0.7503,0.7604,0.8733
205.2718,142.1553,0.6493,0.7761,0.8728,0.8578
140.6156,86.3731,0.5986,0.6666,0.8255,0.9307
155.6262,95.0491,0.6449,0.6273,0.6848,0.9372
177.0994,114.3311,0.6457,0.7472,0.7795,0.9152
170.9561,104.8462,0.7231,0.7821,0.731,0.7955
181.3233,116.1633,0.5083,0.6109,0.7156,0.9176
165.6516,105.9266,0.6317,0.5568,0.9049,0.9581
196.3536,132.6352,0.7501,0.7137,0.7942,0.761
169.7052,103.0792,0.6198,0.8151,0.7738,0.7515
176.9967,112.3003,0.5799,0.6701,0.7476,0.8303
172.5025,106.4376,0.6474,0.5088,0.7828,0.8764
163.9564,106.4178,0.6374,0.6303,0.8833,0.8257
165.9227,101.8715,0.8215,0.7232,0.8072,0.8195
161.2856,101.9841,0.5377,0.6587,0.6619,0.852
173.5928,109.5312,0.7498,0.7651,0.6233,0.852
169.0849,107.4843,0.6298,0.7724,0.7518,0.9588
176.8889,126.0288,0.7095,0.5456,0.6187,0.873
159.5631,93.9875,0.5715,0.6688,0.711,0.5656
158.2091,99.0146,0.7315,0.6968,0.8628,0.8693
153.909,86.7243,0.7072,0.6534,0.8433,1.0
171.5336,112.0546,0.6625,0.7275,0.7815,0.957
169.415,114.0185,0.5656,0.7638,0.8183,0.9571
152.0936,92.2742,0.5496,0.7301,0.6637,0.9374
160.5013,98.8757,0.7463,0.5611,0.7997,1.0
168.6454,105.0914,0.7298,0.7878,0.7818,0.7112
181.1725,114.1865,0.6488,0.7092,0.7175,0.8797
185.0829,122.6605,0.7201,0.873,0.6195,0.6769
169.2403,105.6026,0.662,0.6906,0.7408,0.77
166.8308,106.7349,0.6974,0.7033,0.8154,0.7891
172.5672,110.5415,0.6759,0.6308,0.8225,0.8233
147.8416,84.4365,0.7464,0.6965,0.7648,0.8497
154.8417,92.7682,0.6185,0.6775,0.797,0.9478
191.6404,127.5885,0.5674,0.6292,0.8071,0.8155
169.66,106.5363,0.7488,0.6637,0.9121,0.8649
