max,min,CPF,ICRO,STO,Rand
157.6501,102.0963,0.6207,0.6349,0.7583,0.6543
156.5769,85.722,0.5187,0.6942,0.7337,0.827
169.6692,107.4396,0.6599,0.7193,0.6762,0.7961
176.3419,111.5301,0.5406,0.6832,0.547,0.7437
163.1631,104.3812,0.6361,0.5813,0.4743,0.8017
157.0417,96.9115,0.555,0.6917,0.6537,0.8891
157.2998,90.9904,0.5986,0.6882,0.7551,0.8575
180.5659,120.6385,0.6399,0.5972,0.7495,0.9002
147.9129,88.38,0.6018,0.6343,0.6458,1.0
179.3187,114.0115,0.5669,0.7583,0.5956,0.7336
166.7787,107.5509,0.7419,0.6955,0.7433,0.7785
172.5878,113.7374,0.637,0.6782,0.6674,0.9556
224.1466,154.2499,0.6408,0.6887,0.7159,1.0
144.1967,88.0876,0.6572,0.65,0.7836,0.8322
145.0629,77.9204,0.6123,0.6418,0.7161,0.7571
162.2061,94.3255,0.6056,0.5655,0.6182,0.9229
183.6083,117.6986,0.641,0.7707,0.6986,0.8785
176.8396,109.6505,0.8108,0.7118,0.501,0.9067
167.8788,105.1735,0.5983,0.7402,0.8557,0.7357
188.5139,130.0612,0.7207,0.7631,0.6111,0.6864
144.5615,81.686,0.6586,0.6243,0.4589,0.8286
168.058,106.5667,0.6408,0.6899,0.5329,0.9498
160.3326,98.5879,0.6908,0.5969,0.6956,0.6207
198.0696,135.0024,0.6081,0.7435,0.6568,0.861
151.0476,100.9766,0.6534,0.5676,0.6229,0.829
163.5402,103.1261,0.5434,0.6767,0.6671,0.8627
173.559,118.0647,0.664,0.6527,0.7043,0.9348
152.7545,98.3959,0.6033,0.6786,0.6588,0.7522
145.9469,90.768,0.6131,0.6684,0.7664,0.7926
155.7014,94.1486,0.7116,0.6802,0.5823,0.9234
164.7897,106.8854,0.684,0.6762,0.7598,0.8352
152.5718,95.7441,0.6297,0.7305,0.736,0.9561
166.5542,105.2114,0.6448,0.7526,0.6649,1.0
143.9165,83.7518,0.4766,0.8828,0.675,0.778
168.4718,109.548,0.7128,0.6716,0.5565,0.8168
194.3868,125.0355,0.7096,0.6927,0.7723,0.8407
172.4359,109.6952,0.6406,0.8315,0.8055,0.8753
183.3552,122.1466,0.7052,0.7365,0.5503,0.8072
179.5757,119.573,0.6736,0.6576,0.6135,0.7808
146.2324,83.9756,0.6635,0.701,0.5479,0.7423
162.7422,101.2756,0.6156,0.6489,0.8628,0.8722
180.008,113.4095,0.5452,0.7702,0.8029,0.7161
169.711,111.579,0.5678,0.8047,0.707,0.8549
169.9059,106.8374,0.6219,0.7311,0.483,0.8311
171.7351,111.3774,0.5346,0.6766,0.4732,0.7591
190.7995,130.4349,0.6657,0.7446,0.6343,0.8664
162.882,102.8895,0.5732,0.6751,0.7282,0.8251
148.7786,89.6772,0.5342,0.844,0.5015,0.8703
161.5133,100.9652,0.551,0.6955,0.6385,0.8954
168.8403,110.3024,0.5332,0.5276,0.6978,0.8715
167.0595,98.272,0.4017,0.6001,0.6753,0.624
168.0305,104.1739,0.5949,0.7666,0.838,0.8504
173.2145,115.0124,0.6641,0.6618,0.8117,0.8831
170.8556,112.87,0.7306,0.5875,0.7014,0.7755
161.3764,92.8613,0.583,0.5922,0.6469,0.9055
165.0735,109.1458,0.5401,0.6794,0.7702,0.7424
178.239,120.2672,0.5322,0.7499,0.6425,0.9616
166.5322,104.4473,0.7219,0.6272,0.5994,0.7264
182.661,113.8607,0.3895,0.646,0.5972,0.757
159.2919,102.2485,0.7082,0.7893,0.8224,0.8874
160.3855,98.4433,0.5298,0.7818,0.6285,0.8029
157.4684,100.5109,0.6116,0.7436,0.8407,0.6317
167.4505,106.658,0.6863,0.6924,0.6682,0.7602
170.7233,111.939,0.7594,0.7062,0.701,0.88
186.4034,114.4241,0.6353,0.663,0.6378,0.7813
166.1243,104.0449,0.7665,0.7537,0.4437,0.5988
162.8462,101.8772,0.7175,0.6624,0.6856,0.8505
185.118,123.5885,0.7906,0.7112,0.9324,0.9484
168.494,107.6228,0.681,0.8928,0.7936,0.8703
155.9804,99.289,0.6717,0.8036,0.7101,0.7377
171.3659,109.4063,0.613,0.5672,0.7048,0.6759
189.3181,126.8715,0.6049,0.5769,0.7936,0.965
172.1826,109.7436,0.6163,0.724,0.5449,0.6629
141.7728,79.1653,0.5217,0.5169,0.6527,0.7409
152.5404,88.3261,0.5718,0.6335,0.8241,0.7372
190.396,125.8741,0.7208,0.7275,0.5353,0.8043
156.8157,93.0106,0.5971,0.5841,0.5008,0.8884
193.606,131.7771,0.6726,0.7525,0.6556,0.8887
161.8469,92.4065,0.6993,0.5695,0.7818,0.8689
150.6677,91.9068,0.626,0.5141,0.6482,0.8921
178.0827,112.9046,0.6768,0.7827,0.699,0.9858
154.0141,96.2472,0.5213,0.821,0.6939,0.6921
156.406,97.3616,0.706,0.7029,0.6411,0.7034
156.9902,93.9625,0.5435,0.8005,0.645,0.7997
178.9385,122.4313,0.6928,0.7817,0.7083,0.8715
165.5214,105.8362,0.5922,0.6599,0.5585,0.7469
169.0741,110.5329,0.7785,0.5845,0.6144,0.911
168.9239,109.1525,0.5875,0.7571,0.6413,0.82
164.8328,102.8901,0.6934,0.5951,0.7171,0.7147
143.5899,89.8794,0.6059,0.7459,0.7172,0.7603
193.6495,133.2173,0.5465,0.6525,0.4959,0.711
172.3739,110.8702,0.6763,0.6895,0.7105,0.7954
137.8367,81.8911,0.7584,0.6762,0.7912,0.847
174.0013,114.5697,0.6785,0.6635,0.7028,0.8717
162.3121,98.5512,0.7595,0.7295,0.7805,0.9213
186.9397,127.5996,0.5423,0.7269,0.6429,0.7424
168.3304,106.1694,0.5832,0.5903,0.7651,0.795
192.2547,125.8649,0.6377,0.6873,0.7295,0.7223
171.3196,111.0623,0.7062,0.6973,0.613,0.7926
166.345,102.8129,0.7592,0.7342,0.7213,0.7999
161.2381,102.3887,0.5951,0.7091,0.6259,0.8039
158.2186,101.6104,0.5809,0.6566,0.6396,0.8737
173.7577,109.6675,0.6905,0.6789,0.7109,0.6623
162.3448,94.2722,0.6131,0.6945,0.7934,0.9572
188.3773,126.099,0.6042,0.6866,0.5751,0.8471
172.0998,104.0225,0.6629,0.5974,0.5018,0.7945
155.5638,89.0622,0.6282,0.5547,0.6647,0.6444
192.7299,133.8022,0.609,0.6713,0.5215,0.8748
171.8454,108.745,0.69,0.7134,0.6666,0.7568
140.4396,76.8325,0.6458,0.6835,0.6625,0.7388
154.1353,92.2665,0.5053,0.6912,0.7673,0.8471
135.1756,76.8873,0.5507,0.7127,0.606,0.6782
161.3438,93.7651,0.4902,0.5728,0.8497,0.7398
150.5265,88.7097,0.688,0.5251,0.8013,0.8735
163.2427,105.7115,0.6317,0.7054,0.7559,0.879
141.1917,79.9828,0.7708,0.7416,0.6267,0.8697
166.8334,110.2726,0.4933,0.7068,0.7351,0.8808
168.6793,107.1044,0.551,0.8782,0.6491,0.7109
156.4774,94.1342,0.5891,0.6409,0.6651,0.5645
164.0093,108.2444,0.5771,0.7152,0.6595,0.857
159.3035,97.6095,0.669,0.5974,0.6344,0.9441
169.3587,112.9193,0.5507,0.6825,0.5074,0.8732
167.2829,103.3916,0.6763,0.6684,0.6678,0.8788
165.9865,101.8996,0.6764,0.7211,0.8114,0.8708
165.2084,107.1122,0.6174,0.6645,0.7607,0.9155
164.1308,102.3924,0.6953,0.6321,0.5852,0.8769
176.2757,115.1115,0.702,0.6001,0.7525,0.7855
178.8529,125.2705,0.646,0.6743,0.7305,0.8035
171.1555,106.8418,0.7935,0.7609,0.6725,0.8578
169.3392,110.7764,0.6529,0.7136,0.6402,0.8258
169.5113,106.3587,0.6112,0.8875,0.4813,0.737
170.0367,104.4986,0.6887,0.6994,0.6715,0.6921
156.4311,93.8839,0.7211,0.6316,0.5602,0.6796
168.5754,99.0552,0.6897,0.8483,0.749,0.9501
200.4991,137.877,0.5905,0.7499,0.5602,0.9451
152.9556,88.6247,0.7013,0.6502,0.6176,0.9441
163.9065,97.9572,0.635,0.7629,0.8428,0.9333
156.6131,101.7856,0.6809,0.7794,0.5202,0.7125
