max,CPF,ICRO,STO,Rand
648.5919,312.2416,359.6153,503.4543,569.0993
641.1519,357.9273,342.4432,486.9084,553.8386
615.7189,337.4914,342.279,496.2037,509.8044
612.4537,416.9916,422.1662,491.8899,520.7322
630.2238,401.3824,401.4506,524.1031,527.2262
635.3459,309.5369,310.8282,476.654,495.7957
672.5893,387.9763,432.1378,498.7605,551.4178
617.1587,348.6211,360.3148,482.1898,489.6195
580.9464,315.9935,366.0326,468.0581,535.4131
604.6522,354.6015,375.0284,492.9542,536.4467
685.6392,424.3904,406.1185,555.6085,580.6772
604.2721,338.9981,328.7424,519.66,537.4258
608.0287,383.8132,323.7627,481.4632,521.0894
612.7173,345.7792,300.2003,469.8409,518.834
636.5808,445.9487,418.4659,509.7237,539.8298
589.2425,349.0002,382.8064,479.0182,544.4625
636.9249,363.3842,353.6797,478.9441,511.0622
690.0841,441.1149,440.463,539.5511,604.9901
640.9859,343.767,364.9131,517.1369,578.9234
616.4279,288.3002,295.3032,460.3383,504.7201
565.2539,324.3214,295.7187,415.3788,481.2795
576.3598,386.7094,370.3679,466.0079,496.0384
660.7776,404.8884,448.1747,527.4521,562.6898
607.4915,341.0871,324.8295,476.8345,493.437
616.1214,367.7067,292.2044,472.6486,536.1999
671.8176,385.1623,392.8053,536.5212,581.8371
623.762,374.822,320.6236,453.6845,508.0846
578.171,332.3626,350.6021,434.5062,489.2886
604.1784,365.8174,305.0004,464.0612,504.839
586.3412,362.7969,355.5138,410.1955,470.0062
682.0564,433.2016,397.5763,542.4272,517.1555
607.3344,395.1136,384.4456,488.0396,531.4034
596.2785,367.221,356.4978,511.2731,508.8518
665.5231,394.1079,366.7595,536.7687,572.7117
618.5406,342.0262,331.5567,468.6427,489.8028
601.5573,369.0667,372.6557,464.6746,484.6101
732.7199,431.3564,467.826,609.4714,631.6938
699.4914,437.1846,317.0032,532.4719,558.4159
669.2314,419.0884,416.6855,505.3924,530.4751
689.7767,401.3119,359.6052,559.8232,564.6854
674.6786,439.0263,370.692,565.323,568.3206
625.3858,314.1123,301.6339,482.8488,486.2709
721.772,420.4962,398.6259,582.1705,590.0792
637.1519,392.6474,383.8101,440.5276,537.5301
673.1352,425.9262,350.7352,530.5353,557.5473
590.0973,339.3425,334.7591,418.6739,441.3663
602.2039,396.6907,320.6441,474.7657,498.944
659.9998,448.8765,370.6354,523.0113,567.8598
650.6995,402.154,422.8213,487.0916,481.5889
658.1306,423.0963,438.1618,461.8188,554.3476
655.9145,356.6546,347.7185,489.4175,571.116
605.6357,325.784,355.9812,410.3243,525.5837
627.0963,390.0407,378.8973,486.2961,529.5179
607.3457,356.0097,367.6809,404.9024,472.6305
647.8975,419.0751,400.6994,496.0679,530.5268
709.4732,507.417,492.238,580.2423,627.5334
617.1492,377.2491,358.514,446.9364,498.1685
604.7279,361.9422,318.4318,459.9166,508.4693
638.4265,370.6161,398.8329,547.5454,573.5889
637.1245,370.8549,330.4281,516.0653,473.502
626.983,284.3779,335.7046,507.7813,513.8526
600.4194,313.9254,358.0635,474.3771,473.8418
658.8472,416.3833,392.5451,497.4457,491.1183
695.345,493.8366,448.2681,531.5127,564.9949
643.5006,340.0577,302.3143,510.271,510.9989
667.2192,403.8557,378.0633,559.2651,602.6045
594.8018,390.3755,321.7252,468.9163,473.4355
652.6442,416.0526,366.0724,495.7827,550.7591
629.9481,376.314,361.5218,505.3321,570.8094
597.252,425.2001,337.048,505.4168,518.0069
640.2127,356.8759,386.129,472.8677,518.484
639.668,410.5375,336.1654,508.2475,520.4196
600.3148,358.2662,376.4846,465.1436,493.9778
628.275,376.5789,338.9152,471.4535,524.4904
599.9982,365.0653,358.8601,471.4144,503.1899
621.5569,404.58,366.4614,432.8129,483.5655
626.5828,322.7135,356.6395,500.2096,534.5582
647.5822,392.341,389.7297,494.5604,529.9278
657.6489,393.1147,354.835,495.0287,578.3327
633.4463,376.8464,356.615,511.6276,524.7586
649.0372,350.0786,408.2411,462.6052,551.7522
596.2294,394.855,388.903,483.0648,514.1157
693.2107,444.9569,449.1468,569.175,555.6819
620.786,423.08,396.9597,483.4242,539.5529
660.842,388.1673,373.3072,495.8354,545.5345
639.1136,404.3494,311.3005,496.3526,538.5148
662.012,421.3935,439.2427,536.8139,588.558
673.1425,487.6598,458.4921,550.0129,609.2168
632.0575,401.5726,352.2947,518.0379,506.9095
692.4521,392.1851,395.9497,530.9623,562.9242
546.7762,342.141,302.3133,388.0555,440.2372
621.2625,326.8872,378.2034,480.1421,514.9762
608.154,380.7208,325.9473,467.8494,527.6531
624.7497,390.7318,355.5187,513.0162,550.2767
605.5836,280.746,356.319,446.1605,460.4056
668.7486,446.865,326.8948,498.5743,555.29
650.4772,434.2198,378.7794,518.8657,557.0428
590.3964,344.7915,293.4807,445.8133,443.7111
679.8196,428.7224,360.7497,544.4176,514.0774
613.0408,398.4131,355.1208,489.976,514.6787
659.37,405.8973,449.5781,536.9922,561.5726
619.7876,386.1234,313.3339,484.7271,499.552
691.2022,372.5239,427.0693,544.7235,546.4306
650.587,452.6054,413.4275,542.5338,569.134
628.5043,380.9346,370.0283,444.951,544.2529
597.108,426.4498,364.477,478.0322,492.7882
562.447,343.2599,382.5275,427.5753,439.3266
630.5173,468.1178,385.3868,502.7436,562.0659
628.8375,385.6407,395.5282,499.048,524.0262
646.7953,415.338,414.7448,519.6693,545.9171
659.6746,461.2957,314.6315,508.7587,510.8152
608.0541,430.0926,392.1052,517.3111,519.7608
638.4182,392.9271,363.7139,511.3732,561.3328
646.4874,420.1288,397.7547,468.9003,535.1764
629.5053,411.9113,414.8073,535.7205,569.6531
599.3893,399.6788,392.2251,488.0066,496.4982
620.6542,397.202,342.9835,505.9701,529.7748
672.8097,435.9279,363.3661,534.6461,545.6274
621.9223,386.9879,323.301,501.7229,535.508
676.426,457.6473,406.3719,517.4676,570.719
671.51,477.3219,400.8712,538.1381,559.5142
607.9573,363.4508,323.5006,496.9868,491.9407
636.4358,444.9552,334.2375,549.7925,553.8119
636.7756,366.9361,365.6219,450.7199,527.112
635.7319,436.432,395.528,535.4454,572.9575
604.5887,357.6865,332.6956,506.7462,552.7155
600.3211,376.867,341.9796,452.7943,489.7097
639.0496,360.7642,375.3313,508.4129,470.0021
588.1529,361.8531,348.5923,417.0916,421.8642
658.0572,371.7248,398.1945,446.4997,544.6388
642.1355,401.8433,419.1412,537.774,581.0241
609.6512,417.008,340.8505,508.9562,522.2631
600.0592,389.3474,323.4475,507.9164,552.8087
595.3042,389.3427,303.1301,416.1396,475.8087
635.0088,358.2291,397.4219,478.9712,561.1063
611.0354,396.9159,408.8051,456.4796,510.5145
627.8383,351.5415,377.2116,464.5354,530.0285
633.3474,348.7111,398.6629,524.0674,533.7466
650.7965,364.1088,410.0002,510.0522,572.8504
605.9569,353.3276,282.1442,440.2214,506.0293
613.2242,391.9928,358.1809,500.9312,497.3444
619.9453,362.1689,314.5526,479.1514,522.0164
590.0831,371.9752,352.4744,443.8991,488.9778
632.6631,360.4788,356.828,501.7038,540.6855
660.6715,390.1289,352.37,567.2819,545.5135
651.0249,372.21,383.6363,492.4788,545.767
620.817,378.776,363.5433,515.0017,538.5089
626.019,335.4873,409.912,491.4917,540.4315
653.8473,406.0345,412.0645,513.2713,524.605
667.8883,415.0258,401.8674,525.6978,575.4521
645.4529,419.0242,375.8114,531.553,566.7842
642.8186,352.3799,366.2948,496.7516,521.836
591.5215,385.5138,340.3996,479.1198,483.8682
646.4992,361.5553,342.1708,532.7135,569.6754
683.8452,411.5217,500.7033,509.018,551.6239
576.7796,348.6033,276.1415,454.9483,483.3061
662.0571,415.4571,414.2147,492.9686,490.7595
694.6779,417.9761,468.1963,539.9266,571.1187
612.126,371.1926,354.1599,451.5152,488.9645
668.111,462.9939,402.6571,515.3122,575.2074
611.0873,348.4519,315.7233,459.8241,515.8755
596.368,330.8325,350.4701,460.6775,519.7963
674.0847,464.8568,390.9877,523.6459,591.3032
593.6912,427.7158,354.5858,495.6978,526.976
676.8263,392.304,421.7149,505.7053,515.9143
