max,CPF,ICRO,STO,Rand
294.2745,168.116,150.9361,133.3372,178.7891
255.9569,154.9257,146.5332,142.7809,180.3269
269.6223,151.571,144.0435,149.1444,160.8567
270.3438,138.6681,126.2762,156.3356,130.6531
271.3649,149.1353,152.4349,195.1686,194.8276
265.1741,154.621,134.199,131.6719,156.19
271.5802,179.046,128.3398,128.2797,164.6021
287.7616,168.596,150.8349,156.5619,229.6205
317.204,157.5981,154.9256,170.4064,196.0691
272.8377,188.8232,176.9052,159.2617,165.6159
268.9052,151.3102,164.7235,130.5528,164.3829
299.0879,182.1828,157.8966,143.7382,167.1916
279.2582,184.0505,156.9022,203.1682,192.1927
267.6952,153.6908,130.3934,125.1536,186.0288
291.2287,143.822,121.3769,178.5037,184.1352
276.6842,149.3896,148.3713,164.0961,226.0354
296.9462,158.3109,184.6814,204.2935,200.0631
265.8493,172.1335,169.8833,182.2704,194.3709
305.5626,182.4359,176.7775,212.933,213.6934
304.1246,179.1944,176.8844,165.465,185.9511
288.8129,163.129,179.0452,207.3441,176.9956
259.1246,175.2227,141.4223,185.7746,176.6694
307.6322,173.4251,150.2437,184.3724,193.4745
259.5823,128.5366,119.1232,171.3268,183.8782
268.4385,146.0783,139.4665,165.612,163.1791
306.127,189.9684,176.0285,215.3266,216.6339
269.1659,165.3807,159.5756,147.7428,194.8287
282.3815,156.4793,151.4258,195.4904,248.334
283.4963,155.0896,147.9207,185.9046,198.4504
247.1179,146.4698,130.2306,127.5864,175.7616
312.8568,166.8125,128.0586,198.3795,228.1767
270.3764,119.4666,164.0179,180.4727,208.5965
284.6803,173.046,159.6029,158.2633,182.041
288.2149,200.7767,179.7335,161.2089,199.0834
300.8158,178.5074,176.7736,196.9279,197.3825
282.1124,157.0478,157.4271,166.0395,228.1617
344.1896,151.5046,189.007,241.6583,251.129
264.4383,129.1005,121.3194,122.2123,207.4648
280.2613,129.0426,160.9736,162.9741,206.5704
322.3478,135.0368,147.0165,146.2055,202.0102
285.9872,163.2781,160.4431,188.3491,221.2534
308.189,162.2992,156.0587,196.1024,184.5066
258.6868,170.6288,124.5024,121.0465,179.2357
270.213,172.1531,158.552,185.6219,173.1444
306.8444,187.7878,178.1724,209.5343,215.3216
299.3866,195.4649,121.3235,205.1177,231.9594
289.1021,144.5921,124.2256,128.7976,191.4688
289.384,130.1106,146.6998,138.5168,193.2758
253.6924,183.7621,154.2882,163.2643,175.0199
301.6505,143.1858,172.5944,223.5619,218.3184
289.4825,136.469,134.166,215.1603,221.444
