max,min,CPF,ICRO,STO,Rand
41.0,14.0,0.4074,0.6667,0.2593,0.8889
41.0,14.0,0.5185,0.5926,0.2222,0.963
41.0,14.0,0.4074,0.6667,0.3704,0.963
41.0,14.0,0.6296,0.5185,0.2963,0.963
41.0,14.0,0.6296,0.8148,0.2593,0.8889
41.0,14.0,0.2222,0.5926,0.2222,0.8889
41.0,14.0,0.4815,0.5556,0.037,0.8519
41.0,14.0,0.5185,0.7037,0.1111,0.963
41.0,14.0,0.6296,0.5556,0.2222,0.9259
41.0,14.0,0.5926,0.5556,0.2963,0.8889
41.0,14.0,0.6667,0.6667,0.2593,0.963
41.0,14.0,0.5926,0.4444,0.3704,0.7778
41.0,14.0,0.4074,0.7037,0.2593,0.8519
41.0,14.0,0.4444,0.5926,0.2593,0.963
41.0,14.0,0.5926,0.7037,0.2222,0.9259
41.0,14.0,0.4074,0.5185,0.1481,0.9259
41.0,14.0,0.4444,0.5926,0.1111,0.9259
41.0,14.0,0.3704,0.7407,0.1852,0.8519
41.0,14.0,0.4815,0.7407,0.2222,1.037
41.0,14.0,0.3704,0.7778,0.3333,0.7407
41.0,14.0,0.5185,0.6667,0.0741,0.7778
41.0,14.0,0.5185,0.6296,0.1852,0.8889
41.0,14.0,0.4074,0.5926,0.3333,0.7778
41.0,14.0,0.5556,0.6296,0.2593,1.0
41.0,14.0,0.4074,0.6296,0.1481,1.0
41.0,14.0,0.5926,0.5926,0.1481,0.8519
41.0,14.0,0.4074,0.4815,0.3704,0.8519
41.0,14.0,0.4815,0.6296,0.2593,0.7778
41.0,14.0,0.3704,0.5926,0.1481,0.8889
41.0,14.0,0.5926,0.5556,0.1852,0.963
41.0,14.0,0.4074,0.6296,0.1481,0.963
41.0,14.0,0.5556,0.5926,0.1481,0.9259
41.0,14.0,0.6667,0.7037,0.1852,0.8519
41.0,14.0,0.5556,0.7037,0.1852,0.8889
41.0,14.0,0.4815,0.5556,0.2963,0.8148
41.0,14.0,0.3704,0.7037,0.2222,0.9259
41.0,14.0,0.5556,0.7778,0.2222,0.9259
41.0,14.0,0.4815,0.7037,0.3704,0.963
41.0,14.0,0.4444,0.5926,0.1481,0.963
41.0,14.0,0.5185,0.6296,0.2593,0.8889
41.0,14.0,0.4815,0.6667,0.1481,0.9259
41.0,14.0,0.6296,0.6667,0.1111,0.8889
41.0,14.0,0.4444,0.5926,0.1111,0.7778
41.0,14.0,0.5185,0.7037,0.0741,0.9259
41.0,14.0,0.4074,0.6296,0.1111,0.963
41.0,14.0,0.6296,0.5185,0.3333,0.963
41.0,14.0,0.4074,0.6296,0.3704,0.8889
41.0,14.0,0.5926,0.5926,0.2963,0.9259
41.0,14.0,0.4074,0.5926,0.1481,0.963
41.0,14.0,0.5185,0.4815,0.2593,0.8889
41.0,14.0,0.6296,0.5926,0.2593,0.963
41.0,14.0,0.5185,0.6667,0.2593,0.8519
41.0,14.0,0.5926,0.5926,0.2963,0.963
41.0,14.0,0.5556,0.6667,0.1111,0.8889
41.0,14.0,0.6296,0.7037,0.1481,0.9259
41.0,14.0,0.5926,0.7037,0.3333,0.963
41.0,14.0,0.5185,0.4444,0.1111,0.8889
41.0,14.0,0.4074,0.5926,0.1852,0.8519
41.0,14.0,0.3333,0.4444,0.2963,0.9259
