max,CPF,ICRO,STO,Rand
470.9874,302.4366,296.7585,382.3365,346.4045
455.4883,346.6759,290.5623,386.2317,380.4798
467.4335,284.2086,317.3809,374.0435,310.8428
457.8534,306.2318,293.5841,375.8111,413.1646
435.3628,256.4051,331.5815,354.778,356.5145
465.7781,320.8548,318.7933,374.1087,369.2638
439.4616,315.2918,286.3677,335.1466,383.1967
437.9375,301.1831,308.5988,349.5967,362.9389
492.3663,326.7725,302.7671,416.2612,432.4621
454.5038,258.0926,345.0207,364.3919,330.9711
434.457,253.0903,340.3243,319.7884,343.8309
447.8547,266.6696,356.1432,349.7971,364.7729
460.5699,369.8159,357.2151,384.9993,360.0696
462.5008,279.8385,359.4558,370.1628,382.2751
456.7031,334.7577,333.4197,363.649,384.7661
430.0729,264.5225,275.0112,365.8712,356.4005
446.0932,324.6406,332.8725,350.9948,362.9631
427.2131,318.3301,307.0989,344.3363,366.552
444.551,281.0898,312.1994,362.7128,398.8745
414.7213,244.1143,261.4997,295.7805,365.0851
462.2459,305.4653,362.4137,367.8415,404.2731
453.6736,256.7968,286.1301,384.6784,366.2143
456.6485,299.8506,280.4201,360.9848,382.613
445.5329,333.1436,295.6816,354.2275,355.7349
410.4993,289.5039,313.9053,319.9657,343.1206
478.9728,291.0129,387.984,416.3879,389.8962
446.0622,302.0487,275.0376,350.3103,380.3103
494.9331,321.9477,343.8669,408.9185,434.5364
432.2048,257.8865,345.4972,324.0943,345.3624
460.1256,251.6047,348.1367,331.0162,398.8199
456.7634,340.8137,351.4135,380.8524,363.3893
476.371,324.2427,300.6361,331.3521,359.592
435.1907,257.2818,283.9199,351.5911,344.7501
479.2116,391.499,331.487,372.0362,406.5306
461.9351,338.9433,343.5519,370.508,385.4977
456.5684,335.5556,293.0916,367.1529,374.5103
466.4862,261.3927,349.9478,366.3232,388.2874
402.5872,288.6196,300.8327,318.5054,338.4122
470.8775,283.6122,363.9665,358.7382,369.927
450.7951,253.0018,341.767,352.0517,373.9829
449.3433,349.0494,275.001,363.4631,361.5806
428.3121,264.5249,269.6766,378.7437,342.2501
464.8082,313.6145,317.2771,365.8691,380.1263
488.3282,304.4878,308.5861,417.0563,392.0249
426.2114,293.7491,333.8523,360.0618,358.6127
447.0796,286.69,247.9926,327.7332,335.4784
451.2156,320.2598,284.0366,354.9582,379.7435
453.4831,289.0705,350.7095,369.1157,387.2244
496.2204,351.6699,341.5036,416.4672,415.7875
433.1684,285.713,323.7124,353.4571,373.6723
473.635,316.3414,351.2588,383.83,376.9371
441.5973,268.5509,291.0572,353.5452,377.2033
501.2028,392.7143,324.9246,387.3259,384.2314
479.2765,345.2692,352.2616,413.0049,411.3769
449.0725,285.9824,273.3244,345.7857,374.2846
439.295,313.0253,297.8033,346.3568,358.7396
492.8739,307.4476,365.3965,411.6938,409.025
455.2353,280.5523,353.9585,383.3489,392.9763
466.0645,341.1578,302.7006,375.8957,398.6683
439.664,309.6463,284.9413,348.9957,354.9077
473.5239,290.3687,370.623,377.5252,395.3351
492.258,325.127,311.7368,363.6566,398.9067
474.7243,324.5935,287.3949,334.6977,354.9143
477.6067,339.0266,333.521,403.3599,381.2557
451.6778,271.5763,336.4861,336.2853,401.8894
473.3421,289.8672,381.7818,377.0127,410.0206
483.6927,324.8421,300.7655,377.9134,396.6481
463.9781,272.9607,367.2229,366.2086,381.0099
430.269,294.4951,274.868,343.4672,340.6374
454.4311,289.2526,343.1111,373.766,373.6549
406.5937,297.234,245.1036,345.0136,344.9208
476.7551,344.3153,287.5874,398.3458,377.3769
439.6449,272.1573,362.7167,361.2775,348.9126
438.1738,313.0126,295.8076,331.994,365.2007
430.2347,247.3414,274.8468,371.87,388.0436
469.4626,352.3181,327.8589,356.5831,379.8843
458.8415,259.0802,350.9226,367.4273,388.4202
473.3699,336.0049,332.7875,349.4364,407.5289
462.6821,312.5305,365.6215,387.8858,356.0614
448.4198,274.8511,372.509,355.701,358.8028
444.7005,284.2549,297.0409,370.4666,347.7987
449.0117,261.3753,281.9935,402.3947,376.176
442.3688,270.0826,355.1154,345.016,367.0967
450.4126,273.5903,290.2898,355.0643,380.9851
423.4141,313.0422,276.7333,360.5142,344.7845
430.4657,289.6597,322.791,328.3649,335.2798
474.3999,288.5337,319.7952,377.6329,391.4723
454.9512,325.0516,343.5621,353.1234,388.8844
508.9143,350.2424,297.6975,397.6549,427.447
439.6976,266.372,285.3371,355.6911,327.3077
465.7396,358.3908,290.7624,374.1584,394.7466
480.5362,289.187,343.3931,400.8752,419.2091
477.5514,307.0031,313.0125,375.5966,372.0061
440.274,280.0753,276.1565,369.7795,355.9676
412.7722,293.9564,329.9905,311.1208,347.2901
468.292,357.446,285.2763,349.9246,373.5387
485.8072,331.0631,332.4056,427.8408,428.5764
503.4699,354.4153,307.254,400.4434,423.5043
489.6835,398.9698,394.7898,427.9683,433.3334
450.1148,326.8255,275.8339,365.8681,382.7585
460.3764,362.0104,279.8272,368.7474,347.1238
446.1882,342.6653,284.899,324.1069,385.7324
492.351,349.8827,368.4812,390.4723,414.2126
459.4669,310.5466,339.4573,374.2523,399.9938
488.215,388.8307,321.2217,407.4571,404.2997
448.2681,321.103,292.488,340.4875,399.8242
462.1699,262.6533,356.3774,385.6267,371.0793
459.0173,288.5741,299.946,342.953,375.5249
405.536,249.9113,260.7136,306.9572,322.797
447.1815,281.7406,342.3647,316.7357,379.2889
432.7161,288.3938,290.2409,330.9348,362.1449
438.9611,332.9441,279.78,395.8927,401.8467
493.8001,377.3369,377.7341,388.7095,443.312
454.6695,348.7045,313.5965,360.9762,354.8133
472.6492,296.9376,285.4694,332.6364,367.7921
517.496,326.2509,361.0301,417.5737,432.1484
450.0507,320.3298,351.8579,387.415,365.3226
446.2287,274.5257,276.5518,366.0485,384.9598
470.4989,301.2082,314.2966,343.5997,384.7459
446.8493,339.2151,375.2039,374.1122,392.6888
446.8193,270.4863,277.7684,359.2782,390.4136
474.5654,303.6797,346.0766,388.4027,372.9198
435.5072,284.2426,286.6792,349.9835,359.2997
438.991,345.6113,316.8004,380.6551,368.0885
487.8696,312.9447,387.2116,430.8685,402.6611
454.7999,300.958,264.9016,351.6096,395.7624
463.3034,349.2436,363.8395,358.4646,407.0153
483.2588,338.0005,390.0674,376.5249,412.6874
423.7685,288.0432,340.588,330.7607,369.0188
422.7305,304.5075,331.8617,319.5429,352.5037
471.4379,357.9074,298.7034,366.4652,388.4789
480.4905,364.5999,325.5977,375.7006,399.1088
457.6106,332.6859,353.6835,340.1477,405.6636
449.6513,328.9382,274.845,363.9776,371.2168
459.4113,285.1741,374.891,397.5459,369.6105
443.3144,275.6756,288.421,332.7487,374.8511
457.8118,262.6835,342.6524,369.26,382.2895
423.4864,256.9174,310.6055,307.3345,326.7721
459.0944,276.3028,342.5146,336.4693,359.2932
484.6643,312.6188,312.9283,402.5823,328.0446
426.9361,328.3994,262.9975,353.6175,357.5316
407.6468,273.3703,257.2529,333.8616,362.9215
454.8016,352.0207,333.9181,397.142,385.5954
439.6968,294.8637,277.7808,334.2165,368.6794
452.4591,288.0726,361.2088,358.4095,354.4516
426.0293,258.6139,336.1942,363.5586,352.4976
470.6494,277.2233,360.8825,366.8203,387.7207
465.9583,359.2937,390.2708,385.8644,421.8081
455.4336,338.9044,368.2248,369.6773,373.9767
416.8881,309.0425,275.8814,309.4583,360.1806
455.7979,341.6918,347.2672,350.5531,385.5211
447.2499,306.704,289.1949,358.0878,355.8915
491.9844,337.4493,377.4109,353.8481,367.9461
417.3252,294.4522,320.2602,307.8205,317.2494
420.7486,263.0729,314.1839,350.0872,328.529
444.7081,267.9162,303.7011,339.9736,357.9528
443.8553,270.879,282.2461,327.7161,356.2654
414.5164,287.9065,331.8342,339.3459,332.9779
442.4643,255.9755,296.7733,361.9644,373.2707
475.8491,284.1637,382.129,351.1671,388.0275
480.1588,370.0487,388.5503,412.0184,404.3431
500.6511,360.3735,329.7896,414.8722,442.2714
490.5625,365.0881,312.8255,353.7092,406.7606
465.4999,322.8609,275.5217,341.0507,380.6369
459.963,343.745,366.8911,380.6173,348.0751
464.6616,339.9925,273.2485,373.887,370.9346
426.6808,312.2302,345.4069,359.2015,384.0628
453.6612,280.3789,297.5349,404.1553,348.7275
444.7692,336.9282,355.2044,371.864,352.0842
469.661,370.6765,379.1352,343.3327,391.5733
456.7697,322.2432,270.2151,372.7982,383.3286
402.8852,245.6944,326.0432,307.8802,334.7458
470.0506,373.3165,376.0739,375.0677,389.0656
550.7937,325.9634,422.5852,392.3774,426.8605
457.5765,284.4296,378.1119,378.8317,397.1124
501.0508,347.1736,362.0294,366.0802,404.3835
449.3433,338.0889,356.5071,359.7396,353.1678
423.5396,302.4812,341.59,314.6833,359.6331
428.6506,294.5233,302.0241,345.0164,347.9674
481.7969,293.1442,342.8382,404.8048,393.6263
446.3435,335.9489,336.7527,335.9702,371.2511
420.3941,273.8635,280.9724,320.6378,349.7549
457.2723,353.2787,291.8856,326.7298,340.4555
477.0974,342.5614,348.2902,350.498,382.6183
446.6108,313.9238,348.6167,368.2263,379.2458
438.9685,285.0461,284.5857,322.6001,349.8288
454.9031,268.1878,293.6781,349.9301,358.2038
