max,CPF,ICRO,STO,Rand
280.2507,171.3328,153.0139,257.6683,261.4294
263.2268,186.191,157.4887,224.5537,232.417
292.4168,180.0573,123.7112,229.7008,239.4144
288.2108,207.5682,180.3548,239.1649,242.6954
299.2055,228.3219,203.8981,269.6319,245.3279
301.8992,199.8123,159.9389,266.1894,269.6048
283.8429,140.2202,150.7933,205.1865,226.5626
289.3646,207.5351,189.6153,245.0041,258.1899
302.4482,184.5284,181.5191,241.4011,220.6351
301.3318,169.8279,170.475,261.504,257.4424
298.0134,173.4443,173.7196,245.9293,235.041
310.5772,213.7081,165.9657,249.0701,233.3504
278.6539,196.2045,153.6833,227.7848,226.5257
307.9244,161.2978,155.518,258.0524,259.9807
293.2191,189.4456,177.2091,240.2592,226.5357
289.7424,194.1569,165.2579,238.4569,236.3831
274.2586,195.1709,131.1331,228.9742,237.2848
299.0498,200.7072,164.5993,242.1385,242.1898
265.7357,154.8639,174.4405,231.4956,224.0998
297.5084,202.2837,191.8916,257.0248,262.148
245.0843,171.5019,168.6925,218.4794,228.6072
264.7334,197.9795,142.9182,218.4833,227.5951
275.1606,187.5177,126.6955,236.6064,201.0124
258.2783,190.2812,163.2154,232.1062,229.9557
260.7148,165.7125,127.6277,192.5993,167.7983
290.7904,219.4269,165.7085,240.7797,214.9606
276.5637,163.0784,159.0649,223.5821,223.3805
284.4627,217.8573,175.9493,251.0277,213.1725
278.9999,182.0135,141.5192,212.7069,232.7498
292.5128,204.3651,183.5191,255.6905,268.7068
286.55,165.7926,139.489,231.8328,228.5318
285.2303,158.8637,163.2394,229.679,226.0436
285.1743,182.0319,134.9927,235.9639,231.5459
266.493,187.4386,137.6947,226.1576,222.7799
290.1144,181.8435,113.2459,224.5213,223.9052
307.0029,226.7393,187.7094,271.0213,221.9794
314.0006,210.9196,162.1972,256.5308,243.464
300.7615,170.1878,153.9061,259.2233,240.7996
315.5802,200.5389,224.1465,272.057,251.5423
283.4332,154.2407,140.256,235.1622,212.2727
270.9799,163.8737,131.5165,227.3789,217.1332
272.2121,166.7707,155.3297,243.3419,243.7884
284.3221,174.8471,164.3951,239.8407,244.7372
297.3814,174.9096,178.407,246.9177,245.1438
303.6775,195.5607,174.2482,258.6471,269.8089
246.6841,165.6417,136.3909,204.8456,210.7211
308.2159,206.62,179.2688,273.2589,278.9442
275.2667,176.7056,132.5968,229.1873,190.868
292.8064,180.2463,156.0583,238.048,232.0193
282.0292,216.9928,185.9982,247.4401,214.4406
292.5157,139.1233,149.7704,224.259,196.3233
263.6539,168.9498,156.0415,224.8418,188.9844
285.9348,207.2922,168.9169,242.675,249.7618
299.961,199.3077,193.1189,260.8399,236.9422
302.4081,193.5282,191.0804,261.2289,263.1517
271.7715,183.9852,161.6171,230.5578,234.3143
301.9237,202.3226,169.8057,253.8924,221.2587
258.8261,146.232,143.6919,198.0514,187.3494
292.4795,195.1431,176.0822,248.5986,262.8005
293.1699,250.5397,166.3353,276.3242,276.3242
283.0257,141.8327,145.9642,218.7549,168.6322
301.8546,196.6484,175.4062,250.997,247.1481
279.2946,126.2599,141.2677,221.2889,211.1467
270.9478,129.9186,130.8232,199.8393,212.0556
337.3159,182.3464,152.676,276.5497,266.4612
306.4779,193.3797,157.1821,239.0865,254.9224
269.4723,164.0292,131.0566,230.1894,229.7304
290.9572,185.6728,186.9157,239.0739,232.1661
283.0112,151.2732,179.8295,251.4665,238.8157
309.34,219.4046,176.3216,244.9128,242.6696
268.9403,182.2891,172.0532,234.0187,238.3147
254.1709,176.7618,141.8818,215.786,201.5792
303.5437,194.7816,164.9105,248.7225,253.7265
305.703,210.7712,182.5121,261.3431,258.9973
268.2279,165.1553,137.4564,235.1555,196.6282
265.2273,153.3144,170.9884,217.529,225.2633
274.6852,177.473,177.7675,216.1681,198.973
281.1768,194.5115,140.3434,230.9462,235.7914
280.825,186.0125,169.0428,239.5225,243.9456
263.7785,190.6561,154.638,221.9203,207.0991
292.0405,190.1323,187.1792,259.4497,240.4441
245.7343,167.354,141.9318,194.4031,186.3796
282.155,179.8356,180.6627,241.7818,238.1508
264.931,164.6876,126.7476,227.6904,216.9764
255.8044,151.7926,149.5728,213.9214,218.9833
316.2298,204.1961,163.1661,241.7676,246.4351
306.4653,190.0074,154.7324,251.3468,229.583
273.4064,194.0957,158.3049,240.2396,228.596
265.626,159.4926,175.3961,217.0606,233.4025
262.4144,179.1929,170.7461,230.13,245.0452
286.1266,176.0655,171.1996,252.8243,247.8368
264.5431,162.1952,138.9138,228.994,204.0629
284.7471,186.6697,164.3806,231.2223,245.562
281.5779,202.7371,175.5662,236.6613,251.5878
318.9751,239.7133,189.1264,284.2805,291.7253
280.0828,184.4349,153.5515,237.3594,234.9398
298.7164,202.955,167.4513,261.7219,225.144
277.7832,198.7623,165.6416,237.6446,241.0357
291.3405,146.672,158.5581,237.4086,240.0055
287.891,201.9191,170.2508,238.8653,246.935
272.0157,174.4257,152.5623,209.9637,203.61
271.2887,161.3959,150.7353,192.8485,209.0472
274.3364,206.2841,170.8275,234.5191,227.8387
265.6576,201.6015,176.6196,237.1339,211.454
293.9263,173.9433,149.9966,247.23,243.3703
318.1975,189.0958,179.5652,264.4594,267.0263
309.7005,213.4033,174.3186,260.5329,259.0047
242.2602,152.245,151.4965,201.0649,218.8877
314.9668,181.4239,193.3729,257.2437,222.2828
303.8938,195.2472,168.4691,265.8792,228.2076
310.2422,196.9051,180.6511,233.1082,242.8136
293.5471,169.1627,208.6722,264.798,250.7176
280.2574,190.9659,154.3408,222.0039,238.8872
283.4797,200.9253,136.5707,220.8993,233.1534
304.5088,212.3955,150.3794,255.9327,239.8457
288.0024,171.3278,165.3777,212.6032,196.3623
290.3212,189.565,195.7209,259.5833,236.1417
264.137,127.2289,143.1701,201.596,206.8218
252.8875,181.3143,171.4511,220.6924,205.4915
268.7805,181.6267,179.7825,232.5856,243.664
270.2977,154.8787,173.9877,236.145,220.3094
290.9048,209.4845,190.0176,232.2075,223.1597
260.2764,155.3232,167.0655,219.9579,226.7885
311.4145,227.5413,179.1241,278.0196,255.0424
280.8272,187.4771,174.0284,246.1207,248.8074
262.2111,158.1758,132.8535,209.3492,195.6147
303.6897,205.0622,200.2445,267.3101,266.4621
266.3608,166.5038,147.7057,234.4016,217.6669
300.2704,188.5457,188.4256,262.3365,262.1438
288.8503,216.5673,161.5832,245.8692,259.6432
272.4713,169.7356,137.9836,233.8218,204.5085
250.4605,189.2224,156.4416,226.7592,236.8788
252.3641,183.9371,148.404,219.7461,232.429
267.7315,136.5843,123.9657,196.7855,202.306
311.4001,206.7962,190.6027,270.8512,194.7533
310.2267,189.6479,183.6775,246.8866,255.748
285.5417,202.9123,172.757,244.2644,259.6974
304.8332,200.1049,184.0134,263.9032,241.3659
304.6774,210.0922,199.144,239.9076,247.3917
299.722,161.6737,156.5937,239.1683,215.565
270.0485,207.3114,155.1552,234.1251,235.1959
305.3321,189.2553,181.0175,257.1432,234.26
289.2696,165.8689,184.5587,251.2356,224.7695
248.3606,141.9468,119.5364,199.049,176.2759
280.4262,174.7614,165.3122,244.641,253.8934
306.2812,170.8011,200.859,261.3511,267.9374
284.425,191.4128,176.5346,236.5895,243.6355
288.6912,171.6518,181.5052,266.7451,247.391
251.4065,165.9378,150.249,209.1766,206.1658
277.593,186.8964,191.7396,238.5291,225.7308
262.1863,187.5888,183.2157,236.5008,245.8463
298.0395,213.7866,172.1669,257.8671,250.7229
315.1064,208.3219,183.8017,300.5282,280.2432
290.5364,216.0428,209.559,254.0276,239.9869
262.1599,183.8125,157.3592,224.0422,209.3437
295.3975,186.0306,138.2162,244.368,225.9434
291.0791,193.9031,192.7894,263.5268,249.8214
279.7957,139.3129,142.8407,225.1819,225.3306
255.7292,133.4774,118.5909,177.0888,201.8165
234.0986,148.7777,134.2762,174.1648,175.5422
272.2423,154.8188,142.2953,222.337,233.9272
324.0883,174.4754,169.9081,264.7866,259.745
249.1495,170.2008,140.6659,225.014,191.6716
320.4742,225.2899,210.3412,264.0924,264.4018
288.0062,218.1642,176.9526,215.7624,228.4663
316.1923,213.1407,201.2935,279.0314,237.7149
275.8474,194.0187,180.853,238.1603,243.9709
287.9923,155.6214,164.5434,241.2462,234.8563
274.29,162.8381,145.6843,232.913,242.7772
307.1345,206.5674,189.8428,264.9558,270.4426
328.9627,231.5558,221.4738,296.9105,256.0655
