max,min,CPF,ICRO,STO,Rand
160.6758,104.797,0.7744,0.8758,0.8454,0.7493
148.7871,89.4083,0.8462,0.62,0.8834,1.0
156.3547,100.2318,0.6767,0.7887,0.8425,1.0
176.4002,116.3008,0.8726,0.7338,0.7731,0.8819
165.5968,105.936,0.7429,0.854,0.9758,0.8628
155.1435,95.5362,0.6325,0.6496,0.7286,1.0
180.4863,122.3593,0.7104,0.7502,0.8193,0.91
156.0652,99.9649,0.8024,0.6775,0.8349,0.9362
185.5845,125.9081,0.8996,0.8348,0.8078,0.9547
162.6783,103.1397,0.7784,0.8383,0.7691,0.8319
149.4317,96.9487,0.8748,0.7774,0.7743,0.9482
152.7159,104.7718,0.8737,0.82,0.9225,0.9275
158.8614,104.3393,0.8374,0.8296,0.7675,0.8638
183.0592,115.1963,0.8204,0.613,0.8345,0.9587
173.0686,119.2173,0.8616,0.8011,0.815,0.9552
191.1853,130.7087,0.7591,0.8354,0.8626,1.0
161.9046,98.8652,0.818,0.8499,0.796,0.9452
169.2937,108.589,0.7522,0.5816,0.8587,0.8631
164.9946,114.7339,0.8452,0.7884,0.7033,0.9492
187.1138,122.4031,0.7596,0.7451,0.6895,0.7904
181.4572,126.936,0.8919,0.7485,0.7542,0.7698
154.0021,95.4982,0.693,0.7554,0.8606,1.0
155.1704,104.1164,0.7174,0.85,0.777,0.8005
159.7397,104.6463,0.8906,0.8362,0.7573,0.7544
183.7802,126.5628,0.854,0.7067,0.7762,0.9866
153.3233,90.2263,0.748,0.7465,0.7681,0.9773
193.4643,123.3905,0.6393,0.7102,0.9205,0.9319
172.7574,113.0592,0.8058,0.7628,0.7579,1.0
143.3228,83.4793,0.8284,0.8019,0.7057,1.0
178.7067,112.4931,0.7843,0.6849,0.7579,0.9007
156.3645,103.6151,0.7767,0.8414,0.8178,0.9283
179.5703,113.4547,0.6518,0.6531,0.6764,0.8729
173.7894,117.7076,0.8108,0.6629,0.7733,1.0
168.2858,103.3729,0.7416,0.7696,0.7009,0.8257
165.1698,104.3928,0.8532,0.7298,0.8432,0.9254
164.5449,104.7402,0.7312,0.7242,0.7139,0.8642
151.8525,89.4864,0.8609,0.7768,0.8223,0.9225
174.2396,123.4345,0.6551,0.8227,0.7127,1.0
141.2109,79.3163,0.7167,0.6308,0.7786,0.9631
156.7351,105.7938,0.8193,0.7034,0.7905,0.9605
169.1564,113.151,0.743,0.7402,0.8254,0.9605
153.3956,91.2582,0.8784,0.8261,0.7106,0.9307
169.9851,110.2651,0.7298,0.8041,0.843,0.9212
173.1788,108.9961,0.7214,0.6685,0.8476,0.9208
163.3467,98.4124,0.8153,0.7951,0.7125,0.8389
154.7626,98.9716,0.8641,0.8198,0.8413,0.9089
161.8255,107.3593,0.7662,0.7629,0.7323,1.0
147.5539,89.6083,0.8125,0.7203,0.7708,0.8714
154.4902,100.1155,0.8733,0.7711,0.7606,1.0
146.2046,90.201,0.7064,0.698,0.7945,0.8941
171.0982,101.1485,0.7539,0.6584,0.8192,0.6929
154.3644,99.2384,0.7735,0.764,0.7501,0.9432
166.169,107.975,0.7154,0.6958,0.7625,0.9169
169.0335,109.0375,0.9107,0.6124,0.857,0.889
155.1221,92.0043,0.7995,0.7616,0.8329,0.9543
153.5798,94.6419,0.8099,0.7865,0.7758,1.0
180.5371,117.2981,0.7895,0.6918,0.7401,0.9346
160.248,103.4444,0.8199,0.7707,0.657,1.0
163.0359,105.7717,0.8444,0.8626,0.889,0.8702
161.5702,110.2142,0.7799,0.7881,0.7605,0.8586
151.7536,94.3702,0.9078,0.7334,0.6055,0.9061
162.2622,105.4251,0.8053,0.815,0.8812,0.9241
156.5556,100.7728,0.7765,0.6771,0.6759,0.9503
167.7354,111.5138,0.7952,0.7893,0.8398,0.8622
157.9665,97.9846,0.782,0.7511,0.6979,0.8561
166.7292,106.5336,0.8755,0.8804,0.877,0.9201
183.0371,126.6672,0.835,0.6963,0.8787,1.0
157.2322,97.3164,0.8129,0.8302,0.868,0.7806
144.2519,94.7156,0.7933,0.7957,0.8139,0.9116
178.2848,115.561,0.7157,0.7999,0.9519,0.8719
152.8688,93.8332,0.6757,0.8589,0.6913,0.937
185.8558,127.7012,0.7743,0.7999,0.7992,0.9589
183.1524,115.4816,0.8057,0.7547,0.8215,0.9696
161.0383,96.3117,0.8474,0.7286,0.837,0.9288
170.1567,102.0454,0.7981,0.7364,0.7766,0.8927
155.727,95.9165,0.7223,0.7961,0.761,0.9212
168.3352,103.2669,0.844,0.7986,0.8241,0.8709
183.6649,124.1313,0.8701,0.8287,0.8361,0.9592
183.9635,126.6338,0.8014,0.706,0.8113,1.0
172.0111,116.0817,0.8043,0.7194,0.8462,0.8541
156.6835,100.3523,0.8013,0.8023,0.7706,0.9485
164.0757,108.6576,0.9506,0.8324,0.6909,0.87
176.7908,120.3419,0.7367,0.8971,0.7153,0.9496
166.3773,108.8512,0.8409,0.7746,0.7871,0.8988
188.9395,130.7411,0.7799,0.714,0.7353,0.9704
169.758,109.023,0.79,0.7305,0.7833,0.9305
158.6195,101.6993,0.7213,0.8346,0.8321,0.8672
181.4926,117.8322,0.7733,0.6473,0.8139,1.0
154.0177,95.3987,0.8087,0.6647,0.6521,0.9461
148.7137,95.8796,0.7849,0.7724,0.8232,0.8525
167.49,113.3372,0.7802,0.7208,0.8219,0.8995
183.4033,112.4151,0.7557,0.6888,0.7086,0.8733
173.0839,117.5409,0.7945,0.8231,0.813,0.725
161.5407,100.4292,0.6682,0.7482,0.6784,0.9456
145.1259,80.4568,0.7162,0.8691,0.8899,0.9455
163.5069,107.3958,0.8274,0.8841,0.9529,0.9174
170.0091,108.3803,0.7242,0.815,0.8287,1.0
148.5556,87.9651,0.7692,0.786,0.8076,0.9973
167.8718,96.9195,0.7069,0.6657,0.7097,0.8086
170.6838,103.6191,0.7695,0.6574,0.8119,0.8963
176.8838,120.538,0.835,0.8414,0.7169,0.8427
165.6334,98.1554,0.7024,0.7706,0.8288,0.767
170.4841,115.0384,0.846,0.7365,0.8316,0.9604
168.3704,106.3677,0.8181,0.6645,0.8793,0.8619
143.0245,85.8721,0.8217,0.7966,0.9045,0.954
173.7722,110.9637,0.7892,0.6355,0.8155,0.9248
152.6297,93.1525,0.7426,0.7578,0.7779,0.8325
166.9736,106.4545,0.7695,0.8221,0.7956,0.9297
172.0181,119.6849,0.7914,0.6852,0.7537,0.8824
151.7411,93.5393,0.7093,0.7915,0.8438,0.9885
166.1234,104.0195,0.6353,0.6857,0.72,0.9591
166.3955,105.2348,0.7918,0.7898,0.7505,0.9435
186.1847,135.3919,0.7732,0.8427,0.6435,1.0
152.4351,95.8895,0.6953,0.7445,0.7303,1.0
175.0673,115.4768,0.8354,0.8504,0.8573,0.8941
146.1257,83.3349,0.7858,0.6953,0.9087,0.8886
159.1926,100.6621,0.7631,0.8548,0.6377,0.7903
