max,min,CPF,ICRO,STO,Rand
221.1448,139.5595,0.6333,0.7257,0.8469,0.8817
193.19,116.0122,0.6893,0.6409,0.9193,0.9311
187.3206,125.0721,0.6565,0.7628,0.9588,0.9588
228.3047,150.9876,0.7649,0.6246,0.9033,0.8968
229.5925,143.9605,0.774,0.7527,0.856,0.8263
202.4663,141.6478,0.8283,0.7792,0.8456,0.9595
216.9758,137.3459,0.5942,0.5989,0.9349,0.8648
212.7342,145.8498,0.7932,0.7185,0.8275,0.9768
226.0464,144.491,0.6873,0.7348,0.8433,0.9203
232.1159,149.9074,0.6832,0.7243,0.7745,1.0
207.3981,133.7257,0.7959,0.6123,0.8764,0.8301
216.5477,137.3921,0.6327,0.7897,0.841,1.0
218.0824,140.8347,0.6972,0.6311,0.8997,0.9392
206.0479,129.3597,0.7866,0.6714,0.8239,1.0
194.0711,113.2358,0.7574,0.6396,0.8918,0.9631
232.9585,143.7035,0.7568,0.6016,0.9345,0.9441
202.9983,126.2826,0.6949,0.7367,0.8371,0.9193
205.5089,137.1643,0.7401,0.7629,0.8839,0.9586
206.8314,128.7207,0.8081,0.7197,0.8916,0.8897
182.4659,116.4526,0.7371,0.7342,0.8213,0.9058
225.8444,138.0537,0.7288,0.5401,0.8949,1.0
225.1819,138.5609,0.6656,0.7025,0.8968,0.8901
227.4358,150.8124,0.638,0.6348,0.8366,0.925
187.7059,134.4041,0.7742,0.7864,0.8781,0.9993
188.7221,120.3335,0.7403,0.6512,0.9008,0.9324
205.6517,123.7376,0.7536,0.712,0.9265,0.8958
209.6118,129.2696,0.7062,0.5685,0.8697,0.9017
231.0188,137.9395,0.7135,0.596,0.8943,0.9435
214.9849,135.2802,0.6958,0.6511,0.9403,0.8405
239.7553,153.5509,0.6487,0.7016,0.798,0.8965
196.5692,127.3775,0.7175,0.6383,0.92,1.0
204.4426,135.879,0.6765,0.7842,0.7946,1.0
216.694,131.6953,0.7058,0.6625,0.8045,0.9065
200.1576,134.3196,0.6967,0.6035,0.8985,0.8911
202.0423,134.0248,0.6886,0.6337,0.8082,1.0
218.7522,139.1141,0.7343,0.7288,0.8519,0.9721
227.2729,137.7327,0.7231,0.582,0.8666,1.0
220.4131,148.0491,0.6899,0.6821,0.8721,1.0
232.2837,140.9825,0.6215,0.5485,0.8882,0.9621
214.4499,134.9204,0.7557,0.6511,0.8137,0.9437
195.2864,129.7529,0.6756,0.8598,0.9169,1.0
212.9528,142.1832,0.7856,0.6069,0.8173,0.829
210.0528,132.6102,0.5382,0.6864,0.9528,1.0
198.4729,126.6704,0.7427,0.8336,0.8943,0.9596
202.7614,121.8338,0.6704,0.7634,0.8728,1.0
209.2386,137.3305,0.7925,0.5889,0.944,1.0
214.7078,131.365,0.7113,0.6866,0.8383,0.8392
209.7413,139.4722,0.7871,0.6861,0.9049,1.0
230.5485,146.9356,0.5035,0.5793,0.7797,0.9406
248.2978,157.9522,0.6614,0.6112,0.8287,0.936
240.4085,153.6773,0.802,0.6622,0.9002,0.8809
214.744,130.3679,0.8341,0.7746,0.8396,1.0
214.3632,139.772,0.724,0.574,0.847,0.9903
236.345,148.2915,0.7494,0.6518,0.9207,0.9379
204.7797,124.8331,0.762,0.6887,0.8231,1.0
229.4125,146.4391,0.7153,0.7078,0.8586,0.9442
210.4365,150.2815,0.751,0.6613,0.9536,0.9465
221.8707,154.0026,0.6769,0.6591,0.9256,1.0
200.4146,132.5011,0.5837,0.7685,0.8372,0.8997
226.7746,143.7809,0.6249,0.6132,0.9287,0.8424
215.8666,135.7649,0.6867,0.6648,0.8464,0.852
198.8783,125.1846,0.6785,0.777,0.8462,0.9253
208.4905,132.6428,0.664,0.6856,0.8049,0.9593
181.6855,101.8995,0.629,0.6012,0.8386,0.8728
233.3156,145.7706,0.7742,0.7983,0.9156,0.9569
210.9529,137.5451,0.7134,0.7004,0.9097,0.8618
207.6513,120.7732,0.7069,0.6869,0.8611,0.9128
232.6674,146.9753,0.7483,0.6341,0.8629,1.0
204.3987,131.7386,0.8239,0.7264,0.9198,0.9662
229.5317,154.937,0.7802,0.6054,0.9075,0.8571
206.9098,130.7245,0.6462,0.6816,0.9071,0.9881
218.3535,137.1849,0.6979,0.6193,0.7457,1.0
211.85,134.5646,0.6218,0.6319,0.824,0.8854
218.9621,135.7535,0.5601,0.5297,0.8403,0.7864
215.8131,130.889,0.6535,0.7006,0.8347,1.0
203.0857,127.9721,0.8011,0.6854,0.9471,0.8941
203.0786,142.2659,0.7652,0.6835,0.8584,0.9578
222.6597,150.3495,0.6754,0.6268,0.9356,0.9322
198.4263,130.862,0.8429,0.7066,0.8204,0.8185
214.1426,137.181,0.7165,0.7326,0.94,0.8961
217.8299,147.7915,0.698,0.6872,0.9201,1.0
213.7348,140.0244,0.6065,0.5707,0.8523,0.9578
242.6888,162.6885,0.7291,0.6876,0.8426,0.9869
212.3401,136.8158,0.6396,0.6037,0.8634,0.8756
193.2328,119.8257,0.7311,0.5607,0.8823,0.949
204.8899,130.6014,0.5373,0.652,0.8701,0.9533
213.2967,141.1868,0.7146,0.6621,0.7956,0.8013
245.8802,144.6708,0.6657,0.6594,0.8339,0.9285
211.4769,144.701,0.6847,0.8077,0.8592,0.9373
205.0516,129.2886,0.7715,0.7651,0.8174,1.0
217.5988,135.919,0.663,0.6636,0.8671,1.0
215.832,134.1149,0.6095,0.7157,0.8617,0.8994
212.9038,136.4506,0.7668,0.7173,0.8741,0.9299
223.4151,141.6484,0.6121,0.5467,0.8177,0.9583
221.9952,136.6939,0.7241,0.6441,0.9051,1.0
202.0582,128.6453,0.8245,0.6974,0.9413,0.9286
210.956,132.5745,0.7012,0.6619,0.8433,1.0
212.8467,127.632,0.6936,0.703,0.8729,0.9227
217.9436,142.593,0.7723,0.6234,0.8743,0.9573
219.9037,147.1389,0.7622,0.7292,0.8731,1.0
201.3885,132.6,0.6405,0.6065,0.8743,0.9656
237.8391,151.8433,0.7577,0.5804,0.8767,1.0
208.9735,139.8038,0.6761,0.6934,0.9626,0.9964
228.7518,145.6963,0.676,0.7442,0.7817,1.0
200.2278,126.2542,0.6751,0.5542,0.8889,0.9351
208.5391,134.9019,0.6818,0.5258,0.8939,0.9438
213.142,129.8224,0.7064,0.711,0.8965,1.0
214.8439,132.5795,0.5991,0.6201,0.8376,0.8462
211.1843,143.3987,0.725,0.5197,0.8682,1.0
212.7663,145.3821,0.7282,0.6938,0.7137,1.0
225.5318,157.1047,0.7814,0.7662,0.8582,1.0
217.0299,138.3368,0.6829,0.7074,0.7843,0.9303
199.1133,124.1636,0.6793,0.6385,0.7423,0.9076
212.4987,131.0207,0.6555,0.6641,0.8915,0.9234
209.1977,142.0692,0.6913,0.6748,0.8256,0.8524
212.8197,140.7419,0.7249,0.6958,0.8379,1.0
224.9513,152.9888,0.6844,0.6638,0.9496,1.0
206.3869,138.889,0.686,0.545,0.8688,0.9635
217.0172,139.5546,0.6467,0.7159,0.8102,0.9555
212.5908,123.4407,0.7109,0.7572,0.8434,0.9444
214.7594,149.5278,0.7684,0.614,0.8166,0.8953
204.5881,132.1395,0.7825,0.7349,0.9005,0.8339
252.0432,150.9126,0.6771,0.7097,0.869,0.9468
199.428,129.1775,0.7069,0.6749,0.8202,1.0
200.5544,135.9923,0.8006,0.7242,0.9448,0.948
214.8212,134.1704,0.8163,0.7742,0.8561,1.0
234.9005,157.0706,0.7994,0.7431,0.805,0.8744
177.7207,108.0028,0.6972,0.6059,0.8825,1.0
218.1511,143.6304,0.7088,0.6478,0.9108,0.9339
205.1143,127.8949,0.6016,0.593,0.8633,1.0
196.174,135.0798,0.6848,0.5436,0.912,1.0
225.9921,142.5467,0.6448,0.5958,0.7861,0.8971
223.087,140.7762,0.6664,0.7288,0.7791,0.8416
212.2826,132.4616,0.8161,0.6899,0.8614,1.0
