max,CPF,ICRO,STO,Rand
638.1177,406.9205,314.5439,450.1168,508.2409
587.1025,412.0496,361.7395,523.4832,470.5406
575.5599,359.2166,299.1027,472.6459,480.3276
639.5937,435.2793,379.6828,497.207,518.5128
640.1428,438.8479,388.0176,506.4539,515.2499
619.469,424.8223,385.7447,479.2477,480.9712
649.7181,459.499,449.819,568.6575,570.7498
655.2663,452.589,374.4963,536.1154,564.4267
612.4425,371.4227,373.0591,480.0419,516.6156
644.9793,469.9675,381.8974,514.0065,528.429
605.9026,410.0894,356.95,493.5695,488.6005
614.5628,371.9972,315.2674,477.3323,508.8521
643.5285,419.5863,369.6144,499.6663,508.7143
611.0046,397.1417,373.2067,500.742,535.0549
546.2008,356.7013,280.0744,428.452,449.1702
620.3429,424.885,330.4284,507.1855,527.0245
607.439,459.719,372.9091,520.7611,525.1267
600.4218,427.2584,369.6279,483.604,481.4725
616.2898,461.816,402.2196,499.0402,533.5949
578.711,402.5567,324.8813,455.0625,469.4967
644.9632,403.764,284.4239,530.1405,518.9542
635.0066,434.5724,408.9936,513.8526,518.1067
665.6829,403.2091,393.3906,484.6966,501.517
581.36,383.3299,337.2499,454.4783,465.4622
565.6406,403.3637,342.4276,486.3204,496.2508
572.4844,420.032,364.3455,466.1958,484.0772
598.979,400.0095,333.4522,477.6598,466.8147
627.5877,463.1163,364.2871,537.0817,544.1613
634.644,437.7589,425.2047,532.4026,510.5603
660.7986,409.9568,344.2922,501.3081,498.0477
616.1932,427.7208,355.2985,533.6748,559.714
613.4586,381.7607,371.1083,458.2178,510.1181
613.2856,354.7508,351.5625,511.7597,524.0386
576.4125,357.8842,305.6215,440.4166,425.6333
638.9458,416.8201,395.3434,519.5338,549.5658
639.6942,421.544,381.4892,517.4323,550.7631
581.7043,334.7316,375.061,447.5421,500.7382
635.1305,407.0919,356.1266,495.1797,506.2262
622.1049,392.6147,405.6407,510.7611,536.8637
615.3793,421.6292,378.7737,493.0774,498.8295
590.4303,391.6614,389.1683,473.2022,485.2703
618.607,363.8394,318.6604,435.2854,443.4348
620.7582,368.2491,337.6478,499.871,500.2457
587.2937,400.5915,389.8748,473.8338,510.8889
576.4962,385.2783,347.5438,434.3125,458.8007
623.7189,441.0042,315.5594,554.2233,543.3804
614.9001,489.1149,380.9324,531.0666,498.0663
622.231,425.3079,343.6139,505.6087,509.6615
629.9617,349.0875,371.3583,456.1922,488.0346
686.4062,492.886,412.4942,529.9614,581.6476
679.1379,532.5333,447.1045,580.4511,575.3917
583.7294,422.6464,383.1471,461.5876,467.7436
638.1915,445.2067,376.1937,513.6119,520.8005
636.2487,387.3343,361.1784,498.1309,496.9133
