max,min,CPF,ICRO,STO,Rand
155.8945,89.4375,0.6338,0.6663,0.6379,0.7938
192.9337,121.8186,0.6472,0.7607,0.5776,0.7807
159.1082,96.5188,0.3996,0.6817,0.6854,0.9333
179.3439,113.697,0.6448,0.885,0.6517,0.8504
171.8513,117.7376,0.5796,0.6062,0.6827,0.9417
163.1864,94.3345,0.5853,0.7754,0.5421,0.7845
165.8303,107.2695,0.4929,0.7953,0.6132,0.8589
174.4001,114.1693,0.4873,0.707,0.51,0.7084
138.1134,75.6934,0.3783,0.6437,0.8014,0.6987
175.4667,110.6665,0.5833,0.682,0.3991,0.7978
178.246,119.2433,0.5613,0.6898,0.6581,0.9114
191.699,128.0827,0.4418,0.7184,0.5908,0.7442
148.8375,86.9051,0.6006,0.6936,0.5687,0.7323
210.1372,137.3672,0.6118,0.8545,0.5086,0.6997
166.8743,103.621,0.5149,0.6138,0.6634,0.7158
170.3995,109.5633,0.5605,0.655,0.6983,0.8024
175.8252,109.8969,0.5563,0.7989,0.615,0.6777
170.73,111.1539,0.5114,0.7456,0.59,0.7442
177.0365,113.4573,0.6153,0.6756,0.5306,0.8074
163.5394,103.4688,0.8169,0.6843,0.7021,0.6844
194.8701,129.0462,0.5815,0.6909,0.4406,0.758
158.6691,100.8877,0.4771,0.7001,0.6963,0.9084
180.6523,117.8674,0.6605,0.681,0.8173,0.8885
172.2703,115.2763,0.6154,0.4807,0.7324,0.784
169.5489,109.4868,0.5453,0.6835,0.5978,0.7276
170.5031,113.0838,0.697,0.8201,0.7826,0.8421
158.3999,97.5141,0.3964,0.801,0.531,0.673
174.3194,111.8369,0.4786,0.8584,0.5931,0.8354
147.5523,78.0016,0.5699,0.6224,0.6695,0.7737
161.1577,99.0783,0.6087,0.7643,0.4483,0.6651
157.2177,93.9384,0.6279,0.8794,0.997,0.5689
132.9557,77.2077,0.544,0.7578,0.8018,0.6857
180.2752,118.7612,0.5588,0.6858,0.6194,0.8549
178.7559,119.4052,0.6528,0.6642,0.4652,0.7648
154.249,87.5511,0.511,0.768,0.7847,0.9068
167.3529,111.2277,0.6062,0.6062,0.6974,0.7647
198.268,129.7102,0.638,0.623,0.4674,0.8349
190.0698,117.7094,0.5965,0.6446,0.5881,0.6307
166.7586,106.1402,0.45,0.7148,0.583,0.7034
152.4754,92.4857,0.6422,0.6422,0.6868,0.8309
185.6206,123.5979,0.5263,0.652,0.6995,0.9209
170.5234,100.1389,0.6199,0.7282,0.4067,0.8573
152.5113,95.1103,0.6983,0.73,0.5386,0.8347
178.8354,113.5799,0.6426,0.7679,0.6176,0.7755
148.079,87.7182,0.7309,0.6774,0.6435,0.713
194.5901,128.6445,0.6165,0.6504,0.7423,0.8278
151.0123,93.3867,0.7193,0.7193,0.7789,0.5779
184.3078,118.5327,0.5399,0.7012,0.7816,0.8558
157.8731,95.2037,0.5906,0.8559,0.5059,0.8198
189.9809,129.0612,0.7363,0.7391,0.6265,0.7891
152.1029,97.2932,0.5974,0.6834,0.6283,0.8112
159.5975,97.9746,0.6769,0.6279,0.5912,0.8269
154.4793,92.5817,0.6892,0.765,0.7018,0.7264
161.0961,95.6323,0.4539,0.8263,0.6071,0.7065
162.7634,90.2379,0.6364,0.6589,0.567,0.8767
165.3981,107.8279,0.4778,0.7772,0.7433,0.8146
148.3801,87.8503,0.6518,0.7807,0.5215,0.764
160.5088,96.4369,0.5505,0.7426,0.5553,0.8755
186.7735,123.1921,0.6352,0.7385,0.7246,0.7053
191.6984,127.384,0.6723,0.7353,0.6109,1.0
163.647,107.3413,0.5134,0.7089,0.6906,0.891
152.183,85.1896,0.5801,0.719,0.7739,0.8215
143.4387,82.032,0.5565,0.714,0.8261,0.7613
164.3903,103.6819,0.4733,0.7419,0.498,0.7104
138.5117,83.3124,0.7308,0.7079,0.624,0.6193
161.2154,96.9103,0.5787,0.6633,0.7096,0.6197
156.6473,90.7141,0.6191,0.7322,0.6433,0.8835
168.7928,107.3528,0.5581,0.754,0.6303,0.7386
183.0332,118.7904,0.6856,0.7686,0.582,0.6502
164.4649,104.2356,0.5977,0.6613,0.7568,0.7938
163.5391,103.771,0.652,0.7603,0.7613,1.0
189.8092,127.4966,0.7416,0.6974,0.7707,0.6866
172.998,113.4329,0.4921,0.719,0.5772,0.7931
160.2551,96.4542,0.5793,0.6448,0.6,0.6925
157.7835,98.2799,0.5539,0.5539,0.378,0.5381
185.605,116.5656,0.6531,0.6617,0.5485,0.6358
175.3466,109.1861,0.6053,0.6459,0.5804,0.6763
149.4271,90.2805,0.6107,0.7758,0.7525,0.5352
153.5422,98.8581,0.6305,0.8749,0.5685,0.7873
154.5199,92.9395,0.6819,0.5454,0.6654,0.903
156.3919,101.0543,0.51,0.776,0.4479,0.8544
185.3157,126.1266,0.6093,0.6041,0.7648,0.8866
177.0298,110.0803,0.5849,0.6857,0.7638,0.8047
153.7297,98.6993,0.5889,0.6784,0.5376,0.731
163.7241,109.866,0.568,0.7597,0.4455,0.7846
153.4186,83.0561,0.6437,0.6564,0.6474,0.751
145.8806,86.7705,0.6231,0.6903,0.5969,0.7968
167.796,103.3934,0.6372,0.6372,0.646,0.6887
190.4989,130.3753,0.5527,0.8186,0.6222,0.9353
154.9783,91.2402,0.6697,0.7125,0.6122,0.953
181.7903,125.0778,0.702,0.801,0.5873,0.7922
181.5855,117.5388,0.5929,0.6592,0.5166,0.8283
175.162,106.1005,0.6235,0.7682,0.6638,0.735
175.7851,109.5984,0.4937,0.5513,0.4947,0.7232
176.844,116.218,0.7019,0.7693,0.4476,0.9142
186.7379,125.6631,0.6712,0.6695,0.6416,0.6685
142.4578,76.7006,0.654,0.7406,0.6976,0.7978
181.5042,121.5327,0.5642,0.7005,0.6507,0.679
