max,CPF,ICRO,STO,Rand
624.9113,473.2077,411.5058,526.9979,525.0735
638.2128,488.417,416.5779,553.0869,557.4617
578.8626,449.6134,363.8517,502.79,503.534
632.8286,478.5517,402.5004,572.3095,572.2691
600.4543,454.3494,365.7985,518.6958,499.9138
582.6509,414.0545,395.731,528.64,513.5587
640.5274,503.7311,456.0153,566.4579,551.9466
607.6386,437.1338,377.0589,517.0209,502.5601
669.332,544.2779,479.4323,621.9439,609.1013
642.4368,495.3206,454.226,544.011,558.9602
657.801,493.7998,470.0075,595.8391,603.4058
634.4031,491.9491,478.3046,571.6782,576.8117
655.139,518.629,421.5093,563.0428,540.9934
662.4142,521.0619,426.7598,575.9098,585.6557
604.9831,443.6653,387.8685,526.0133,526.5177
650.5105,549.7082,437.4802,573.2296,579.5107
634.9229,514.0602,445.6939,582.6052,575.7821
591.9566,447.8965,390.9286,538.5301,520.7355
626.0703,495.3782,400.3179,576.3857,570.5238
641.941,481.7579,426.5026,557.6023,541.4352
589.2835,422.3419,356.0323,523.7383,535.2336
580.3257,410.043,358.9081,503.7861,494.8751
656.5741,455.2504,397.0025,578.2574,579.8645
592.8859,470.2055,363.0847,506.9484,499.4654
633.3901,438.0009,390.5708,526.7948,549.4518
620.8644,477.7985,436.8375,540.8749,570.7934
605.0471,452.6274,445.41,554.8602,542.8269
656.3022,499.5346,445.3758,595.8475,572.895
640.6941,481.4165,413.2011,577.1467,552.2843
547.7055,415.6282,319.7273,481.1013,483.6712
610.7025,453.2026,393.6823,527.5975,539.6029
577.2242,450.357,404.8276,513.0127,512.6369
586.5766,441.5873,387.8289,510.7688,520.0842
625.3517,444.5348,443.7263,563.6537,524.7992
563.2087,409.9119,382.7506,517.7028,486.6316
643.0066,489.5581,418.277,561.348,565.1146
599.5472,495.6649,414.6517,544.4807,544.4807
567.8861,413.066,375.1658,484.6134,493.1777
595.3731,446.9305,374.8206,514.0798,525.5813
609.2524,448.2849,370.4946,491.1867,488.7099
644.0563,498.4032,445.0207,552.8841,575.0968
621.7758,445.5538,426.3999,532.973,544.8466
654.0646,486.4513,446.871,583.5086,591.9065
583.7685,433.8437,360.002,502.2093,488.0409
639.7682,489.1401,400.8292,563.5725,561.8158
628.185,410.558,414.1239,522.9283,519.876
630.0748,479.5262,399.4889,559.9278,557.8818
607.189,444.0415,356.7985,524.4461,523.2407
684.1454,489.5283,431.8865,633.5557,635.5428
586.7544,463.648,401.5511,522.0718,533.2675
674.7945,478.4865,432.8227,554.405,565.1403
578.7434,389.5508,357.9531,511.3065,496.4609
644.9311,474.7311,412.494,544.4481,543.9992
720.2056,575.4785,529.7851,657.5937,641.2751
628.6023,483.1756,405.1134,555.6385,566.8515
650.0228,546.719,442.335,601.497,616.6492
634.7818,451.8266,462.4046,566.6232,571.0714
598.9772,453.8919,364.4987,546.7162,528.1135
677.0298,519.2275,495.9431,586.7332,607.9145
592.0323,465.3199,393.7693,525.3108,516.0418
660.5092,487.1188,443.5485,598.031,598.984
626.9587,475.1463,379.0471,554.2489,553.7144
605.359,480.1577,443.2908,541.4335,533.0457
620.6505,460.422,457.8269,557.6436,529.3748
628.0371,473.8599,400.9562,554.7666,533.4576
601.9054,481.74,397.2447,535.8361,531.7573
658.9584,415.8784,399.168,592.9185,573.7736
628.2842,480.8083,421.0233,571.1925,570.0507
603.5058,464.6085,380.1888,499.154,495.0584
680.2526,476.0249,429.5445,611.5684,603.5836
621.7319,425.9888,446.801,578.6338,577.4976
652.4298,498.6463,425.3344,558.0154,561.5351
586.3979,417.5432,363.0736,506.2353,517.03
616.3642,477.6517,409.4499,576.3713,580.9578
606.9724,485.2433,446.0371,550.0066,510.3387
625.8865,418.8085,396.3878,567.5716,585.7151
545.1408,434.099,362.3962,468.8133,470.2109
626.6496,514.608,428.7493,540.6547,541.0849
